Date,00,01,06,07,08,10,11,14,15,16,17,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,38,41,42,43,45,46,47,49,52,55,56,58,59,61,62,63,64,66,68,69,70,72,73,74,77,79,80,81,82,85,86,88,93,94,95,96,71,53
2022-12-01 00:00:00,409638.30499,4045655.60953,2278850.32728,367536.14882,7422.31074,4033086.26117,108305.34332,1081.64236,14302.83998,55000.39562,8598.96386,52139.42687,10281.44437,86977.69637,1062831.12495,183085.08662,23975.80928,1288.74802,17790.742,1547767.04045,19818.01898,5612.57199,58265.30009,2909.25245,2955.05184,4046821.80979,8150.86687,7879.87915,7846.05243,6711.76695,7837.47165,350814.09852,6631639.26231,914563.12328,47039.07146,135792.655,8183.84019,4045.91017,1648.8968,0.15266,939615.82188,960.62134,100.3446,1252676.54301,870.25032,8610961.87798,6569.21816,36.68604,24666.23247,408.45231,0.06029,874.98633,0.85498,384.96176,9042.54701,25.67742,55.102,41324.16008,0.02056,0.00048,0.00084,0.0009,635.54342,,
2023-01-01 00:00:00,401668.06343,3740181.01489,2128665.96226,368395.36429,7090.43566,3728836.96927,98048.98781,1112.89263,13754.36245,53516.20451,8135.06976,52653.58132,10369.19877,80861.40315,1084460.17951,130796.51507,21322.15683,80.64218,17858.49205,1564992.3165,20216.59031,5615.73293,55207.24455,264.70821,1053.98406,4076943.13228,7737.81404,5717.62385,4895.73166,492.30524,7265.50829,322272.5897,6200533.80036,851962.00299,24634.17134,122165.73338,8039.72176,4043.22406,1572.26507,0.15645,894487.64359,558.64587,100.53943,1110019.6811,870.25032,8113769.01946,6577.6411,0.12068,19664.83847,410.91076,0.06155,882.54791,0.87514,298.97969,9042.54701,26.28263,55.102,38842.37027,,0.00049,0.00084,0.0009,637.00221,,
2023-02-01 00:00:00,398207.62471,3710764.04408,2114274.63999,368224.31612,7114.87031,3628897.05406,97994.67631,1105.83811,13340.98183,53387.85949,7902.6419,53189.25943,10456.95317,76004.49313,1103876.4007,131173.53737,21028.97094,80.64218,18017.00992,1582448.05109,20168.86869,5427.86031,53734.35198,208.19586,677.27251,4084912.55629,7292.8933,5354.94237,4913.36035,489.58299,7275.26122,321217.81888,6144398.64989,825204.62695,24285.43731,122214.56554,7933.7077,4032.01087,1510.67092,0.16024,847443.76027,413.49023,,1114727.44337,870.25032,8129862.55118,6578.73449,0.12339,20076.90188,413.69655,0.06281,890.10949,0.01854,302.92938,9042.54701,26.88784,107.4972,38315.40311,,0.0005,0.00084,0.0009,638.461,,
2023-03-01 00:00:00,394758.99071,3636539.79248,2064045.35584,367423.59872,6797.15862,3534414.74972,97959.12233,1117.38711,,52429.54103,7605.46772,53594.60666,10544.70757,73413.88451,1079268.80344,130556.71496,20239.05852,,17995.23136,1598581.47695,19420.53839,5208.67482,48303.28995,200.91055,655.48536,3953676.3151,6850.76791,5040.694,4929.2831,492.1476,6733.33049,206313.57783,5880775.79132,795945.32255,26740.84471,122165.82034,7802.57637,4017.37107,1441.86992,0.16367,409026.43617,127.74396,0.00066,1037262.12599,870.25032,7846375.67154,6576.27825,0.12584,19418.11555,416.21284,0.06395,896.93931,0.01891,306.49615,9042.54701,27.43448,55.102,37608.68346,,0.00051,0.00084,0.0009,639.77862,,
2023-04-01 00:00:00,391833.18201,3644907.63052,2072418.01048,368512.67416,6783.31047,3464900.90457,87696.59849,1130.1735,,50784.30546,7208.76766,54085.69181,10632.46198,69152.21831,1100986.41394,129533.89237,18286.53696,,17914.65148,1616569.25331,18495.48913,5018.50193,46529.41852,193.14663,622.06808,3960597.71904,6432.24893,992.56742,4946.91179,494.987,6389.66794,92719.22534,5893628.99304,754568.09252,26225.77216,120667.02566,13782.67547,4013.09265,1343.27063,,409366.83846,0.3404,0.00041,905292.69555,870.25032,7850661.87143,14.12748,0.12855,11697.00467,419.00356,0.06521,904.50089,0.01931,310.44507,9042.54701,28.03969,,35683.35276,,0.00052,0.00084,0.0009,641.23741,,
2023-05-01 00:00:00,388648.41604,3416843.42301,2055953.39398,368976.03452,6430.43076,3437605.59663,87559.49956,1142.54743,,50554.46315,6964.57377,54571.87264,10720.21638,65785.77619,1113763.98635,128876.02839,16621.53412,,13054.69225,1633210.90921,16599.74267,5011.08716,42565.54505,175.09751,595.00371,3954545.73694,5996.22608,988.9862,4963.97196,497.73479,6141.87166,92475.39545,5831835.02879,682404.98859,25076.21015,118556.96494,13617.04107,4002.97449,1260.60439,,408955.16225,0.29606,0.00041,914013.78027,870.31079,7874781.93724,14.85362,0.13117,11814.95354,421.69484,0.06643,911.81855,0.0197,314.51248,9042.54701,28.62538,,33317.42584,,0.00053,0.00084,0.0009,642.64915,0.17683,
2023-06-01 00:00:00,385772.00458,3402764.1141,2029357.56315,368782.10539,6354.20321,3407205.08255,87734.38419,1155.33382,,49085.82813,6693.09122,55079.173,10807.97078,49166.78317,1039081.76348,127259.47083,14632.17341,,12977.26309,1192849.11769,14662.20725,4611.92329,36475.05897,177.66044,549.58022,3873593.99894,5569.39998,656.67603,4981.60064,500.57419,5744.94639,92097.78079,5537384.06841,612573.02589,24229.38345,113644.65103,13288.94325,3996.2455,1132.42125,,408912.58356,0.35243,0.00041,829376.36948,870.25032,7701338.45633,14.36249,0.13388,9535.20374,424.48063,0.06769,919.38013,0.0201,318.72423,9042.54701,29.23059,,30625.67769,,0.00054,0.00084,0.0009,644.18982,,5e-05
2023-07-01 00:00:00,382586.31781,3381092.81696,1999962.16733,367539.61516,6368.98613,3352467.47398,77352.33034,1167.70775,,48404.73656,6527.05994,55649.18577,10895.72518,42990.9202,1039974.51903,126658.94664,13903.13282,,13126.30108,1206927.40956,12998.07319,4602.31506,33925.78193,150.81,529.31666,3866498.31568,5136.27761,348.40835,5216.62295,503.32198,5507.86399,92066.8321,5749822.74831,607245.17041,22657.99753,110359.59457,13248.23428,3949.21169,1066.26382,,408495.86027,0.30855,0.00041,691865.03477,870.25032,7318941.90848,0.04629,0.13773,2481.17762,427.17684,0.06891,926.69779,0.02049,322.80012,11913.35618,29.81628,,29962.48665,,0.00055,0.00084,0.0009,798.18986,,
2023-08-01 00:00:00,384239.01412,2810683.00332,2005238.46002,368697.74565,6172.70709,3329222.43638,77262.33181,1180.49414,,47662.81706,6446.0145,56209.91426,10983.47958,33011.85298,1038574.76265,109647.59811,11995.82971,,13291.60514,1212092.59036,12276.0801,4402.4181,32457.15806,128.39256,503.30609,3822630.30918,4712.33232,350.52602,5238.83563,506.16138,5555.20908,57102.72413,6088060.29834,602091.95665,22701.42121,109400.41566,13020.01191,,986.04533,,408448.00997,0.31439,,698277.2648,870.25032,7304756.47596,0.04746,0.13921,,429.96263,0.07017,934.25937,0.02089,327.34189,11973.73276,6.49472,,29204.70893,,0.00056,0.00084,0.0009,802.89876,,
