Date,01,02,08,10,11,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,38,41,42,43,45,46,47,49,52,55,56,58,61,62,68,69,70,71,72,74,77,79,81,86,95,96,63,73,93,19,82,59,75,78,85
2020-02-01,8400498.25095,4092.79448,34213.40123,921514.05866,170347.31874,65957.82351,50997.27718,4520.25774,83851.15367,288832.23395,52067.48866,151631.22614,100675.89907,640984.0265,115376.23652,57654.57411,261127.74243,38062.06209,95837.65087,57510.77358,9762.92205,3523.14002,30762.29002,126175.02107,27343.69839,513027.16642,25446.7585,26184.18474,770.92,13608.64495,333838.35391,2275755.39562,142686.81771,279064.18312,414025.79686,781.38645,5099.19289,11093.97659,4524.9543,11082.60519,315749.39823,1e-05,,6132.21896,,24111.84066,21238.89745,22844.75069,,189974.22263,605.66789,-7375.012,627.60685,1.52595,17.59333,,,,,,
2020-03-01,8435713.30595,4011.96857,24886.15265,902925.87988,162988.49308,67016.61837,51088.18376,5379.01005,79234.85458,269981.02978,67426.19114,173495.28068,118122.62691,639582.40273,120723.15488,58622.94597,251749.84918,38614.14803,100382.27994,61499.10784,10071.1758,3300.36965,29499.3874,142109.99991,27370.74818,500915.93268,24439.45977,26732.38751,1044.0914,13890.18901,269917.54833,2285213.38717,142442.84783,270309.81468,399994.21381,703.50809,4869.24259,11335.63269,4459.83894,11120.47861,306523.21839,1e-05,606.88998,11874.26143,,22574.04979,19960.71974,23859.92484,,186560.33167,562.6257,658.77886,573.47208,14.70558,11.30675,,,,,,
2020-04-01,9101870.45102,4616.31083,29032.04386,885247.22676,184676.41154,68327.79288,51655.78277,3530.81224,86710.52432,306379.6656,73312.82718,209033.0863,131932.37666,700911.26198,128285.40366,64351.82125,372848.93447,39361.00749,109387.22087,59597.28771,10448.95141,3574.4952,34491.06363,209483.21522,27934.31165,664526.19961,26195.41457,26151.99404,309.60159,22499.62604,588308.98107,2544634.19234,162403.16341,287432.92051,420360.45252,811.62923,5393.30495,13442.97875,5095.46722,13025.56429,350827.57095,1e-05,962.60004,13254.93512,,25300.66213,20904.56608,22374.41075,,197354.6183,603.61774,721.6103,603.86552,3.48259,,,,,,,
2020-05-01,9143707.5648,4360.94368,28602.87853,931058.28866,178997.80756,63885.5512,51488.56321,1245.10887,106872.38291,263768.90903,70219.4288,175201.94362,136604.043,622180.85193,128366.61175,59175.55781,357888.34632,41966.8611,103188.64979,54211.72094,11106.05466,3244.90648,31123.58106,200798.02431,26297.65341,593284.34349,24195.5187,25569.12638,1.1935,15763.54248,537324.43069,2372009.68971,216459.39269,263593.17107,399376.83211,699.07172,5025.1357,14783.82759,4897.52453,12186.38581,385676.80458,1e-05,3.85542,12777.48555,,24689.83967,18479.42696,21146.69171,,227875.38225,541.8263,747.40985,530.37101,,,,,,,,
2020-06-01,9413270.85025,4419.55475,25985.87007,945707.68489,176716.65534,66324.54471,50955.4392,874.6436,104356.32271,263423.56983,64883.96467,181844.13326,142392.00537,614779.67818,136397.36938,60389.13358,379567.49215,50126.78294,102713.95654,58676.15242,10656.55999,3046.02528,33627.02736,182507.74659,28880.38417,591319.00762,22440.33313,24809.18126,,24565.0863,539624.77234,2436249.63634,192676.85436,254348.25644,398687.29991,697.35438,3534.1532,14240.00255,4885.6309,11853.3635,392916.84659,1e-05,,12885.99755,119.30432,24398.5158,18186.71591,21613.70669,,245487.36975,501.30319,794.12852,478.76682,0.49291,3037.35129,,,,,,
2020-07-01,9797976.56056,4470.039,23287.78419,961490.76502,170340.90011,63103.34851,48054.34732,0.06914,101996.53566,256592.77479,73474.10977,182287.83904,157824.40574,593453.96273,131194.18821,58597.18549,340085.68618,49980.93979,100642.54253,60530.4648,9966.56391,2830.24016,32815.56851,153696.7597,45805.06297,598644.17219,25909.51527,25307.06252,,24288.71523,273139.65553,2343212.81002,164343.35202,242336.86818,395134.20665,692.25713,4489.35379,11588.40084,4846.82679,10979.04952,387088.45683,1e-05,,18470.23535,1401.0469,30139.65658,24969.65399,22384.53152,,239814.22775,458.19029,675.12959,424.34859,,5039.92489,,,,,,
2020-08-01,9711221.20842,4708.74438,17959.7369,980774.4876,164068.70845,62188.46855,49614.17183,,151743.18569,306377.31336,66928.13698,191142.69933,166861.8045,631271.51645,169454.32831,60255.77648,405143.34527,43910.73772,106621.68649,75319.43058,11383.48413,2736.73588,40283.80925,79082.83836,45165.6788,709493.02683,29440.28047,23996.68561,,29778.69545,312084.52095,2511902.74834,166629.94823,242357.6347,483264.10015,718.34693,4654.94072,15459.28898,5028.24551,12384.66361,390636.94088,0.99484,,18760.75753,1397.51874,30435.6837,26654.21705,22657.34926,,247814.33037,434.48286,694.35593,387.33953,668.71653,5000.60921,,,,,,
2020-09-01,9813961.81764,4585.1441,17594.04864,1051174.8432,181856.51734,26641.13156,54550.56345,0.62475,148101.91163,300021.90353,69894.37649,193219.89667,156819.63827,629175.31766,164158.00651,61170.5172,418704.68327,49090.86565,100801.356,59413.87733,7515.89338,2514.29241,39278.48708,86092.56403,47543.17488,922305.61854,29108.0543,24709.69393,250.6125,33291.70796,261632.93401,2410587.74261,182527.63981,240269.13513,478253.77937,712.57016,5237.01951,13710.57418,4989.13272,11370.19834,363930.4199,230.40471,673.02952,19640.73557,2114.89078,30539.37358,24293.46998,22842.37103,,247844.93095,390.10448,687.12633,,0.98005,,,,,,,
2020-10-01,9594097.73486,4486.66434,17216.35685,1287738.34661,175433.04208,184298.67798,56505.97114,,140289.91426,312676.85268,61625.84847,239136.91713,148412.0604,631121.58044,162795.24955,59670.85911,408043.4208,56066.70846,100363.434,79533.03115,9196.61319,2380.50546,47902.73354,78211.44765,37674.37102,966174.07497,26334.01985,32047.24508,1283.29119,39210.39554,287056.31432,2597888.32259,181871.38275,222353.52957,474968.70122,734.35702,5421.97778,17733.17812,5138.57482,12890.05904,316445.04566,874.36134,15.39582,23664.20251,2034.52833,30180.844,32852.62714,21074.67557,,246904.47639,359.00777,693.37394,,,,,,,,,
