Date,01,07,08,09,10,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,38,39,41,42,43,45,46,47,49,50,52,53,56,58,59,61,62,63,64,65,66,68,69,70,71,72,73,74,77,78,79,80,81,82,85,86,95,93,05,37,11,55,90,03,91,02,84,96,51,06,75,60,88,94,87,97
2020-02-01 00:00:00,2369742.40282,4411.05806,47683.10846,2770.65395,2353911.60092,8758.19238,29920.70865,2840.91381,36107.73198,427639.99053,21240.86141,11975.89764,86863.91093,160625.84923,153288.43942,24174.41876,38089.95773,455044.09537,3437.83776,431987.82963,1848588.28062,1548.31246,441384.13366,5240.59515,10063.9185,116871.98631,1375394.13573,14520.70789,1628.11654,3397.87194,1129973.47295,65245.54042,131532.05302,308985.36885,5170334.66795,982690.68243,304276.57733,,403139.25949,,55834.53956,4449.37081,,16793.32954,889.11617,0.00041,354948.95423,17225.11561,10245.26361,1953264.47385,1861.14935,961307.586,4042.76497,1963.8675,3762.2351,5984.01824,769723.00861,,61860.66162,15.74357,57329.42255,584662.71836,11176.34676,4887.13071,646.73724,2606.05479,449.35218,228.27484,,,,,,,,,,,,,,,,
2020-03-01 00:00:00,2462527.9525,48102.31699,40752.31648,7667.23721,2281627.04587,8534.17331,28382.82626,3050.77979,32874.50342,413300.92729,20628.11404,2381.77474,89492.77597,130665.16972,170305.18465,28800.36143,40238.3249,416814.74217,5068.49012,441060.37829,1817470.65829,1498.15836,421268.17318,5230.29441,288.28251,144885.70362,1460431.17629,14014.90082,2010.79635,2464.18255,1127285.35119,65845.83631,152756.07845,287256.10604,4985784.49059,909432.46112,320694.79009,,425479.40588,,55062.60718,4194.62384,,16647.42791,1094.89185,,339231.25995,17257.37567,10245.26362,1976571.33658,1862.12532,947123.01699,5943.4487,4447.1838,4755.58747,7838.81873,741308.3437,,60506.06306,642.05173,60002.15465,580191.43208,6616.27397,4673.76336,716.953,4059.01233,1585.22218,228.6871,,,,,,,,,,,,,,,,
2020-04-01 00:00:00,2826847.60719,47735.5785,44508.94074,5019.12792,2370993.13207,19532.51986,26557.62093,5786.76365,44707.199,450292.5064,20544.19224,3886.24205,86634.76965,167705.08845,189286.86805,28748.37603,40643.07926,456279.37715,5525.76934,502159.38392,2013001.24405,31553.19963,431050.50945,5690.32622,209.88179,119765.76238,1616166.60362,13535.32616,2123.54518,4173.40365,1116805.87697,79415.02906,143634.75688,325313.61398,5101022.27731,1103606.95195,303732.25768,,379457.91858,,60496.38681,5498.15731,,16500.81217,1094.52247,0.05177,531250.80139,17299.74556,10254.10116,2166293.86347,1822.329,941568.9005,9954.44395,5454.46622,4677.92263,5950.4133,813690.71299,10032.39096,62999.42903,960.25148,68132.79739,580920.39211,9131.36576,6468.40909,717.83419,4745.01123,1615.76421,228.96194,,,,,,,,,,,,,,,,
2020-05-01 00:00:00,2908884.26521,,38823.28705,12710.85578,2357261.44468,19508.65269,29269.25373,5869.55078,43647.21154,427081.05099,19317.77845,2760.41613,84255.18698,151474.1244,169534.17535,39640.84707,43396.46122,427975.46169,2351.77612,482168.464,1905956.32065,40187.18523,400384.62986,7762.74731,457.6491,120138.11425,1521649.28366,13036.39977,2182.54915,4734.61444,1056747.79593,49482.07445,167956.61913,202890.69647,4314297.34158,1198928.47845,316025.54717,21324.93273,604302.00105,,59411.39833,6380.59088,,20853.37601,0.53209,0.05177,389895.72292,17311.70605,41362.89643,2409168.75439,1823.07117,1044666.394,10626.318,7877.8001,4685.48599,3727.99135,785267.56262,0.00029,61646.055,2122.26171,71175.95145,580511.23136,7514.79452,6445.88619,716.51239,4999.22657,617.0856,228.82452,,,,,,,,,,,,,,,,
2020-06-01 00:00:00,3000766.68313,,28598.18149,13658.10288,2371458.96859,30376.31109,33513.20747,6398.76871,41709.39735,426299.70289,18689.94597,2804.00989,75134.44602,151290.5395,168116.49908,34908.84117,49455.98966,430852.8665,2315.89569,483950.50857,1901344.64899,36101.58535,344905.40417,7677.119,457.92395,226420.436,1526857.17926,12551.34452,1396.54628,5678.94306,135756.28481,72367.76935,163702.61677,132853.15111,4089667.55367,2135789.78565,294086.09316,14425.26909,512129.42718,,59728.44941,6340.72676,40.04274,18711.37122,286.17011,0.05177,254075.44001,17370.14977,10248.83816,1222025.7991,1766.00548,410166.41907,10647.07644,8685.86227,4659.21042,1362.78187,905580.47696,9024.44307,61749.19701,1468.36245,73579.23113,581731.51661,4014.79452,6442.94049,717.83419,5507.71261,,228.96194,,,,,,,,,,,,,,,,
2020-07-01 00:00:00,3212135.719,,41407.31633,10931.3124,2249795.43998,35136.43101,32158.57101,6939.76307,34604.07707,421960.23875,18488.23495,4018.80197,73046.87743,156713.2758,191830.92105,43308.94899,45778.22465,431774.89798,2693.13613,484380.7358,1907999.60623,35109.06122,306328.82515,7981.97904,960.45292,215483.78121,1533065.68864,11980.37485,517.82929,4305.41075,118768.70928,67549.64265,161521.37751,123511.82003,4516722.09837,1883327.38973,277555.58858,18735.02678,467312.90863,7156.16226,59780.62193,5331.09123,588.89067,17220.63471,1896.04151,21.88666,479632.43988,17382.72095,96281.77828,1246454.29298,1763.33661,435871.87948,4137.38931,6394.49528,4574.83326,3829.55183,745889.10001,13028.50287,61739.25898,2239.26945,68931.09441,584265.09472,6519.23288,6271.48938,716.80612,5856.32,,,,,,,,,,,,,,,,,,
2020-08-01 00:00:00,3368220.13055,96317.42766,44952.68,5512.45811,2145064.81599,33933.5767,33716.09422,10220.30334,32640.11721,442620.37828,17210.86114,22813.40302,88505.99234,254302.93515,187205.57626,43495.67136,51935.22189,434916.94768,613.7235,467096.38758,2001545.6496,22746.89795,313672.28813,7922.72362,751.14795,222785.20097,1669237.16273,11491.15921,615.56187,8312.7172,110656.94817,61840.3026,156964.00284,149421.38547,4639284.19463,1873460.54805,319999.48747,24812.19093,458264.10978,45417.8507,61800.14998,13802.50484,680.99555,18146.49531,1745.40935,,358273.4249,17412.18299,10240.28074,1269636.40506,1724.88095,498554.50858,3472.95247,7764.20745,4587.52385,3822.41768,748807.63437,18018.19565,63952.89888,1640.00725,72637.33584,589473.5626,,6105.20948,680.62774,6254.34521,,,,,,,,,,,,,,,,,,
2020-09-01 00:00:00,3480354.52287,131070.45286,45740.89715,2626.98046,2326321.80993,33720.66221,33033.31316,9103.21796,31375.20216,441201.55743,17141.31758,18539.58702,88938.89625,318857.203,191258.27984,44780.20111,67382.58719,369196.62282,769.37116,469637.01598,1966014.64441,31181.20092,366792.06308,7680.38711,2876.536,223561.22038,1671187.99212,10993.12836,430.25905,9050.19762,115650.95992,70544.49466,141699.05369,154294.03366,4752286.95898,1862685.62215,328515.14997,18013.52549,399905.03644,101503.476,61842.21873,15068.87225,400.85376,17999.05351,1831.64406,,417721.5294,17464.58699,58472.90964,1251449.516,1707.51341,502834.94419,2861.59702,9243.13972,4558.07209,3803.90944,757754.08892,17987.51582,63616.32315,1565.35374,69444.50641,587918.76884,,5886.71058,645.40886,,,,,,,,,,,,,,,,,,,
2020-10-01 00:00:00,3718803.95286,130624.81904,52275.26922,682.32676,2471776.70223,33652.2221,35112.04131,7372.10989,43075.08782,441202.8013,23844.99412,35593.63161,105915.58548,310292.19324,209119.81559,47896.15464,66720.96301,387130.69862,349.92409,476519.58072,2024986.74316,18110.77711,465801.84826,2956.52998,2124.43975,202127.9652,1730452.85687,10487.17076,530.44056,11285.72269,99477.09724,71619.77996,147704.57409,189984.56131,5518210.43393,1859342.27055,324417.25882,24186.80979,531802.07751,195138.99505,20268.02428,15115.31693,,17849.34523,1873.52227,,351735.06213,7358.24919,9843.35362,1366571.90145,1648.74485,515245.45563,2271.04534,8553.45327,4530.21366,3783.6001,645597.42051,18034.5656,63561.71325,1389.53456,64966.42177,587740.07393,400.19726,49699.49853,609.2476,,,,,,,,,,,,,,,,,,,
