Date,00,01,02,03,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,41,42,43,45,46,47,49,50,51,52,53,55,56,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,77,78,79,80,81,82,84,85,86,87,88,90,91,92,93,94,95,96,97,99
2020-02-01,37667579.45561,6211284.97614,57444.46584,10042.93655,744.31121,1484.49567,552.19266,10626.52258,404.66208,747790.31956,28480.1694,152.24057,17962.40384,51474.10555,6141.0943,83956.26837,46234.49466,19186.1437,2220.39582,43668.14072,7713.61737,118161.88711,78264.32878,224756.57499,99951.96854,22857.3284,61844.34103,66050.66623,983.56042,240448.12109,62351.57454,9684.80593,52084.08659,143232.38465,17780.74446,1798.43108,221671.38571,331.79889,7990008.5711,51913.82462,4337163.07275,286346.28183,43155189.45005,99185295.4238,923495.88909,1930.21058,1135.83165,5433860.04363,52188.23523,33105.6393,113861.01888,10834.86699,15153.93589,3655.99003,21006.44523,39811.8707,25612.89097,627420.09842,0.00247,1629.98168,12030284.24955,33340.23182,1023310.09225,372761.35808,7395.1153,44890.22771,10372.59079,4090.95409,4803867.97716,4110.05466,44518.80548,17572.07381,521685.1794,29659.68228,163.67682,19298.10468,27951.64494,116.90756,2126.70577,4616.19204,382.65532,0.31169,18090.36133,4021.04013,16217.46367,219939.67259,,
2020-03-01,37267889.36453,6329085.05457,57705.3843,9923.73446,747.022,1790.57926,552.19266,10984.57417,368.68749,686379.56601,27837.08969,,17738.82841,66447.00941,6174.54085,86418.45908,49274.11692,18569.04766,2301.98136,42564.73322,8951.77777,125014.76828,71245.09598,221971.59256,107820.37332,28080.309,62781.06007,85377.64837,1443.52756,247693.13786,75145.34017,9632.356,50243.49806,140935.3343,17668.47994,1546.75047,219452.60337,405.31464,7976204.08175,50349.97256,4351143.4355,282816.1623,43055519.19802,99219330.90095,744155.16453,1674.55124,1126.70069,5468118.03848,49314.39927,33767.2844,123564.03101,12283.06247,15272.92813,3326.61976,22719.65021,40425.68603,26008.1975,626823.67742,0.00247,1445.56886,12062368.35686,33704.58339,1011031.68645,374122.39022,7710.93033,43698.91862,10825.98236,3606.19524,5033461.7947,4168.23146,42412.23978,20599.65103,511162.26172,33066.09219,177.56111,18771.80267,28334.94262,113.16662,2101.04108,4527.74487,656.61509,0.31169,18981.40844,4027.24298,17418.76359,216525.07815,,
2020-04-01,42818083.74942,6659978.28653,56490.1287,10568.84081,749.70895,1507.03501,552.19266,15116.25574,338.6566,707332.66436,25818.91549,222.09867,16560.98271,63019.62327,5483.73763,83829.64268,48719.67336,19152.40475,2569.68415,38701.03816,7940.54783,120794.39292,70988.21039,251203.12496,121473.12785,81289.79199,70031.3786,89751.13942,1456.45616,295771.47723,73767.79259,9334.3767,52744.12516,168658.37594,14817.2529,1834.58403,246878.0921,332.08701,8132789.53116,49426.1145,4355276.0035,307601.33117,43195021.80479,99141071.71336,772730.61146,1159.47797,1129.77366,5536508.30322,46189.87497,34439.55643,129642.52622,11896.47812,14218.41293,2834.75086,23970.86128,38653.95987,23401.23303,632185.84288,0.00247,1480.20183,12121124.61838,32525.77401,1136730.93217,373838.10172,5721.85468,46604.87784,11723.47387,3824.47298,5034848.19695,4132.42121,67282.62799,21210.79782,506275.78316,32620.4427,190.21716,22014.83769,30739.0742,109.58539,2024.90591,4221.19259,892.04712,0.31169,20355.24673,4035.78721,17878.38003,214417.8527,,
2020-05-01,41319007.47899,6753589.93395,51850.3688,10350.12823,750.49527,1645.1919,552.19266,13632.01998,316.50461,693312.43595,19057.13607,,17881.19648,61236.95129,5768.7177,75022.03489,47324.45335,24869.63807,2516.13403,38838.21308,6286.24318,103127.0078,68301.62718,239218.62505,113401.99944,94390.38759,63802.41968,84973.91171,1372.27763,286837.29616,70347.3343,9337.71885,44441.93904,138390.8738,13137.74982,1827.31299,234161.6796,256.10758,8067733.7513,56554.83765,4348180.96456,258489.17636,42886949.5386,99165363.61983,717915.68236,707.26317,1128.64428,5519182.03777,48706.96674,34375.4228,125650.74208,12279.38586,13361.01754,2500.81536,21010.31516,33216.65409,21686.51935,630440.8701,0.00247,1427.72443,12140091.98182,29853.45887,1095568.60498,370935.67891,5757.74197,43783.76287,11509.70727,3577.44262,5025714.21859,3687.66256,60652.41158,18149.42776,546886.74482,30881.21236,50.54876,23064.55487,31009.6241,109.78581,2010.26391,3900.18692,882.86481,0.31169,20132.14185,3949.71683,16087.01976,197660.84728,,
2020-06-01,41439571.83194,6867968.69001,48420.17309,10192.07954,751.3078,1396.88109,552.19266,13727.91141,298.5949,699227.60101,16156.4328,143.19066,16764.64016,61484.257,4500.92914,73507.92298,44957.02895,23263.41167,2508.65647,38389.5478,7031.7857,92978.08893,67175.28253,236059.9951,106985.69891,90814.01915,62305.84455,74134.86792,1291.00252,280661.50525,64164.43523,9305.71685,43827.80605,141644.69915,11315.97587,1886.91525,236058.11395,265.97567,8054041.02426,44070.30349,4333666.25508,257936.87599,42880479.87152,99024851.38073,684075.45811,671.73925,1128.6439,5544519.48701,47267.62168,34108.2828,117387.79519,10958.47429,12632.77503,1924.03143,20535.82244,31014.7952,20815.05997,630483.45243,0.00247,1404.6406,12171773.06078,28893.51757,1092814.96885,369950.3618,5778.12813,43157.41622,10810.4103,3861.76745,5022047.82217,3560.78513,56865.43017,16926.05346,633673.25785,29437.54308,48.75629,21951.76175,28447.13393,110.81992,1930.561,3820.42687,886.11075,0.31169,19949.39893,3859.57278,14396.22652,183479.67843,,
2020-07-01,41350525.41141,7079426.58886,43640.75099,10162.74086,752.09411,1508.38873,552.19266,13219.10936,737.89507,686310.27827,14372.06692,,13354.99935,58370.51148,4912.09388,66697.37779,40638.54408,25258.25477,2507.8537,33967.27649,6553.11978,83544.37036,73727.07441,239593.50593,103277.91262,65468.61442,56354.45253,79412.42949,1432.34442,249828.98742,53463.0649,8627.62121,48052.87157,152315.59239,14598.35846,1094.42642,234497.87363,266.05316,8036021.04792,44257.21118,4339437.22466,246523.08305,42949917.69525,98921572.76126,646711.70279,658.11228,148.30378,5562938.12972,42410.77837,32962.16216,105792.4395,9160.36352,12143.52303,1532.59502,19865.06318,29006.48187,19738.90186,630307.41295,0.00247,1370.14629,12208926.40795,26825.07911,1084878.31299,370580.73979,4170.60051,41020.4943,10233.01037,3285.29578,5016314.71879,3453.36715,52858.32238,16492.54498,619296.54197,28399.38281,48.75629,21968.20452,24172.95991,112.06045,1709.91406,3541.60688,765.63155,0.31169,18844.69179,3860.99381,13136.37605,168855.76289,,
2020-08-01,43208508.71765,6789930.98733,38388.07383,9467.35965,752.90664,666.64364,552.19266,12681.03065,721.07608,697884.16972,11923.79391,,14601.79044,53496.03606,4824.42786,69904.67051,37569.56729,26175.30213,2442.36033,28364.92243,5179.34228,98192.60487,74567.7222,258695.31221,98549.53527,64847.16944,56322.38682,77670.46359,1825.93786,253848.24355,43396.41549,7507.83794,46898.50379,167717.62236,8191.13996,671.24126,242145.42437,255.95573,8067936.23394,35918.43188,4341718.10723,213683.59353,42954288.15989,98540236.14267,836940.82197,644.16222,148.30378,5600103.71702,38332.3857,30968.78584,100626.26304,8496.70096,11539.0272,1351.09773,19948.14542,28822.21428,19222.5272,632266.42597,0.00247,1355.55717,12352190.06551,24285.98367,1121518.61583,371827.93846,4608.76571,35101.46782,10070.94344,3413.7803,5080481.26387,3100.92591,47962.81883,17833.80561,583049.08599,29208.51724,10355.8741,21911.99101,27764.22712,111.55041,1658.72486,3330.66197,1255.56918,0.31169,17396.3214,3862.22004,12144.77858,161258.77963,,
2020-09-01,43109679.74676,6724907.61525,41093.02638,9220.59854,753.71917,251.61391,552.19266,12186.78236,291.66641,721791.77275,14785.46071,,15884.31183,53735.87248,4104.96097,71730.21929,42282.88506,22483.17149,2798.00785,32377.86434,5621.4745,105668.02549,79259.47215,260852.53884,100716.65009,7464.21971,62443.66133,75066.18516,1798.36404,243894.07828,58250.17007,7776.18929,47473.36822,176818.05044,13208.89613,1490.99574,241040.23332,255.95573,8066876.32492,45742.69748,4344938.42876,254630.49443,43019582.02513,99033744.62455,650093.243,567.55785,148.30529,5631847.37146,34848.15591,27237.55822,106673.63075,9887.48655,11817.92182,1013.53892,22456.30362,31032.85699,21686.19678,649542.4448,0.00247,1388.00332,12276737.94211,25806.5763,1114236.80109,378654.74862,7523.44053,39309.51761,10252.67072,3287.25992,5016631.27555,3179.40089,43519.16792,22150.54944,587737.26083,28981.99568,925.15167,16199.84657,33330.54769,108.8207,1673.88839,3220.85033,1100.38837,0.31169,18646.15467,3863.68344,14835.02374,166464.12169,15.16689,
2020-10-01,44553093.286,6563618.7246,39035.75852,8440.68107,754.50549,206.94849,552.19266,10939.35271,2754.95685,697931.08769,11795.04401,,14187.44835,58317.77177,4403.61778,74069.60745,41135.39575,24348.36268,3240.17028,29187.184,9205.39715,122861.13574,71098.83567,263899.70728,100131.86668,7950.91612,55835.07808,175316.22167,1920.45099,239905.9979,62571.91212,8729.21864,48964.43973,193482.9065,13483.8518,1535.71453,244531.09159,255.95573,7718833.17703,37197.88315,4357327.67881,288149.3691,41016102.18147,98659516.51805,863144.07486,694.76699,148.30378,5672779.59964,31190.71487,24986.9103,114432.81802,9473.36094,11873.43621,2199.32853,25828.35449,32554.82811,20110.63793,650752.094,0.00247,1212.84848,12407092.06188,26956.66506,1145396.13605,376966.92644,8428.26799,37235.60009,9878.2824,4890.87675,5080863.20355,2881.85171,41329.44593,22380.56004,580731.55411,30610.09365,9744.89777,18225.11839,38406.56992,109.22186,1898.47946,2895.17542,1010.43061,0.31169,19115.8863,3865.78195,16469.6955,175464.56471,14.79161,
