Date,00,10,22,27,28,41,43,46,52,64,68,53,56,23,33,35,45,77,25,42
2020-02-01,11213.82,7004.04331,39791.58209,,10695.22077,24459.93408,10170.32983,234563.96924,80173.12513,26375.00672,28844.41432,,,,,,,,,
2020-03-01,11052.45,6836.88666,39740.34716,,10864.84894,24431.35025,10159.28259,234359.06719,81301.08007,28667.89515,28417.4238,,,,,,,,,
2020-04-01,12627.675,7815.67466,39791.90621,,11035.95472,28974.53845,9969.5087,236478.96736,83232.4213,32729.06855,32481.14163,,,,,,,,,
2020-05-01,12137.13,7509.92714,39766.50857,,11213.57767,10127.58245,34795.86733,228291.80908,82052.05397,37960.61603,31415.10645,,,,,,,,,
2020-06-01,12107.655,7493.83288,39792.5158,,11397.12136,10168.15398,34986.15918,220615.00215,85094.03458,37103.91808,31540.62397,,,,,,,,,
2020-07-01,12011.49,7432.17937,39767.11996,,11574.74431,10162.68575,34764.44371,220639.39757,86076.79514,39795.88152,31483.84014,6.91086,1.08604,,,,,,,
2020-08-01,12461.085,7712.57535,39793.13963,4568.50904,11758.288,10169.19234,34176.48367,224911.40511,86757.34198,39955.6518,32731.07479,,,,,,,,,
2020-09-01,12364.155,7652.57201,39793.59461,5076.03583,11941.83169,10169.23514,33769.80903,229639.85033,88652.96812,38501.55898,32347.57572,,,,,,,,,
2020-10-01,12734.505,8021.87871,39768.22,5077.84874,12119.45464,10163.76822,33744.91221,230227.82802,88906.05598,33889.46847,33174.93687,,,,,,,,,
2020-11-01,12797.235,8188.57273,39794.26204,5080.46091,12302.99833,10169.27622,33759.40886,244687.2807,89550.95306,31048.11279,33205.73529,,,,,,,,,
2020-12-01,12810.645,8473.66263,39768.90057,10153.11184,12480.62128,15171.13989,33741.31499,189394.01895,90014.30947,38740.65181,33162.27362,,,,,,,,,
2021-02-01,12686.805,8395.47431,39796.709,10161.41084,12848.21156,19307.32645,33761.10309,187428.10093,86154.08198,37677.02492,32643.88482,,,5076.40647,,,,,,
2021-03-01,12568.545,8444.87158,35415.42041,10145.71581,13014.44717,25343.88524,25383.49266,185500.49431,96902.64992,36825.67999,32318.9457,,,5068.97389,,,,,,
2021-04-01,12548.34,8438.86294,35714.7607,10161.3693,13198.49376,25398.88923,33610.67291,213166.81973,58164.98909,28690.25154,32286.99343,,,5076.38776,3022.11157,,,,,
2021-05-01,12487.5,8395.54383,35368.22358,10156.15979,13376.60335,25385.91151,33440.27771,223544.41721,57990.9342,21114.7972,32123.41554,,,5073.92017,3290.38655,,,,,
2021-06-01,12375.18,8322.40481,35385.20719,10161.40284,13560.64994,25398.98972,33456.14,219421.76468,57863.32054,30281.86629,31840.85853,,,8565.86769,3846.12865,,,,,
2021-07-01,12229.335,8221.96889,34017.1374,10156.19386,13738.75953,25386.11358,33438.17122,218868.72761,58069.81195,14100.76523,31458.71065,,,8609.07323,3849.39785,,,,,
