Date,01,03,07,08,10,13,15,22,24,25,27,28,29,35,41,42,43,45,46,47,49,52,56,62,63,64,65,66,68,71,73,77,78,80,81,86,17,20,23,33,70,16,02,14,38,59,74,69,84,55,31,79,82,95,19,51,26,61,94,96,30,93
2020-02-01 00:00:00,3330.82251,,,35339.54708,65425.00085,,348.65,26.07321,3049.8361,473.42508,49783.83206,36135.597,,58772.06548,13087.52726,,184.8456,21185.58128,182900.2171,4904.22951,259.66906,151.80246,,2212.53372,403.89181,45720.01015,,4567.91267,37898.09369,418.22948,3173.06032,993.45037,,450.36192,3740.89258,,81.50586,178.65687,7070.353,25000.0,644.62897,,149.1087,251.24563,10147.61342,0.12549,253.00824,,,,,,,,,,,,,,,
2020-03-01 00:00:00,3411.5339,,,35339.54708,54054.69342,,320.67,886.19206,3044.59602,28132.15722,49219.04747,35949.56682,,68071.33442,16465.50727,1000.0,236.122,22159.32384,184332.42213,5110.10981,284.54493,121.65454,,6.00637,7.76138,44841.26312,,4574.79965,47047.02936,427.73331,3721.94644,903.9814,,423.4729,3243.65024,,59.92527,98.25027,7174.99295,,645.59931,,152.12129,253.0156,9837.78096,0.07404,253.34871,0.00874,,,,,,,,,,,,,,
2020-04-01 00:00:00,12313.2645,,,35339.54708,9690.96508,,270.0,179.35429,,31579.20274,50045.14838,35782.1074,,74649.399,18149.03079,1000.0,2.94921,22747.3602,238956.26099,5123.3407,1080.15154,2909.10479,,750.96086,756.56788,80500.37393,1876.69945,4657.12649,65280.40482,437.89259,3654.35711,854.535,,64.21774,2958.75267,,81.3032,189.26687,3649.37874,,646.65918,,,,,,,,,0.0098,,,,,,,,,,,,
2020-05-01 00:00:00,13680.98689,,,34339.54708,13511.70676,,204.5,218.90143,,24446.27136,49566.17204,35261.88998,,71337.39637,18802.48186,57956.55878,238.4516,21392.11042,248196.42874,9825.77697,1059.58274,2765.13662,,653.56657,15.04084,24941.58531,1878.22644,4589.67399,49765.988,447.72415,3720.72065,821.0612,,353.72629,3252.22494,,98.46901,184.6021,3632.96164,,647.70172,,,,,,,,,540.57468,,,,,,,,,,,,
2020-06-01 00:00:00,11470.87108,,24881.4344,32839.54708,13414.17329,,120.2,1.308,2835.70438,36896.76042,49041.54314,35385.70792,5637.11001,45291.52069,20292.54416,56641.87556,243.57654,7898.96858,308933.56923,90.12034,1024.20482,39.26581,,602.45811,8.52109,36441.31534,1879.83136,9565.0112,10642.30217,457.88342,9489.55714,786.59293,298.60025,199.25458,3709.32713,,60.5861,3.5825,3692.56659,,648.66856,,,,,,,,,656.75628,,,,,,,,,,,,
2020-07-01 00:00:00,12154.98543,,24923.2334,32239.54708,14222.91424,,,23.64153,3045.62399,42748.21192,49411.32739,35411.45844,6102.70705,46021.10461,18832.24785,66020.53716,273.18249,26335.30216,334610.18843,84.89562,1038.77589,37.98476,,584.92799,,102799.11657,1881.41026,62051.01908,10567.83596,467.71498,15469.36486,752.09515,290.4376,125.87885,3156.49739,,131.31972,0.67866,1315.34611,,5576.21163,,,,,,,,,746.52069,,,,,,,,,,,,
2020-08-01 00:00:00,12986.16318,,24967.30274,32239.54708,16849.55998,,,101.90146,2963.93028,23931.33025,50313.40154,35387.28821,6544.20907,64052.59726,53110.55951,60850.44746,301.92451,7895.20568,344041.26263,150.94248,893.72942,39.27198,,567.41514,,37394.51948,1883.06973,27249.13017,12188.17657,477.87426,13701.80072,717.20164,124.90284,433.42212,2014.84926,,48.58484,0.18659,308.189,983.93729,4947.29036,,,,,,,,,,,,,,,,,,,,,
2020-09-01 00:00:00,10212.89331,,25000.0,32239.54708,16529.50304,,,0.18179,3047.39646,6498.70797,49643.88214,34935.32149,4201.22926,105465.01936,25648.54774,119375.5685,391.15912,7268.67546,327199.42529,15096.58648,824.99602,38.51587,0.26945,549.88984,311.18119,45538.97427,1884.75767,27317.49491,424054.82879,484.10091,14894.5476,2251.83613,252.84536,148.08638,1793.0397,,1.89157,,124.91727,4.39903,5027.11023,1.51679,,,,,,,,,,,,,,,,,,,,
2020-10-01 00:00:00,11928.608,0.01,25000.0,30239.54708,61379.65238,,247.00915,,3042.61518,9234.48644,46737.06847,34635.53096,4864.234,170877.07588,25977.06152,94461.96023,203.69519,8696.73998,337701.71453,15445.47537,793.58827,0.00768,0.2307,532.33327,350.31518,153013.5082,1886.41821,87026.25233,389707.43445,484.10091,13314.49201,14309.69042,1.39523,638.50201,1950.22576,30.50894,1.42137,,42.73862,,4992.18886,118.85214,,,,,,,,,,,,,,,,,,,,
