2020-11-01,8812.00635,2037.90329,4799.44271,315.32552,1065.59242,1063.29038,1879.91111,590.62274,46067.37712,49655.68791,3565.29851,25704.43095,3023.161,38871.23476,15207.33118,247.74484,51844.38677,,,,,,,,,,,,,,
2020-12-01,8813.85416,2036.64711,4848.88542,354.91345,1047.64112,1002.8725,20358.88712,944.64107,41485.11404,50294.38608,4058.23526,14316.88704,51.93505,39005.51254,15202.44718,248.0478,52167.27718,,,,,,,,,,,,,,
2021-02-01,8834.71412,2036.72926,,,872.91995,11251.66246,26164.14369,2.80108,55820.42236,84701.20351,3615.5715,14157.03739,3016.62314,37916.31823,15215.60304,,51414.23383,,,,,2012.90874,-17.29672,,,,,,,,
2021-03-01,8825.21971,2032.95277,,333.97483,809.08237,15417.39567,17921.36802,,66376.89947,88640.08871,4917.69199,14019.29388,38.47965,48417.97535,15195.7381,,51391.8664,,,,,2011.50545,666.31179,,,,,,,,
2021-04-01,7747.65628,2036.72926,,,797.28023,22298.93165,34229.91021,,76004.93268,74246.3106,4865.80178,14002.61034,19.74566,69778.34063,15220.50602,249.65816,50555.78291,,,,,2016.18657,110.70326,,,,,,,,
2021-05-01,7866.56075,2035.47043,,290.29052,809.0407,30628.7553,24721.61605,,70823.94163,92079.18063,3966.63734,,2991.10243,74408.20882,15215.60182,251.91965,51522.18845,,,,,2016.86691,500.94686,,,,,,,,
2021-06-01,8064.92255,2036.72925,,308.00776,819.39155,45797.64059,8471.10234,701.38083,67237.93582,92220.88508,4720.69276,,14.93978,74602.63266,15225.57534,252.27015,51207.55672,,,,,2019.57543,257.05211,,,,,,,,
2021-07-01,7996.33824,2014.07034,,404.28364,183.71403,51337.81402,16634.17076,,66244.75024,105230.24733,4721.80219,,2955.52333,62265.31801,15220.67123,252.19182,50626.66088,,,,,1969.71718,1.75069,,,,,,,,
2021-08-01,8172.49271,1535.46898,,154.55133,,58566.42115,16538.53839,,47927.90488,111738.87608,4310.59635,,3025.90831,40724.84764,,253.27557,50562.53476,,,,,1921.60818,303.60004,,,,,,,,
2021-09-01,8186.09816,1026.96213,,500.02535,,65481.28688,13722.51056,,58375.08058,104096.88788,4217.94153,,2501.21119,41255.50086,,253.27134,49872.42521,,,,,1872.59065,1.57811,,,,,,,,
2021-10-01,8033.39846,,,,,65818.01492,11397.13753,,56365.84089,94196.04067,4845.66836,,3025.41723,41423.35987,,252.87676,48515.26356,,,,,1822.58054,402.78631,,,,,,,,
2021-11-01,8044.55553,,,437.36219,,65691.91968,16064.3333,,52581.27469,84985.09685,3970.60691,,3039.88198,28284.82984,,254.24663,48416.35118,,,,,458.96579,254.85752,,,,,,,,
2021-12-01,8046.78094,,,121.33023,,67631.13057,10082.98375,,54058.55011,102624.21273,4720.3342,,26.01992,40369.59915,,254.10966,49886.28569,,,,,355.47902,151.43509,4834.41912,,,,,,,
2022-01-01,8057.94489,,,499.53824,,67928.04722,4078.04717,4.10172,36546.22921,97210.96321,2439.93197,,3013.39474,41117.54591,,253.15073,47827.82154,,,,,1996.66057,,,,,,,,,
2022-02-01,8064.744,,,396.96658,,68824.02424,12410.51614,0.60008,55736.3738,95026.6132,2022.8034,,3019.58065,41213.75076,,254.24664,50592.31252,,,,,2013.15827,,,,,,,,,
2022-03-01,8057.81662,,,0.50869,,69917.49197,12328.18904,495.93293,57849.56368,121162.77131,2741.00225,,41.68956,41220.77278,,253.83568,52296.90979,,,,,2011.73771,,,120.36618,,,,,,
2022-06-01,8084.90299,,,,,71012.07372,4050.53252,506.29672,17413.78489,139084.80434,1069.21832,,,41878.48383,,254.24664,30058.11369,,,6.5589,,2019.75123,,,,,,,,,
2022-07-01,11060.80917,,,321.5552,,71907.24289,4051.72515,486.44133,18092.65505,138987.16397,3144.9231,,,42170.27638,,254.10966,29883.06846,,,,,1969.89536,,,,,,,,,
2022-08-01,11421.99831,,,451.08515,,94738.39158,3548.58826,474.92459,14529.87609,142422.30659,984.92715,,,41972.3129,,254.20574,36761.89713,,,,,1922.2644,,,,,,,,,
2022-09-01,11428.98747,,,507.54593,,95085.54836,3352.06475,474.29543,12073.65848,139161.43303,1003.31605,,,41211.00311,,253.44208,36903.87976,,,,,1872.85823,,,,,,,,,
2022-10-01,11428.03495,,,507.85319,,95453.6515,4353.63686,474.75685,12117.38406,152779.05707,1042.17288,,,40744.64588,,252.63027,36524.0092,,,,,1822.82981,,,,,,,,,
2022-11-01,11440.13644,,,,,95970.85204,4354.45364,474.98757,13189.93168,163161.1502,1791.96198,,,28580.34012,,252.76392,35475.98216,,,,,1774.75497,,,,,,,,,
2022-12-01,11439.18396,,,,,94292.74587,4512.13779,474.75685,20784.9043,164785.07892,2.87478,,,25699.89462,,252.62774,33497.12525,,,,,1724.72667,,,,,,,,,
2023-01-01,10443.16094,,,,,94944.49375,5253.6295,464.67281,54537.75552,184607.04257,,,,38464.14676,,252.76392,30034.33209,,,,,,39893.85401,,,,13139.92055,,,,
2023-02-01,10429.94211,,,,,95183.19172,5272.56368,486.7223,72735.7996,167699.89939,,,,41311.40255,,252.76392,28813.18095,,,,,,40474.62823,,,,13310.42827,,,,
2023-03-01,9312.00498,,,,,90685.23747,5215.65777,436.70513,71361.3061,208865.36069,,,,41245.07133,,252.35536,28260.49785,,,,,,40412.54552,,,,13289.99626,,,,
2023-04-01,8085.03987,,,,,81023.7416,5179.7947,483.31743,147602.99347,167210.69546,,,,41177.28519,,,25490.04954,,,,,,40474.89779,,,2011.9743,13310.48205,,,,
2023-05-01,7874.86576,,,,,81048.06566,5129.44076,368.71438,152507.81682,167606.19714,1450.95757,,,41334.89838,,,26107.57163,,,,,,40454.29795,,,2212.06852,13303.69021,0.00723,,,
2023-06-01,7691.50957,,,,,80907.07664,5086.35031,467.9542,153618.70853,166226.79216,1460.97957,,,40956.23115,,,23658.28298,,,,,,40475.17647,,,714.69207,13310.53765,714.07719,,,
2023-07-01,7717.54794,,,,,80479.63294,5256.15791,446.9514,146118.58446,141661.41324,1461.81918,,,41093.28992,,,16113.62089,,,,,,40454.57665,,,1204.28883,13303.74581,1135.58062,,,
2023-08-01,7723.13288,,,,,73586.29867,5688.19842,392.8533,146106.23444,133170.1607,1463.42893,,,41132.33695,,,11066.85461,,,,,,40475.45514,,,2066.45542,13310.59324,3872.40654,25963.706,,
2023-09-01,7723.13287,,,,,71838.7383,5424.02793,487.22812,145627.2254,137950.43828,1464.67044,,,41036.18373,,,8918.92452,229.65183,,,,,41982.09692,,,2197.78964,13310.6215,6092.84062,25963.706,,
2023-10-01,7717.54795,,,,,81461.20791,6158.11672,9.86516,135764.27771,142375.31653,1465.50603,,,37646.25101,,,,109.64017,,,,,41983.06072,,4054.52554,2198.53695,13303.82967,8090.05105,25963.706,,
2023-11-01,7723.13288,,,,,82908.23035,5565.77478,395.23462,136484.5996,151323.82008,1470.41112,,,38594.10519,,,,0.40491,,,,,42024.80677,,4481.40475,,13310.67711,10790.77702,25819.789,,
2023-12-01,7717.54794,,,,,81782.11351,5474.85672,777.66184,152713.7665,168136.33098,1476.97673,,,57619.0765,,,,,,,,,42011.18192,,6586.97732,,,10092.02894,25826.392,7008.61057,
2024-01-01,7723.13288,,,,,81850.58549,6448.55713,7.40546,155206.51435,119668.29616,1563.20753,,,62285.84975,,,,0.19352,,,,,42044.95111,,,,13310.7327,13035.14708,26967.504,9079.74043,
2024-02-01,6919.11884,,,,,81281.48334,3708.47084,3.68216,178080.18707,118021.10797,1564.96561,,,70316.4315,,,,75.43551,,,,,42310.42697,,5449.03596,,13310.18343,12085.12787,9089.904,9091.65161,
2024-03-01,4983.19267,,,,,80476.7781,232.40845,3.68216,198610.90059,115166.4833,1596.21842,,,69009.93677,,,,2.77438,,,,,42668.1956,,17.29186,,13296.60876,11270.35266,9169.848,7011.46835,
2024-04-01,,,,,,1442.19407,21092.69265,3.66828,191287.31197,109026.90923,8823.79793,,,70422.10835,,,,110.72602,,,,,43071.40692,,9237.56872,,13310.23811,11170.45493,9413.136,65585.46457,50831.19189
2024-05-01,5250.77724,,,,,1443.14863,21167.05633,317.39899,197910.94676,150957.53791,7261.3525,,,70352.66896,,,,2.73494,,,,,44487.59785,,32.12578,,,11280.25883,9520.512,66079.91691,
2024-06-01,6229.63664,,,,,1444.78267,20994.83055,315.95253,197727.69425,150063.12478,6444.81834,,,70608.33988,,,,281.02951,,,,,45070.85542,,0.76627,,,11252.29193,9720.024,67661.77034,
