Date,01,02,10,13,16,20,22,24,25,27,28,35,41,42,43,45,46,47,49,52,55,56,63,64,68,69,77,79,80,81,85,90,23,62,71,88,06,11,26,58,82,86,70,78,74,95,73,66,33,96
2020-02-01,4381.4343,0.0303,14062.20215,187.66347,27341.48669,0.02996,483.64522,1.0,3926.90223,5107.63889,0.84644,84198.64121,0.74143,20611.841,0.31743,0.17576,107218.51899,2981.44305,20971.84736,559.69227,0.5,295.76844,0.15,29062.05357,1.54312,0.10757,6218.27103,0.1,42.95188,0.21246,,0.64784,,,,0.05,2854.59332,280.97611,172.14705,0.06679,0.02002,205.16634,,,,,,,,
2020-03-01,2820.51045,0.0303,11685.49767,191.23854,27108.05431,0.02996,492.34357,0.5,4596.6229,5100.69444,680.94432,85605.48228,,20611.841,0.31743,0.17576,104008.99813,3040.10989,896.61339,583.12546,0.5,220.02517,0.5778,28859.59812,1.10306,0.11039,8476.81438,0.1,28.9558,0.21246,,0.64784,,,,,2854.59332,204.33671,138.9702,,,204.66567,0.87551,,,,,,,
2020-04-01,3825.88886,0.0303,33334.14658,142.08426,1038.74285,0.02996,501.58352,0.5,77.15963,5107.63889,14.49984,41199.55341,,20611.941,0.31743,0.17576,110119.78451,2632.81006,813.01448,593.07474,0.5,350.05486,0.15,29010.14199,1.12832,9415.30396,10904.50537,0.1,14.69029,0.21246,,0.64784,,0.80074,0.49177,,2854.59332,,105.29829,0.00997,0.5,205.16234,,,,,,,,
2020-05-01,3730.71094,0.0303,41819.13586,98.29976,1059.16946,0.02996,510.61272,,4384.62771,5100.29189,788.20705,7932.25189,0.09515,20611.941,0.31743,0.17576,85549.22493,2587.36029,770.83288,602.41598,0.5,345.67686,0.15,29227.57646,502.35584,9418.33136,19466.51998,0.1,0.16,0.21246,,0.64784,,,,,2854.59332,,105.20596,,0.49028,204.83334,,,,,,,,
2020-06-01,3446.08391,0.0303,40729.97614,92.56563,1065.86229,0.02996,519.91125,,3691.04244,5097.71052,615.31589,62271.35513,,20611.941,0.81743,0.17576,98158.46384,2580.70271,715.21317,628.01531,1.0,349.10519,0.15,29064.31795,512.62571,9521.21317,18736.19938,0.1,0.16,0.21246,,1.14784,,,,,2854.59332,,102.24746,,0.49028,204.99878,,0.5,,,,,,
2020-07-01,2892.34216,0.5303,52214.99976,95.59812,1087.4158,0.02996,529.99242,0.5,22.42346,5000.0,1491.70854,60050.90637,0.53926,20611.941,0.81743,0.17576,102619.3404,2208.09978,337.50669,651.7065,1.0,2156.92205,0.15,28951.57632,443.63627,9523.09806,18145.48261,0.1,0.22304,0.21246,,1.64784,,,,,2854.59332,,69.2164,,,,,,0.00578,,,,,
2020-08-01,5095.03923,0.5308,55418.32143,97.56263,1110.45959,0.02996,542.52563,0.5,1.06143,4907.36111,1282.36533,50012.71466,0.44428,20611.941,0.81743,3612.04423,98659.41587,1638.19451,356.11053,676.81053,1.0,2184.77,0.15,29457.26499,2982.54512,9530.45996,18061.23146,0.1,0.16,0.21246,,1.64784,0.1,,,,,,,,,,,,,,,,,
2020-09-01,6767.43975,0.5308,14820.72508,97.56331,1134.01731,0.02996,555.05885,0.5,1.20773,4401.94444,946.80671,70096.00862,,20611.941,1.37423,3602.80038,87379.3093,224.90258,186.71422,701.887,1.0,2271.09505,0.25,29621.60517,6848.17884,9433.63972,34676.31049,0.1,0.16,0.23406,427.87962,1.64784,,0.01796,0.1,,,,,,,,,,,,,,,
2020-10-01,4744.42703,0.5308,19221.37729,49.24308,1147.706,0.02996,555.91586,0.5,,4288.66057,14.19507,143227.75342,0.56765,20611.941,0.81743,3400.68507,99226.08357,184.98946,196.29015,725.87459,1.0,2677.17584,0.25,29342.48096,7883.29051,9528.249,34725.86871,0.1,0.16,0.21246,146.05974,1.64784,,0.57813,,0.4245,,,,,,,,,,,,,,
2020-11-01,4112.13415,0.5308,19931.21194,48.63142,1173.24424,0.02996,555.91586,0.5,854.99749,3380.32724,1188.94148,140078.62553,1.0,20611.941,0.66772,3131.02443,96352.2469,173.31334,235.25799,751.77799,1.0,3405.58651,0.25,29388.91034,8064.14561,0.09756,34149.89413,0.1,0.16,0.21246,121.249,1.64784,,,,,,,,,,,,,,,,,,
2020-12-01,3792.90622,0.5308,23391.97468,,1198.0393,0.02996,555.91586,0.5,862.89265,7394.32317,1002.81279,158586.23705,1.0,20611.941,0.5,3133.36289,83471.87835,160.8769,1.49251,18718.64437,1.0,3505.67907,0.35,29194.10731,14593.25088,0.09756,32807.57808,0.1,0.16,0.21246,19.28273,1.64784,0.1,0.0005,0.52161,,,,,,,,,,,,,,,
