,Unnamed: 0,privatbank,oschadbank,ukreximbank,ukrgasbank,sense,first investment bank
1970-03-31,2020-012020-022020-032020-042020-052020-062020-072020-082020-092020-102020-112020-122021-012021-022021-032021-042021-052021-062021-072021-082021-092021-102021-112021-122022-012022-022022-032022-042022-052022-062022-072022-082022-092022-102022-112022-122023-012023-022023-032023-042023-052023-062023-072023-082023-092023-102023-112023-122024-012024-022024-032024-042024-05,322135026.76909,98391663.03595,27989050.198739998,34722602.30617,54800968.594749995,418860.60478
