,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,260675.52558,240337.12367,90309.79157999999,124436.5334,133949.78333,176683.00404,62058.10673,129795.68093,68639.01920000001,132926.80649,113296.04316,7029.76562,64933.2831
2020-02,487032.49993,462483.82015,154536.38798,249563.75918,242393.80057,326643.99192,97944.91222000001,241504.73028,131576.96300999998,256304.10493,214937.16036,13457.80726,132897.37001
2020-03,710593.17619,700805.18895,221822.07257,386635.58155,360499.69934,486209.50986999995,131320.50952,366458.01850999997,197239.97037,378936.64644,325298.06632,20632.30853,201969.94869
2020-04,918846.23635,913266.0513800001,279490.20603,519993.95035,491534.55086,610150.57063,172057.1163,465987.57758,256779.15869999997,493448.37121,428079.09423,26467.20104,277716.7727
2020-05,1136019.8690499999,1132822.39949,336676.70316,655056.4028500001,609417.43082,724448.13817,202983.42186,566538.5979,317128.18880999996,608840.6961299999,532895.33105,31794.84695,342116.41137
2020-06,1329934.89909,1345071.0278399999,393101.06666,790974.31936,706152.11129,827775.39618,231810.14592,653608.53674,373750.79338,716826.02934,632126.8509000001,36843.04033,410575.03443
2020-07,1506651.8427000002,1545863.23967,447013.40682,931028.64785,789782.56857,930712.99251,256406.19801000002,746245.1946800001,423026.00253999996,822309.33676,731789.22319,43318.14699,484714.75442
2020-08,1673222.02343,1722780.92549,492670.77074999997,1075238.10039,861630.597,1032806.6197,279816.88757,839011.97135,468809.51154000004,926329.1603699999,829559.7566,48461.09087,549787.7687
2020-09,1822414.5182,1895683.53286,533871.61105,1205459.6532800002,930383.59396,1129182.89906,303610.28491000005,923093.49804,512226.85171,1022774.57599,923124.73953,52846.979009999995,616800.15437
2020-10,1969029.22011,2060953.71323,575848.7853,1342762.51803,999959.5859800001,1228423.80564,326914.27503,1006509.12656,556575.02613,1113942.1053799998,1021740.22698,58901.53349,687987.01406
2020-11,2103188.88787,2215587.30058,618516.17742,1471903.3200700001,1068459.42797,1304738.6739200002,350696.70862,1084865.46299,599560.85864,1201134.27659,1112816.9785099998,64369.537050000006,749684.1753700001
2020-12,2231787.11794,2388999.13422,662878.28948,1607378.8205400002,1137422.17631,1386122.17618,373632.89295,1170131.7166199998,644667.67211,1285070.54995,1204131.00321,71073.55584,810742.9269000001
2021-01,155046.2457,164757.41374000002,42150.69928,145223.82249,66736.70841,79704.75634,25930.35123,92467.63998,45752.94606,85710.21389,89857.69712,6883.61597,52774.75541
2021-02,288000.91234000004,308015.8889,71488.83192,274230.03721,121906.08015,151658.74550000002,47754.01782,169092.77286,87869.35414,157296.76022999999,174939.86477000001,12613.838819999999,101655.47741
