,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,260675.52558,240337.12367,90309.79158,124436.5334,133949.78333,176683.00404,62058.10673,129795.68093,68639.01920000001,132926.80649,113296.04316,7029.76562,64933.2831
2020-02,226356.97435,222146.69647999998,64226.596399999995,125127.22578,108444.01723999999,149960.98788,35886.80549,111709.04934999999,62937.94380999997,123377.29844000001,101641.11720000001,6428.0416399999995,67964.08691000001
2020-03,223560.67626000004,238321.3688,67285.68458999999,137071.82237,118105.89877,159565.51795,33375.597299999994,124953.28823000003,65663.00736000002,122632.54150999998,110360.90595999997,7174.501269999999,69072.57867999998
2020-04,208253.06016,212460.86242999998,57668.13346000001,133358.3688,131034.85152000003,123941.06075999996,40736.60678,99529.55906999996,59539.188330000004,114511.72477000003,102781.02791,5834.8925100000015,75746.82400999998
2020-05,217173.63270000007,219556.34811000002,57186.497129999974,135062.45250000007,117882.87995999999,114297.56754000008,30926.305560000008,100551.02032000007,60349.03011000002,115392.32491999993,104816.23682000005,5327.645909999999,64399.638670000015
2020-06,193915.03003999987,212248.62835000013,56424.363500000036,135917.9165099999,96734.68047000002,103327.25800999999,28826.724060000008,87069.93883999996,56622.60456999997,107985.33321000007,99231.51985000004,5048.193380000004,68458.62306000001
2020-07,176716.9436100002,200792.21182999993,53912.34015999996,140054.32848999999,83630.45727999997,102937.59632999997,24596.052089999983,92636.65794000006,49275.20916000003,105483.30741999997,99662.37228999997,6475.106659999998,74139.71999000001
2020-08,166570.1807299999,176917.68582,45657.36393000005,144209.4525400001,71848.02842999995,102093.62719000003,23410.689560000028,92766.77666999993,45783.50899999996,104019.82361000008,97770.53340999992,5142.943879999999,65073.01428
2020-09,149192.49477,172902.60736999987,41200.84029999992,130221.55289000017,68752.99696000002,96376.27935999993,23793.397340000025,84081.52668999997,43417.34017000004,96445.41561999999,93564.98293000006,4385.888140000003,67012.38566999999
2020-10,146614.70191000006,165270.1803700002,41977.17425000004,137302.86474999972,69575.99202,99240.90657999995,23303.990119999973,83415.62852000003,44348.174419999996,91167.5293899998,98615.48745000002,6054.554479999999,71186.85968999995
2020-11,134159.6677600001,154633.58734999993,42667.392119999975,129140.80203999998,68499.8419900001,76314.86828000029,23782.43358999997,78356.33642999991,42985.83250999998,87192.17121000006,91076.75152999978,5468.003560000005,61697.16131000011
2020-12,128598.23006999958,173411.83363999985,44362.11206000007,135475.50047000032,68962.74833999993,81383.50225999975,22936.18433000002,85266.25362999993,45106.81347000005,83936.27335999999,91314.02470000018,6704.018789999995,61058.75153000001
2021-01,155046.2457,164757.41374000002,42150.69928,145223.82249,66736.70841,79704.75634,25930.35123,92467.63998,45752.94606,85710.21389,89857.69712,6883.61597,52774.75541
2021-02,132954.66664000004,143258.47516,29338.132639999996,129006.21471999999,55169.37173999999,71953.98916000001,21823.66659,76625.13287999999,42116.408079999994,71586.54634000002,85082.16764999999,5730.222850000001,48880.72200000001
2021-03,143665.48636999994,177781.92186,28126.5674,143899.92931000004,60554.31812000001,84094.10343999998,23236.894170000007,82100.08209000001,48639.09201000001,72909.35360999999,91492.5761,6941.2070399999975,58124.82565
2021-04,137159.21011999995,185499.28301999997,25247.24534000001,144568.50692000007,62424.15464999998,83840.58992,23115.516719999985,87741.43514999998,48735.15722999998,70015.78028,90654.10771000001,8123.008510000003,54163.336630000005
2021-05,147199.20012000005,185275.45549999992,26208.754440000004,151971.1336699999,68351.32537000004,85515.34607999999,22199.269680000012,98174.13034999999,51241.35114000001,73600.32490999997,93725.41212,8940.682799999999,57526.57525999998
2021-06,147298.56264000002,199486.5689999999,27827.46370999998,147799.95796000003,68512.94655,86773.58494000003,22299.233890000003,101956.60485,52498.81986000002,72570.32021000003,88360.66248,7696.446450000003,58388.80813999998
2021-07,158455.99636999995,217999.86171000008,26753.63565000001,162642.23173999996,71771.04485,90142.08282000001,26080.45092999999,110739.22169000003,58903.81125999999,74796.81761999999,94023.99921000004,8169.704939999996,59506.84082000004
2021-08,156770.14466000022,240406.9835000001,22371.80661,168810.0305900001,78143.42829999997,94412.32644999993,27848.162379999994,112135.01596999995,62752.81520000001,75511.19323000003,94678.43753,54674.69805,66049.26134999999
2021-09,152260.59410999995,243074.92047,20668.039229999995,164776.09759999998,84527.88311000005,98427.18728000007,26457.872120000015,114929.66466000001,64322.07222999999,72919.11505000002,97209.83663999988,-34982.80051,64724.00561000005
2021-10,159612.2304799999,270850.27191999997,21479.974210000015,174490.06227999995,99256.54594999994,103685.30370999989,27597.27132999999,116993.23383000004,72180.17842000007,86760.97821999993,108399.38153000013,58118.03951,62828.83920999995
2021-11,150107.89730000007,271347.7935299999,19918.134459999972,171955.92846999993,101907.37485000002,99254.92370000004,24294.601080000022,119669.70405000006,70238.03391999984,86504.45360000012,114095.38454,10689.26694999999,72063.64624999999
2021-12,147291.94629999995,303467.2933100001,21760.881500000018,168829.32795000006,92487.47103000002,110345.87638999999,27078.535119999957,141235.5652099999,74111.91923,87649.44248999993,119831.05498999998,11606.80131000001,71776.79645000002
2022-01,171992.20215,324118.42646999995,20012.20957,176931.00562,94708.07654,114585.9638,31297.13667,170922.29559,83169.32812,102465.21031,137805.05105,13201.48352,69175.53157
2022-02,157218.39351999995,286833.1609700001,16808.76737,165153.60723999998,104264.63965000001,106273.68621000001,23030.58101,132611.39927000005,71672.03864,95122.55379,132092.66044,12340.875450000001,64048.199949999995
2022-03,166312.49105000007,272400.29105,21805.85501,198351.06831999996,146024.80833000003,134662.66737,25267.50729000001,115842.92600999994,64408.93307,103660.96757000001,133197.36716999998,12339.134469999997,71210.6508
2022-04,173074.90527,262162.3723800001,21459.709500000004,130444.57491000008,126964.82371999999,141766.29093999998,29680.839439999996,95777.07449000003,53415.63696,103946.55407999997,130934.40103000007,11937.871310000002,61476.345379999984
2022-05,183499.78175999993,270926.4243000001,20318.123160000003,128326.91834999993,127623.95792000002,120783.29370000004,32221.816550000003,84434.15185999998,56975.55979999999,107582.83612999995,133109.48656999995,13624.8773,63627.525850000035
2022-06,207193.42897999985,355755.1541599999,24681.63958999999,133485.62634000008,131650.78888,129215.52304,39779.75345999998,115148.92414000002,61800.306700000016,119697.37734000006,185105.49974999996,13502.326010000004,61525.53746999998
2022-07,225774.32357000024,405443.73916999996,27446.59835,99212.54079,149499.20059999998,151462.90093999996,61127.97734000001,121923.10869999998,65082.820279999985,133833.84699999995,200354.35080000001,13953.336179999998,58902.96992
2022-08,215080.57208000007,437077.86548999976,28422.14360000001,99575.37720999995,154260.78321999998,172717.6319700001,73735.54574000003,127433.02320000005,71036.67563999997,142271.36094000004,193707.57025999995,17945.716199999995,68109.74481
2022-09,224878.03972,459952.8471400002,29490.24437999999,98786.76931999996,165669.14561,188023.56423999998,79892.15336999996,136680.52587,72081.15093999996,150059.1020500001,168028.40161000006,20477.577139999994,62423.19915999996
2022-10,238135.17849999992,525650.4788099998,34471.2359,111958.36158000003,178062.18703999976,214405.07046999992,89223.30518999998,161729.92166,84517.5176100001,152046.98768999986,172217.85443000006,17327.084550000014,61001.00825000007
2022-11,233452.79021999985,550571.7482600003,32361.783069999976,111981.2890300001,190583.51359000034,230544.10112,94062.73338000005,170863.57637999998,89741.73802000005,142991.20519000012,167441.33501999988,21086.55734999999,72580.34213999996
2022-12,244804.14211999997,590010.7910599997,31875.21007000003,115032.61602999992,186475.40258,251771.69757999992,101048.86012999993,221556.78527999995,92780.67967999994,149562.79055999988,180484.66434000013,20897.77767000001,74203.63548000006
2023-01,274989.37735,587877.9365899999,35773.54018,118674.31236,204054.09164,273813.79793,102044.96069,248539.78383,104359.87987,156596.64762,194206.30086,27431.78987,87188.98032
2023-02,258138.38105999999,486941.9929999999,38298.76524,112799.49947,183485.28843999997,232643.07142,96058.33932999999,224651.45069,98851.29663,146315.43133,171953.44903,30725.009939999996,86668.64349999998
2023-03,287695.16030999995,538551.1280100003,51297.08635,121632.99096000005,212139.97312000004,261526.80198000005,103336.98735000004,264650.79692000005,125739.42264,167748.43553999998,202820.35713000002,38206.06688,100683.53038000001
2023-04,288853.09664999996,557626.7815999996,63476.405320000005,125805.05449999997,222592.21506999992,291548.1283499999,102185.19907999999,249500.93406,134855.21448999998,171735.9005000001,210008.58986000007,25789.139810000008,101370.69785
2023-05,318413.37450000015,621380.8105300004,72406.01342999999,142785.38967,243751.02483,304479.6621699999,105505.37331999996,286092.54102999985,154430.91279999993,182587.84616999992,228977.2750299999,28892.154120000007,123082.62592000002
2023-06,327233.07409,683337.7531099999,82843.72599,152202.98759000003,263508.87945999997,296945.10595,112830.75386000006,324731.0913800001,162009.74199000013,181889.82449000003,240282.12748999998,27897.45048999999,126295.36193999997
2023-07,365735.59323,775877.6834599995,103804.18225000001,174084.04079,292616.18802,327415.35123000015,115810.58530999988,357537.59763,184669.65214999998,191584.26098000002,265624.6864100001,37165.741420000006,130192.47643000004
2023-08,379551.07591000013,796825.0230200002,100532.47388,172385.98020999983,281963.73312,337993.52159,112981.39427000005,337575.7249299998,191563.97444999986,196106.78336999984,263005.94746000017,31942.43424999999,133467.18652
2023-09,348407.42037999956,726518.35329,100324.80319999997,176296.16209000023,265283.13002000004,310339.1461700001,119508.18098000006,253252.56727,184187.2437900002,188553.9141200001,243294.96523999982,26065.257840000006,134365.12549999997
2023-10,333924.81489000004,710878.71698,113738.00507000007,178191.4100599999,250871.97348000016,296105.5434300001,128430.43876999989,233347.71943000052,176580.6501399998,184385.75374999992,216229.87488000002,23379.02515,139948.65264999983
2023-11,325258.99271000037,688957.694240001,114034.29107000004,177751.4482999998,251650.86061999993,267861.41406999994,130349.63300000015,224279.4978199997,177157.46064000018,170878.67720000003,211848.7530100001,22548.850719999988,133895.1410300003
