,privatbank,oschadbank,ukrgasbank,ukrexim,sense,first investment
2020-01,1232318.21351,1107191.35196,535047.22737,744146.39605,369245.62269,7948.5275
2020-02,1147168.6318400002,1025538.0365499998,480640.02734000003,688111.0621699999,328566.57291,3804.4147900000007
2020-03,1158108.65655,1048221.7946100002,489486.58655999997,736306.2081300002,368773.46242,3326.0343599999997
2020-04,1059815.4881599997,914962.6113699996,510234.28345,700807.66274,326926.8133200002,3749.7875600000007
2020-05,1053597.9175900007,893471.9648699998,570439.7674800002,726676.0033800001,316678.05986999976,3505.0512199999976
2020-06,996373.1953299996,865354.4617100004,615837.4518999998,713484.7965600002,317433.12844999996,5175.36881
2020-07,994917.6954899998,828161.5637499997,581708.80559,742905.4720399994,305961.38314999966,3597.29767
2020-08,950423.4059299994,799547.7411200004,577624.4035399999,744363.3458800009,277518.85835000034,2911.9505700000045
2020-09,869676.5921400003,762285.3555100001,527608.0125399996,729946.7711499995,255465.28402000014,2794.1592299999975
2020-10,877065.80425,767928.0248800004,544913.0975500001,733612.8156599998,258119.2794400002,3233.4368099999992
2020-11,821834.8597100005,734425.403549999,504781.945700001,699921.2536699995,257486.56821999978,3298.610919999999
2020-12,800142.7728700005,729189.94386,428336.47513999976,703223.6731000002,291169.2059399998,4289.654049999997
2021-01,773786.39584,715228.26855,401088.85047,685243.97942,299124.80468,4867.5233
2021-02,641642.3625299999,662351.3149799999,355108.6510799999,617902.42982,269692.2700699999,4548.5932999999995
2021-03,681552.3781100002,739774.54905,335271.32389999996,624854.38374,299903.1805700001,6311.604100000002
2021-04,637731.4431999999,719124.22952,320053.9003100002,596356.6643000003,299588.31375,8178.586969999997
2021-05,634845.86094,721101.7538199998,297855.36008999986,611454.9057,318000.57316000015,8333.538970000005
2021-06,521024.76538999984,664074.1865800004,255257.58915000013,599766.2258299999,314356.44215999986,8306.497069999998
2021-07,503764.71788000036,665697.3452499993,252841.3398800001,616439.26921,319760.43967999984,6254.116539999995
2021-08,470865.58084999956,675053.2563300002,240964.2809700002,616170.5258999998,323769.0867600003,6153.331150000005
2021-09,436647.09889999963,621486.5342700006,229932.2385099996,610314.2471700003,310834.1487400001,5753.987109999995
2021-10,435214.2509200005,598979.0742499996,257408.75944000017,611222.6722599994,326766.81921999995,3497.1148800000083
2021-11,403877.28266,602369.6246199999,248277.5296799997,570872.893290001,328616.99713000003,3567.308969999991
2021-12,395658.7270600004,599248.86209,248478.91510000033,573516.0204499997,350038.1976599996,3224.482500000013
2022-01,385242.56654,627286.13093,241141.3795,571192.44209,377942.96356,3331.70162
2022-02,351844.40553,551685.5934300001,218963.16594999997,583844.6598399999,349067.25953,3145.1125200000006
2022-03,475329.18201,618159.19517,280040.34593000007,570812.15497,371382.73367,5895.17045
2022-04,321517.1803899999,600295.6169799999,317221.56705000007,605439.39989,339558.52064,5932.917819999999
2022-05,315798.19165000017,645160.9083199999,336030.04507999984,629164.8670299998,317472.1453200001,6333.692590000002
2022-06,293268.1291100001,542577.7149499999,476552.4112,854103.66182,433085.85214999993,11630.20938
2022-07,290309.00687999977,543690.4379600002,678282.3750400001,1002974.8236999996,470625.22026999993,13081.958849999995
2022-08,280638.5039900001,609852.2368400004,773191.8924600002,1069804.1725500012,490314.1110200002,12887.579639999996
2022-09,264602.02905,626669.42069,850732.4493399998,1215687.969849999,438954.34235999966,12040.811849999998
2022-10,267059.30468000006,680422.7480699997,908660.6100599999,1197753.349539999,397750.6468600002,12655.907280000014
2022-11,252635.15210999968,701440.125,778232.1617299998,1216530.8515800014,336556.4988500001,12066.41700999999
2022-12,269844.1766400002,810680.75361,712890.7088400004,1280513.2977399994,364329.79386999924,12159.669940000007
2023-01,300122.65351000003,902615.5501,718173.91787,1353124.2673,390753.4809,11889.47184
2023-02,294359.6266299999,898638.2249199998,688405.26712,1312392.15135,365529.20605999994,10438.6641
2023-03,357131.63146000006,1039479.1631500002,889031.1258299998,1580907.9754199996,420036.56411000004,10459.09087
2023-04,385990.87986,1009768.5734700002,973569.3581800004,1474168.7632100005,402915.48569999984,10121.988189999996
2023-05,446423.00833999994,1155761.1659500003,1005345.9934699996,1501959.8604800003,430854.28211000026,10622.546300000002
2023-06,484500.3101600001,1140594.985919999,912492.2618300002,1505589.1055299984,409655.85592999985,10052.70362
2023-07,578465.5526700001,1246118.2976700002,934842.0030899998,1586720.6409800015,400405.7544300002,4226.284079999998
2023-08,648139.81605,1315209.4442699999,891039.73202,1497949.5436000004,441907.88650999963,1405.1808699999965
2023-09,698394.02397,1251831.75368,834522.0821800008,1456971.4433199987,502270.37653,1087.915410000016
2023-10,780480.5471099997,1291938.5477300007,952043.1359699983,1302686.1902300008,571769.9577800003,796.9777799999865
2023-11,789484.93133,1246853.556979999,908610.6246700007,1246798.5822800007,638674.4411500003,745.5114199999953
2023-12,852815.6825600006,1361959.5556800012,981992.7276300006,1349582.9425199982,669108.89286,855.7871400000149
2024-01,877585.61997,1425516.22159,994076.14446,1361123.7087899998,689352.91631,936.26974
2024-02,845065.02432,1423582.8151900002,944466.4979500001,1281087.79474,619950.22538,874.97822
2024-03,930799.4251500003,1492881.6166399992,964766.3234399997,1415804.21246,662999.09207,1135.8395900000003
2024-04,920181.4639999997,1694626.3022000007,931871.5924800001,1381672.6476699994,648559.3670400002,1091.1039699999997
2024-05,954065.9689099998,1709708.6193900006,948034.1822500001,1358631.76671,645843.9878199999,972.7406500000002
