,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,438194.58606,401629.17642,322404.75112000003,311657.46467,86630.38308,196292.71783,34206.77037,146114.86156000002,107851.09514,50379.19794,130746.26695,36271.83588,104569.55681
2020-02,447811.9662,416369.67938000005,308286.96037,270987.78044,177229.36571000004,236272.20070999998,8657.712039999999,170561.71143,136528.91934999998,42935.54737,118317.02423,17634.11395,174213.93383000005
2020-03,616545.6570299999,550384.89151,516489.22406000004,376126.29056,225093.72679999995,298462.2809600001,21067.706980000003,288610.42710999993,162603.79254999998,128257.73972000001,104821.13779000001,6644.66257,177215.37438999995
2020-04,568828.85427,494646.76310999994,420452.23292999994,220497.14832000004,268521.2463800001,270921.69490999985,34593.038109999994,155583.90682000015,142307.17967999994,70390.63459,111500.71625,11922.693249999997,170062.47035999992
2020-05,582091.3474200002,519397.8406100001,402557.9776300001,300590.9082999998,155808.4725899999,321759.0628500001,58825.770520000005,156617.66016999993,153011.22164000012,69284.37267000001,129007.05012999993,11561.904100000014,161118.04556000012
2020-06,474111.39394999994,516074.98895000014,332923.14445,344784.8806400001,412001.2026500001,556129.5089199999,98438.9517,163850.66596000013,126715.12841999996,105447.82673999999,128220.36286,11377.110819999987,159634.00855000003
2020-07,533258.0388599997,447878.68704999983,347488.5586099997,376546.3148399999,177205.70971999993,78444.36884999997,-5500.486179999978,206219.39572999976,149371.35208999994,81384.21879000007,155834.07931000006,18724.86372000001,171636.72921000002
2020-08,642338.4506800002,374997.39000000013,320624.63231000025,213697.26366000017,152499.71081999992,139443.24456000025,26343.559089999995,282762.96343,141886.2864600001,66080.87529,115512.99948,14152.867259999999,156888.49523
2020-09,441412.48976999987,564129.4298700001,322286.9272400001,366106.5029199999,202843.15945000015,-27718.914450000273,26599.653829999967,209143.63778,162933.65538000013,55413.702859999845,152478.3931000001,8496.46405000001,159396.63226999994
2020-10,568209.1724400008,527271.4164899997,340726.1502199997,375861.58152,135886.83690999984,138928.7531400004,84694.09709,173049.21186000016,155316.13726,65917.04522000009,135780.27221999993,13141.011399999988,155201.90521
2020-11,503697.4671099996,632468.3737899996,365522.17189999996,349613.6163300001,204795.54747999995,197183.47068999987,-17001.60131,267794.55102000013,159071.51806999976,151732.25373,109705.99076000019,185.90298999997322,154777.85816000006
2020-12,588931.1491199993,467932.5414399998,493723.7612100006,479475.7349200002,304270.24289000034,833061.5360399997,27763.621000000043,182154.3990199999,196315.69003000017,14216.97901000001,149678.62370999996,25900.910260000033,173018.2167199999
2021-01,459888.0551600001,470755.72833,409044.60874,284882.34295,201775.7191,231501.54493,30025.64688,184128.27289,123868.63099,56167.88043,125522.64929,15733.13694,155213.98793
2021-02,457940.8892499999,455696.70223,290281.27568,340218.14887,167818.29411000002,213537.80586,-13717.80381,159436.95715,113779.79775999999,48499.54866000001,144046.67488000004,29456.10347,262030.65078000003
2021-03,583436.4902000001,487651.12293000007,446855.5224599999,487944.8441199999,147035.85867,218260.55453999998,33100.02985,235173.36687999993,159170.80039000002,48791.61511999999,126219.38470999995,27023.752990000008,117950.48550000001
2021-04,499958.57348999986,526797.00718,337840.0010200001,420682.86591000017,182025.99038999993,270069.13986,30604.230860000003,274887.44076,139104.88675999996,57770.90616000001,169072.00814,21131.300319999995,202546.54276999994
2021-05,578776.1717899998,537164.42784,434054.31434000004,529356.6884299999,215765.3808700001,291353.3743,32388.177949999998,184387.56273,132593.74190000002,41430.456539999985,149543.72501000005,17422.916960000002,209385.45828000002
2021-06,445413.91082000034,514956.6425999999,533885.0582599998,482082.5240500001,184383.59912999987,261153.32791,-21888.999060000002,160434.27266000002,169185.96633000008,93726.99753000002,163385.80475999997,46996.22884000001,200484.5213700001
2021-07,568418.1046699998,613670.56085,338802.26382,507438.8927099998,188280.75198000018,239334.69896000018,36942.409620000006,216977.87060000002,139768.85745999997,53052.35343999998,158142.10259999998,26008.79728,180713.8857199999
2021-08,547352.61974,548792.3258600002,364814.15497000003,559331.1462300001,220171.34208999993,282886.8045099999,25828.691779999994,206734.68738000002,129015.31597999984,69926.41272999998,175736.75072,125996.40015999996,192187.28156000003
