,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,634564.1428400001,580411.4127100001,332986.52843,176042.49958,219828.66457,312618.2084,197901.27232000002,106440.83899,141900.64459,117442.28515000001,112507.13969,9247.200579999999,162008.10197999998
2020-02,1231239.87613,1134325.52545,626796.50155,342487.59937,421073.45719,614125.6385499999,362441.83402999997,219705.35152,272283.0724,215437.73024,215233.62696999998,20024.69211,334992.72151
2020-03,1860255.6977900001,1722445.9062400002,937283.32388,502872.35714000004,619554.01254,950995.41932,501815.75668,330335.44139999995,413889.60696,326853.05561000004,317400.40076000005,31039.613589999997,408764.81467
2020-04,2470841.21003,2294030.48301,1251378.96814,667958.89119,829249.4964,1245993.5763,606286.40314,432613.24773,549827.64349,431314.14232,422553.88126999995,42280.17571,537017.89328
2020-05,3112884.73672,2817474.30929,1543077.77752,834034.9738899999,1013907.5476,1518187.81173,690572.5444700001,561136.64833,693223.5290600001,535782.61605,525570.2033,54777.97718,675024.71736
2020-06,3724726.54264,3319877.00637,1797977.94752,1002500.5262900001,1193020.73189,1778729.24645,778768.68535,729359.43614,833299.33592,637494.57216,630494.31917,65853.43717,813136.02373
2020-07,4341463.43535,3875863.6683,2049281.3105700002,1188409.75645,1387613.91723,2071476.5876000002,869518.43489,894743.26537,988309.53943,749110.39916,744869.36069,75308.73733999999,971842.8625599999
2020-08,4932916.13054,4498450.75233,2305290.05143,1384340.2022,1580898.2113899998,2351007.54244,968553.15186,1023724.71575,1146615.7920900001,856748.96906,867174.28537,84908.50163,1131782.02044
2020-09,5507612.00892,5126363.04362,2565393.8154100003,1592679.35704,1775245.3265799999,2631969.59873,1064649.12814,1159041.45034,1299236.2965,959423.6924599999,998757.16006,95123.74459,1293277.4903199999
2020-10,6100981.74617,5782630.66737,2827588.65712,1833882.1009,1985420.1344799998,2928123.37415,1159442.46282,1302028.51308,1462060.49758,1070420.19289,1129521.3573200002,107873.20963000001,1468528.19367
2020-11,6668241.12015,6418083.09671,3083997.43496,2085821.9540700002,2190386.85096,3239374.71649,1248536.8677700001,1448897.97234,1619694.86224,1159774.3570299998,1251971.70799,121736.28766999999,1639754.28306
2020-12,7272092.346100001,6846907.8922999995,3347970.8345600003,2363194.31973,2419199.6720000003,3576792.88252,1339974.2782,1551677.72389,1788682.60717,1266216.0996,1383947.17642,135412.43329,1821455.28106
2021-01,614489.3696300001,698326.3058999999,267435.09654,307614.67252,224949.99949999998,342200.42471,94969.7659,148189.47134000002,172709.13408999998,100221.9997,130149.67218999998,12213.54964,199128.79007999998
2021-02,1183852.1970300002,1351336.6801800001,519947.80087000004,613498.9517300001,436966.94552999997,644883.71463,173829.7386,282763.3515,321942.18461999996,192454.63071,257819.38846000002,24632.89205,395788.32535999996
2021-03,1811932.37458,2029068.2475,789310.35858,978101.49767,662377.7816100001,1013191.542,271988.25906,434457.10119,483702.75854,299013.81956,387959.84541,38771.67376,528469.99411
2021-04,2459549.2229,2767467.73917,1068044.73557,1363269.89261,894872.81533,1374751.69914,374584.02812000003,589734.6271500001,639557.4079100001,408105.95709,527389.27719,53320.50021,738418.46457
2021-05,3147058.85851,3526188.81225,1360451.74064,1778770.9207600001,1128853.84258,1755115.08819,485685.00471999997,750217.19483,801244.4390199999,519247.04642999993,678741.96355,69953.49893,917779.41567
2021-06,3835632.04401,4234301.84588,1659836.64382,2207426.09717,1363528.5374699999,2131009.43683,596511.37251,873587.81358,963807.00539,633204.75411,835173.68935,86652.29593,1109302.8055299998
2021-07,4530925.95049,4987204.88551,1975233.97033,2671839.83423,1622283.20656,2530563.1063,730115.84429,1041178.30165,1133534.71285,754373.3124200001,984414.7842400001,106500.14355000001,1300867.4611
2021-08,5234762.41587,5764301.20854,2305170.85983,3133872.0056000003,1873447.77669,2934053.07647,874127.76176,1191413.7806900002,1302645.5488500001,877541.2019699999,1136433.72146,151723.67324,1534225.26034
2021-09,5940384.980099999,6580978.27607,2645805.29263,3608842.90808,2121187.06416,3340835.70243,1029842.23462,1336189.55957,1466707.26689,999916.40382,1286976.55835,141598.50302,1747282.39786
2021-10,6686261.823980001,7442244.114,3002650.66354,4115649.9294100003,2391335.92756,3768920.15331,1200157.67652,1497156.7493099999,1639545.19498,1119491.9155299999,1454681.81356,190454.05961,1965016.20059
2021-11,7431808.81202,8331003.933460001,3351029.53272,4621066.4378700005,2667914.24137,4209399.40794,1374307.2848,1642012.03188,1809305.93598,1245942.6960200001,1627841.33078,213366.98912,2209718.66315
2021-12,8204159.607089999,9230891.15467,3727373.99536,5182759.95517,2972449.58759,4682146.8028,1543569.88019,1818306.47424,1990277.28925,1382659.08831,1814420.07256,227918.94732,2458824.7814
2022-01,798237.8868099999,1006106.50039,402906.77822,605959.46516,302149.65959,485237.11043999996,175760.18998,184077.96917,197481.79017999998,123488.03542,197501.1053,18426.51538,248677.41988
2022-02,1544442.90697,1876059.57393,804532.1933,1116514.4615,583719.41449,937798.05776,320130.92091,328280.70689,356043.46189,237984.36709,374102.75897,33261.20781,482175.49083
2022-03,2424541.99091,2830139.24272,1315259.8201000001,1935578.29675,901403.2834099999,1438889.7610900002,439927.72624000005,500251.57158,533065.5173000001,356254.88369,584615.6600100001,52861.07604,828922.51849
2022-04,3281318.50592,3789022.44593,1819913.45774,2366025.80211,1235728.4162599999,1909467.84014,562987.2936399999,653635.9910500001,707489.3140100001,473484.06609,784433.94759,72074.14891,1093023.07249
2022-05,4151945.98874,4707497.141650001,2326060.3651,2816698.35583,1588218.5863100002,2412721.18688,749760.9773299999,821218.19469,883335.09154,603187.80176,992645.6740700001,90476.6466,1366786.7082099998
2022-06,5174868.6625500005,5578244.35208,3090946.94325,3392962.712,2051272.3625899998,2963194.1493200003,1059062.51953,1048385.24349,1068433.73072,727509.9207199999,1177472.03847,107462.76407,1615632.93777
2022-07,6309336.16458,6573263.8303000005,3944772.85341,4043507.4019899997,2521011.0237499997,3534133.6362699997,1471020.60396,1236769.6108,1248875.4892699998,832927.50625,1366591.04245,119808.44483,1852868.01719
2022-08,7520223.2456600005,7341666.8532300005,4828874.63111,4892378.75385,3012508.55321,4127612.2249399996,1966962.57088,1424898.08415,1382465.49158,937873.00927,1555030.47565,134274.49697,2128214.28543
2022-09,8764662.163700001,8073700.67459,5720244.41022,5743726.82518,3537878.85958,4721828.194730001,2463523.04356,1608848.46229,1546609.65694,1047166.2753799999,1715859.70669,151758.13587,2360374.65486
