Date,00,01,11,22,23,24,25,26,28,35,38,41,43,45,46,47,50,51,58,64,68,69,71,73,79,10,17,27,31,66,86,02,08,13,14,16,18,21,32,33,42,49,52,56,59,62,63,70,77,80,81,82,93,55,87,20,75,29,85,96,74
2020-02-01,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62081.74541,34217.07025,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,0,0.0,0.0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32483.73973,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,0,0.0,0.0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32538.49745,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01,0,92737.94223,,0,626.33411,,9896.12893,0,0.0,59380.59175,0.0,3675.86321,1860.21189,6564.78813,461583.26418,11103.58967,,0.0,0.0,30369.71957,2311.13207,0.0,0.0,1554.41584,15479.38614,1187.6992,997.16293,0.0,0.0,,0.0,0.0,0.0,0.0,35389.31504,1819.07046,0.0,0.0,0.0,1018.29673,817.74265,3124.84285,730.83189,2535.6226,748.74434,244.67368,0.0,1595.83035,59348.86101,118.67805,300.15353,0.0,0.0,,,,,,,,
2022-11-01,0,94103.91055,,0,612.79425,,9753.98821,0,0.0,70468.52824,0.0,3602.31193,1818.80475,5040.05376,450071.69733,10473.57271,,0.0,0.0,0.0,2264.72966,0.0,0.0,1536.78591,15297.94148,1182.04521,1294.32213,0.0,0.0,,0.0,0.0,0.0,0.0,34883.70161,1065.09228,0.0,0.0,0.0,1035.44922,1091.03559,3069.55981,715.15358,2479.67603,732.26484,239.16442,0.0,1676.42953,62970.92187,125.84472,0.0,0.0,0.0,0.0,,,,,,,
2023-04-01,0,255003.78833,,0,674.89157,,5197.74525,0,0.0,46718.29473,0.0,3668.0173,2027.12477,6994.84082,607329.01811,3050.54248,,0.0,,40068.73051,2498.1405,0.0,419.25729,1572.16031,16219.52905,5363.09577,925.89488,,215.67359,,0.0,0.0,0.0,0.0,37451.24317,1964.52353,0.0,0.0,,767.09693,597.34881,3373.55633,794.06772,2761.45215,815.13087,266.89435,0.0,1449.42947,4968.71161,130.10583,243.27313,0.0,0.0,,0.0,,,,,,
2023-05-01,0,280379.5692,0.0,0,688.35826,,1063.55447,0,0.0,47677.07087,0.0,3742.12178,2068.48312,7101.46545,564868.95523,3060.71237,,0.0,,39550.49877,2544.50624,0.0,410.04303,1589.00928,16410.22018,5220.59723,890.23875,,222.09026,,0.0,0.0,0.0,0.0,37978.74755,2004.80135,0.0,,,782.22703,602.22815,3440.62252,809.74602,2817.39873,831.56928,272.40361,0.0,1397.63806,4812.27666,132.93916,228.74148,0.0,0.0,,0.0,0.0,,,,,
2023-07-01,0,286181.63989,0.0,0,715.74052,,1100.45967,0,0.0,47351.68579,0.0,3568.44659,2152.57846,7318.26886,567201.18156,3119.41358,,0.0,,38546.64609,2638.78105,0.0,401.944,1630.2463,16815.11453,4941.54367,820.35999,0.0,235.13748,,0.0,0.0,0.0,0.0,38475.27845,2066.65769,0.0,,,812.99157,612.03659,3576.98897,841.62525,2931.15674,864.99403,283.60577,0.0,1194.5452,4504.43398,138.70027,0.0,,0.0,,0.0,0.0,0.0,,,,
2023-06-01,0,282795.62864,0.0,0,702.27384,,1082.30957,0,0.0,46372.77571,0.0,3783.21012,2111.2201,7211.64423,566806.36435,3084.82309,,0.0,,39309.85424,2592.41748,0.0,391.17611,1606.56119,16615.98602,5084.00522,855.89219,0.0,228.72081,,0.0,0.0,0.0,0.0,37928.9764,2046.42205,0.0,,,797.86147,607.2366,3509.92424,825.94693,2875.21018,848.55562,278.09651,0.0,1246.41126,4661.02836,135.86694,214.65584,0.0,0.0,,0.0,0.0,,,,,
