Date,00,11,22,29,35,41,43,46,47,61,63,68,70,36,64,69,73,81,13,52,27,25,55,10,74
2020-11-01,0.0,0.0,0.0,0.0,73873.93737,4112.27327,0.0,3304.16906,0.0,0,0.0,35379.94142,0.00083,,,,,,,,,,,,
2020-08-01,0.0,0.0,0.0,0.0,13897.84546,4112.27327,0.0,1157.40351,0.0,0,0.0,35115.85975,0.00083,0.0,92.04036,,,,,,,,,,
2020-09-01,0.0,0.0,0.0,0.0,71819.3547,4112.27327,0.0,1144.14727,0.0,0,0.0,35208.99703,0.00083,,92.04036,0.0,0.0,0.0,,,,,,,
2020-10-01,0.0,0.0,0.0,0.0,72829.80519,4112.27327,0.0,13383.22406,0.0,0,0.0,35290.80413,0.00083,,92.04036,,,0.0,,,,,,,
2020-12-01,0.0,0.0,0.0,0.0,74884.38786,4112.27327,0.0,3278.39437,0.0,0,0.0,35458.01346,0.00083,,,,,,,0.0,,,,,
2020-06-01,0.0,,0.0,0.0,13619.92946,4112.27327,0.0,130.16779,0.0,0,0.0,34932.91536,0.00678,,92.04036,,,,,,,,,,
2020-07-01,0.0,,0.0,0.0,13756.60946,4112.27327,0.0,133.1017,0.0,0,0.0,35020.6241,0.00678,,92.04036,,,,,,,,,,
2020-05-01,0.0,,0.0,0.0,13478.69346,4112.27327,0.0,127.13608,0.0,0,0.0,34833.61415,0.00678,,92.04036,,,,,,,,,,
2021-07-01,0.0,0.0,0.0,,54637.37428,4112.27327,0.0,9116.27687,0.0,0,30659.3856,33939.83959,,,,,,,,0.0,0.0,,,,
2021-06-01,0.0,0.0,0.0,,54001.36091,4112.27327,0.0,3174.76409,0.0,0,30659.3856,34695.04164,,,,,,,,0.0,0.0,,,,
2021-04-01,0.0,0.0,0.0,0.0,52673.14925,4112.27327,0.0,3370.58095,0.0,0,30659.3856,36165.08856,0.00083,,,,,,,0.0,,,,,
2021-05-01,0.0,0.0,0.0,,53326.3681,4112.27327,0.0,3373.43753,0.0,0,30659.3856,35430.59883,,,,,,,,0.0,0.0,,,,
2021-09-01,69841.1942,0.0,,,54920.62018,4112.27327,0.0,8997.84458,,0,30659.3856,33537.94727,,,,,,,,0.0,0.0,0.0,,,
2021-10-01,0.0,0.0,,,55057.67465,4112.27327,0.0,8756.8144,,0,30659.3856,35440.95634,,,,,,,,0.0,0.0,0.0,,,
2021-11-01,0.0,0.0,,,55199.2976,4112.27327,0.0,8628.0027,,0,30659.3856,29846.13035,,,,,,,,0.0,0.0,0.0,,,
2021-08-01,0.0,0.0,,,54778.99723,4112.27327,0.0,9164.24439,,0,30659.3856,33186.20021,,0.0,,,,,,0.0,0.0,0.0,,,
2021-03-01,0.0,0.0,0.0,0.0,51998.15644,4112.27327,0.0,3347.68843,0.0,0,30659.3856,35882.23479,0.00083,,,,,,,0.0,,,,,
2021-12-01,0.0,0.0,,,55336.35207,4112.27327,0.41742,8624.34786,,0,30659.3856,30217.45164,,,,,,,,0.0,0.0,0.0,,,
2021-02-01,0.0,0.0,0.0,0.0,51388.48552,4112.27327,0.0,3341.29431,0.0,0,30659.3856,35626.75397,0.00083,,,,,,,0.0,,,,,
2022-12-01,0.0,0.0,,,43507.33265,4152.92223,,7267.97677,,0,,20676.86856,,,,,,,,3649.39644,0.0,,0.0,,
2022-02-01,0.0,0.0,,,55377.46841,4186.8749,,8193.78267,,0,,28692.89484,,,,,,,,0.0,0.0,,,,
2022-03-01,0.0,0.0,,,55377.46841,4188.1513,,8222.64551,,0,,27899.46048,,,,,,,,0.0,0.0,,,,
2022-11-01,0.0,0.0,,,43507.54325,4165.90944,,7227.42354,,0,,21509.85148,,,,,,,,0.0,0.0,,,0.0,
2022-01-01,0.0,0.0,,,55377.46841,4112.27327,,8264.94286,,0,,29458.34762,,,,,,,,0.0,0.0,,,,
2022-08-01,0.0,0.0,,,55377.46841,4186.35926,,9730.44235,,0,,23959.34107,,,,,,,,0.0,0.0,,,,
2022-09-01,0.0,0.0,,,55377.46841,4179.00504,,7965.19457,,0,,23152.7302,,,,,,,,0.0,0.0,,,,
2022-10-01,0.0,0.0,,,43507.54325,4181.99875,,7332.72068,,0,,22330.89427,,,,,,,,0.0,0.0,,,,
2022-06-01,0.0,0.0,,,55377.46841,4186.91975,,8471.70448,,0,,26558.90981,,,,,,,,0.0,0.0,,,,
2022-07-01,0.0,0.0,,,55377.46841,4186.79355,,9952.10624,,0,,24759.79251,,,,,,,,0.0,0.0,,,,
2023-02-01,0.0,0.0,,,43507.33265,4112.27327,,10134.9505,,0,,18998.49204,,,0.0,,,,,3448.28952,0.0,,,,0.0
2023-01-01,0.0,0.0,,,43507.33265,4138.81165,,10361.78691,,0,,19840.64025,,0.4445,0.0,,,,,3549.55363,0.0,,,,0.0
2020-02-01,,,0.0,0.0,13068.65346,4112.27327,0.0,222.71546,0.0,0,0.0,34553.11079,,,92.04036,,,,0.0,,,,,,
2020-03-01,,,0.0,0.0,13200.77746,4112.27327,0.0,121.17046,0.0,0,0.0,34638.73529,,,92.04036,,,,0.0,,,,,,
2020-04-01,,,0.0,0.0,13342.01346,4112.27327,0.0,124.20217,0.0,0,0.0,34741.97097,0.0,0.0,92.04036,,,,,,,,,,
