Date,00,01,08,10,11,20,22,23,24,25,27,28,35,41,43,45,46,47,49,63,64,65,68,73,77,86,95,29,52,79,31,38,61,72,26,60,66,69,17,21,59,93,55,30,96,14,80,33,42,71
2020-11-01,138714.49617,50563.23076,0,12252.94781,0.0,0,7130.077,0.0,99500.05774,0.0,0.0,0.0,0.0,0.0,0.0,301875.24044,42321.70236,0,0.0,0.0,163960.32588,7343.58904,177243.42128,38307.09936,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,237920.99369,0.0,0,12094.7724,0.0,0,6341.68678,0.0,95195.08196,4399.90615,0.0,,0.0,0.0,0.0,291000.50535,42853.10866,0,0.0,0.0,158813.44711,7343.58904,170056.35889,36572.04197,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,237389.78317,0.0,0,12048.98564,0.0,0,7536.71492,0.0,96491.34618,4149.95703,0.0,,0.0,0.0,0.0,290653.35095,42939.52258,0,0.0,0.0,156847.62861,7343.58904,170796.9134,36531.23128,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2020-10-01,137314.23434,0.0,0,12224.08597,0.0,0,7430.57555,0.0,98060.52396,4396.51019,0.0,0.0,0.0,0.0,0.0,300566.55932,42969.35719,0,0.0,0.0,162337.98435,7343.58904,175215.41411,37868.34934,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,
2020-02-01,208977.60041,79099.0729,0,9016.91743,0.0,0,5933.32785,0.0,92591.22989,0.0,0.0,0.0,0.0,0.0,0.0,97378.65509,41796.00508,0,0.0,0.0,280991.91494,7343.58904,151664.99363,31613.93157,,,0.0,,0.0,,124.48038,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2020-12-01,139612.91387,51499.7541,0,12214.32699,0.0,0,6827.58982,0.0,102770.51978,0.0,0.0,,0.0,0.0,0.0,303915.94329,43588.38203,0,0.0,0.0,164929.08217,7343.58904,178829.14547,38591.57187,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,207183.83882,78514.31768,0,8605.28922,0.0,0,5621.97483,0.0,93233.27882,0.0,0.0,0.0,0.0,0.0,0.0,96885.24195,42087.98035,0,0.0,0.0,278700.71467,7343.58904,151786.1836,31362.76959,,,0.0,,,,103.63504,,0.0,,,,,,,,,,,,,,,,,
2020-06-01,229223.70143,0.0,0,10634.94045,0.0,0,6616.11454,0.0,92359.50225,7336.12383,0.0,0.0,0.0,0.0,0.0,280502.24306,42476.81292,0,0.0,0.0,152603.69599,7343.58904,164321.80218,35065.21615,0.0,,0.0,,,,41.09776,,,,,,,,,,,,,,,,,,,
2020-07-01,228653.43366,0.0,0,11888.45121,0.0,0,6394.28399,0.0,93572.77056,6746.36066,0.0,,0.0,0.0,0.0,280079.81203,42708.8486,0,0.0,0.0,152132.83959,7343.58904,165012.79541,35015.80009,0.0,,0.0,,,,20.24993,,0.0,,,,,,,,,,,,,,,,,
