Date,01,10,14,17,20,21,22,35,41,46,47,52,61,68,77,45,31,23,86,33,43,25,49,13,19,26,81,71,73,42,16,27,56,74
2020-11-01,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
2020-08-01,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0,,0,0.0,,,,,,,,,,,,,,,,,,
2020-09-01,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0,,0,,,,,,,,,,,,,,,,,,,
2020-10-01,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0,,0,,,,,,,,,,,,,,,,,,,
2020-02-01,0.0,0,,0.0,0.0,,0,0.0,,0.0,,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-12-01,0.0,0,0.0,0.0,0.0,,0,0.0,,0.0,0.0,,0.0,,0,,,0.0,,,,,,,,,,,,,,,,
2020-03-01,0.0,0,0.0,,0.0,0.0,0,0.0,,0.0,0.0,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-06-01,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-07-01,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-05-01,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-04-01,0.0,0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0,0.0,0.0,,,,,,,,,,,,,,,,,
2021-07-01,0.0,0,0.0,,0.0,,0,,0.0,0.0,0.0,,,0.0,0,,,,0.0,,,,,,,,,,,,,,,
2021-06-01,0.0,0,0.0,,0.0,,0,,0.0,0.0,0.0,0.0,,0.0,0,,,,0.0,,,,,,,,,,,,,,,
2021-04-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,,,,,,,,,,,,,,,
2021-05-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,,0.0,0,,,,0.0,,,,,,,,,,,,,,,
2021-09-01,0.0,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0.0,0,,,,0.0,0.0,0.0,,,,,,,,,,,,,
2021-10-01,0.0,0,0.0,,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2021-11-01,0.0,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2021-08-01,0.0,0,0.0,,0.0,,0,,0.0,0.0,0.0,0.0,,0.0,0,,,,0.0,,,,,,,,,,,,,,,
2021-03-01,0.0,0,0.0,0.0,0.0,,0,,,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,,,,,,,,,,,,,,,
2021-12-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,,,0.0,0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-02-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,,,,,,,,,,,,,,,
2022-12-01,36014.58572,0,0.0,0.0,0.0,,0,,0.0,229586.83746,0.0,0.0,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,
2022-02-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2022-03-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,,0.0,0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2022-11-01,0.0,0,0.0,0.0,0.0,,0,,0.0,230160.8555,0.0,0.0,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,,,
2022-01-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,,,0.0,0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,
2022-08-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,
2022-09-01,0.0,0,0.0,0.0,0.0,0.0,0,,0.0,26809.76664,0.0,0.0,,0.0,0,,0.0,,0.0,,,,,,,,,,,,,,,
2022-10-01,0.0,0,0.0,0.0,0.0,0.0,0,,0.0,26980.30357,0.0,0.0,,0.0,0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,,,,,
2022-06-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,
2022-07-01,0.0,0,0.0,0.0,0.0,,0,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,
2023-04-01,36014.58571,0,0.0,,0.0,,0,,0.0,222278.8931,0.0,179.14251,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,
2023-05-01,36014.58571,0,0.0,,0.0,,0,,0.0,222395.90787,0.0,169.14251,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,
2023-07-01,36014.58571,0,0.0,,0.0,,0,,0.0,210644.52791,0.0,165.14251,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,,,
2023-06-01,36014.58571,0,0.0,,0.0,,0,,0.0,212235.66208,0.0,165.14251,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,
2023-03-01,36014.58572,0,0.0,,0.0,,0,,0.0,226071.22111,0.0,189.14251,,0.0,0,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,
2023-02-01,36014.58572,0,0.0,0.0,0.0,,0,,0.0,229503.83258,0.0,189.14251,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,
2023-12-01,38184.11505,0,0.0,,,,0,,,201268.62331,0.0,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,,
2023-09-01,36014.58571,0,0.0,,0.0,,0,,,207741.91504,0.0,155.14251,,0.0,0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,
2023-10-01,36014.58571,0,0.0,,0.0,,0,,,206442.9185,0.0,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,,
2023-01-01,36014.58572,0,0.0,0.0,0.0,,0,,0.0,229692.97379,0.0,192.54251,,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,,
2023-11-01,35814.95662,0,0.0,,0.0,,0,,,201222.20361,0.0,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,,
2023-08-01,36014.58571,0,0.0,,0.0,,0,,,209193.11031,0.0,155.14251,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,
2024-06-01,43724.29068,0,0.0,,0.0,,0,,0.0,224361.72876,0.0,,,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,
2024-05-01,41843.35357,0,0.0,,,,0,,0.0,219478.93771,0.0,,,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
2024-04-01,41371.42811,0,0.0,,,,0,,0.0,217005.26311,0.0,,,,0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,
2024-01-01,40064.50895,0,0.0,,,,0,,,211041.10332,0.0,,,,0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,
2024-02-01,39950.79959,0,0.0,,,,0,,0.0,210560.46098,0.0,,,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,
2024-03-01,40302.15938,0,0.0,,,,0,,0.0,212401.57399,0.0,,,,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,
