Date,35,46,68,10,25,43,86,66,01
2020-11-01,0.0,0,0.0,,,,,,
2020-08-01,0.0,0,0.0,0.0,,,,,
2020-09-01,0.0,0,0.0,,,,,,
2020-10-01,0.0,0,0.0,0.0,0.0,0.0,,,
2020-12-01,0.0,0,0.0,0.0,,,,,
2020-07-01,0.0,0,0.0,0.0,,,,,
2021-06-01,0.0,0,0.0,0.0,,,,0.0,
2021-04-01,0.0,0,0.0,0.0,,,,0.0,
2021-10-01,0.0,0,0.0,0.0,,,,0.0,
2021-11-01,0.0,0,0.0,,,,,0.0,
2021-12-01,0.0,0,0.0,,,,,0.0,
2021-02-01,0.0,0,0.0,0.0,,,,0.0,
2022-02-01,0.0,0,0.0,,,,,0.0,
2022-01-01,0.0,0,0.0,,,,,0.0,
2020-02-01,,0,0.0,,,,0.0,,
2020-03-01,,0,0.0,,,,0.0,,
2020-06-01,,0,0.0,,,,0.0,,
2020-05-01,,0,0.0,,,,0.0,,
2020-04-01,,0,0.0,,,,0.0,,
2021-07-01,,0,0.0,0.0,,,,0.0,
2021-05-01,,0,0.0,0.0,,,,0.0,
2021-09-01,,0,0.0,0.0,,,,0.0,
2021-08-01,,0,0.0,0.0,,,,0.0,
2021-03-01,,0,0.0,0.0,,,,0.0,
2022-12-01,,0,35978.99664,,,,,,0.0
2022-03-01,,0,0.0,,,,,0.0,
2022-11-01,,0,35998.35345,,,,,0.0,0.0
2022-08-01,,0,35997.5038,,,,,0.0,
2022-09-01,,0,35998.32505,,,,,0.0,
2022-10-01,,0,35978.95668,,,,,0.0,
2022-06-01,,0,37944.37658,,,,,0.0,
2022-07-01,,0,35396.8163,,,,,0.0,
2023-04-01,,0,35998.22463,,,,,,
2023-05-01,,0,35978.85463,,,,,,
2023-07-01,,0,35976.89787,,,,,,
2023-06-01,,0,35995.65248,,,,,,
2023-03-01,,0,35940.22385,,,,,,
2023-02-01,,0,35998.49004,,,,,,
2023-12-01,,0,35976.87947,,,,,,
2023-09-01,,0,35996.14653,,,,,,
2023-10-01,,0,35977.07136,,,,,,
2023-01-01,,0,35998.39408,,,,,,
2023-11-01,,0,35996.43625,,,,,,
2023-08-01,,0,35996.25983,,,,,,
2024-06-01,,0,30822.58368,,,,,,
2024-05-01,,0,32013.77291,,,,,,
2024-04-01,,0,32944.76661,,,,,,
2024-01-01,,0,35996.55951,,,,,,
2024-02-01,,0,35994.96752,,,,,,
2024-03-01,,0,34444.43575,,,,,,
