Date,00,01,10,11,14,16,17,18,19,20,22,23,24,25,26,27,28,33,35,41,43,45,46,47,52,56,68,71,72,77,80,86,49,84,81,13
2020-11-01,7.3437,3384.50132,0.0,0.0,0.0,0.0,0.0,2587.87762,0.0,0.0,0.0,0.0,0.0,1817.21135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7214.58901,0.0,21284.06265,4273.43898,10408.84181,0.0,0.0,19543.06165,0,0.0,,,,
2020-08-01,10.48995,3273.54341,0.0,0.0,0.0,0.0,0.0,2532.92321,0.0,0.0,0.0,0.0,0.0,1769.47795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7215.32486,0.0,20553.39585,4163.33739,10164.30994,0.0,0.0,20156.53537,0,0.0,0.0,,,
2020-09-01,9.44491,3304.01152,0.0,0.0,0.0,0.0,0.0,2500.29948,0.0,0.0,0.0,0.0,0.0,1755.71386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7215.14138,0.0,20450.88744,4130.24241,10188.24037,0.0,0.0,19865.59624,0,0.0,0.0,,,
2020-10-01,8.39943,3355.61384,0.0,0.0,0.0,0.0,0.0,2575.19226,0.0,,0.0,0.0,0.0,1808.30367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7214.64297,0.0,21120.64461,4253.22251,10354.35452,0.0,0.0,19894.36387,0,0.0,,,,
2020-02-01,16.18062,2705.66158,0.0,0.0,0.0,0.0,0.0,2292.59647,0.0,1990.0,0.0,0.0,0.0,1592.36593,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7215.24318,0.0,18190.67529,0.0,8657.51626,0.0,0.0,15897.50973,0,0.0,0.0,0.0,,
2020-12-01,6.23293,3463.47373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.11558,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7214.73575,0.0,21363.88878,4270.215,10584.05343,0.0,0.0,19089.6911,0,0.0,0.0,,,
2020-03-01,15.21657,2660.99216,0.0,0.0,0.0,0.0,0.0,2259.60537,0.0,1990.0,0.0,0.0,0.0,1569.45134,0.0,0.0,0.0,,,0.0,0.0,0.0,7216.18794,0.0,17976.88042,0.0,8545.2349,0.0,0.0,15463.26256,0,0.0,0.0,0.0,,
2020-06-01,12.51931,2958.61959,0.0,0.0,0.0,0.0,0.0,2469.84136,0.0,0.0,0.0,0.0,0.0,1719.29078,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7215.32486,0.0,19859.90129,4046.66162,9407.29535,0.0,0.0,20763.37922,0,0.0,0.0,,,
2020-07-01,11.53036,3001.61626,0.0,0.0,0.0,0.0,0.0,2441.13061,0.0,0.0,0.0,0.0,0.0,1705.63532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7215.24625,0.0,19756.09864,4013.82463,9443.77053,0.0,0.0,20232.57503,0,0.0,0.0,,,
