Date,01,05,10,11,22,23,24,27,41,42,46,47,49,68,69,73,77,45
2020-11-01,0.0,0.0,33147.58561,0,33120.73913,0.0,0.0,0.0,14737.18769,0,91687.10647,0.0,0.0,11495.58255,0.0,0.0,0.0,
2020-08-01,0.0,0.0,32004.5473,0,33120.73999,0.0,0.0,0.0,14472.03012,0,89606.97634,0.0,0.0,11301.42255,0.0,0.0,0.0,
2020-09-01,0.0,0.0,32005.73982,0,33140.79198,0.0,0.0,0.0,14736.00701,0,90554.34423,0.0,0.0,11549.18288,0.0,0.0,0.0,
2020-10-01,0.0,0.0,32586.12262,0,33140.79198,0.0,0.0,0.0,14745.21763,0,91159.27527,0.0,0.0,11575.4273,0.0,0.0,0.0,
2020-02-01,0.0,0.0,30186.11862,0,30422.21144,0.0,0.0,,15786.76436,0,64425.58851,,0.0,14044.51953,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,33729.25085,0,33742.35077,0.0,0.0,50136.20539,15005.05465,0,118931.80302,,0.0,11781.76232,0.0,0.0,0.0,
2020-03-01,0.0,0.0,30298.42564,0,30395.90163,0.0,0.0,0.0,14492.79872,0,59042.74283,0.0,0.0,14102.84173,0.0,0.0,,0.0
2020-06-01,0.0,0.0,31404.16911,0,20581.28492,0.0,0.0,0.0,14470.80197,0,88409.64448,0.0,0.0,11306.89272,0.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,31984.69066,0,33140.79198,0.0,0.0,0.0,14736.40545,0,89508.23225,0.0,0.0,11541.48403,0.0,0.0,0.0,
2020-05-01,0.0,0.0,31303.80733,0,20240.99575,0.0,0.0,0.0,14726.57092,0,88982.91012,0.0,0.0,14374.09195,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,30723.33085,0,30499.18033,0.0,0.0,0.0,14460.99605,0,87282.15983,0.0,0.0,14097.68575,0.0,0.0,0.0,0.0
2021-07-01,0.0,23740.22717,59607.01783,0,,18447.31109,0.0,,40313.35506,0,249292.4948,,20858.04254,54247.74969,,,22600.56183,
2021-06-01,0.0,23335.89581,58676.66761,0,,18988.70555,0.0,,39690.43954,0,245180.85479,,20538.08857,54298.45881,,,22243.59173,
2021-04-01,0.0,24639.39979,56846.28173,0,,0.0,0.0,,38465.1021,0,213363.94559,,19900.69723,53795.70503,,,21541.16668,
2021-05-01,0.0,22944.6074,57776.33654,0,,0.0,0.0,,39087.6576,0,215664.07531,,20226.40949,54146.60211,,,21898.13679,
2021-03-01,0.0,24864.08414,55560.24738,0,,0.0,0.0,,37903.00036,0,210043.50651,,19604.24321,12381.59139,,,21218.76272,
2021-02-01,0.0,30336.44651,55691.64584,0,,0.0,0.0,,37280.95774,0,206326.77872,,19282.0088,12160.83824,,,20861.81548,
2021-09-01,,24535.84877,61437.80033,0,,17571.64677,30885.45457,,41539.08457,0,257294.29183,,21496.81305,54809.84829,,,23302.98971,
2021-08-01,,24131.51558,60507.42271,0,,17640.99564,0.0,,40916.21257,0,253224.63,,21168.22129,54319.27604,,,22946.01677,
