Date,01,11,24,46,51,64,68,77,10,35,55
2020-11-01,6956.34155,5183.43975,12547.52177,71659.38063,70053.71125,0,31626.68482,15528.51721,,,
2020-08-01,6624.19577,5024.49011,14206.84668,67972.58609,64126.38856,0,30821.54314,15147.90219,206.65274,,
2020-09-01,6731.16339,5078.04924,14408.1422,69214.87557,64194.32321,0,31091.59088,15276.1529,208.94701,,
2020-10-01,6841.95272,5129.88062,14602.95274,70417.09116,68542.86418,0,31301.13708,15400.2665,,,
2020-02-01,0.0,4710.04625,13025.25955,252908.32362,0.0,0,0.0,18969.26313,193.18317,0.0,6415.06845
2020-12-01,7065.74301,5235.27114,12712.98685,72861.59623,71263.67006,0,31766.68482,15652.63081,,,
2020-03-01,0.0,4760.14994,13213.51997,246268.65382,0.0,0,0.0,19164.51287,195.32942,0.0,6507.3293
2020-06-01,6398.71521,4919.09959,13810.7525,257011.75649,61215.5105,0,30259.9492,19783.92581,202.13821,,6800.01889
2020-07-01,6512.69514,4970.931,14005.55406,66730.29665,61262.12957,0,30525.9954,19985.90829,204.35847,,
2020-05-01,6283.94294,4865.54047,13609.51006,261963.92036,60808.19132,0,30013.40146,19575.21058,199.84395,7122.7355,6701.39523
2020-04-01,6167.85839,4813.70906,13414.75772,267682.663,62705.71241,0,29786.35526,19373.2281,197.62369,7051.47495,6605.95297
