Date,01,11,16,23,31,41,42,45,46,47,49,53,55,62,64,68,77,79,81,93,25,10,52,00,28,82,35,43,56,70,80,73
2020-02-01,2111.02279,0.0,0.0,0.0,0.0,12791.32886,1024.57137,28191.59977,0.0,2124.62092,0,1278.95063,518.05357,594.29156,265.16581,1256.28396,0.0,131.10031,4898.91171,0.0,,,,,,,,,,,,
2020-06-01,920.04965,0.0,317.33086,0.0,0.0,14059.61562,1127.33014,30278.82354,0.0,2310.90578,0,0.0,478.43049,592.86468,276.62745,1326.25919,0.0,,4924.09225,0.0,0.0,,,,,,,,,,,
2020-05-01,1095.17417,0.0,310.75598,0.0,0.0,13938.23074,1109.89526,30354.1715,0.0,2316.53147,0,0.0,491.51196,590.69976,273.691,1328.05374,0.0,,4984.0245,0.0,0.0,,,,,,,,,,,
2022-12-01,0.0,0.0,,0.0,0.0,0.0,2353.90432,31587.63692,0.0,1343.59266,0,,,0.0,0.0,11315.46249,,,,1024.87719,,0.0,0.0,,,,,,,,,
2022-11-01,0.0,0.0,,0.0,0.0,0.0,2336.55472,33086.83138,0.0,1327.36831,0,,,0.0,0.0,11610.59852,,,,1067.3132,,0.0,0.0,,,,,,,,,
2023-04-01,4575.12328,0.0,,,0.0,,786.74564,21093.19572,0.0,1408.89085,0,,,538.27733,0.0,10655.01126,,,,886.31089,,0.0,,1096.32663,,,,,,,,
2023-05-01,0.0,0.0,,,0.0,,790.72247,19289.51974,0.0,1425.0425,0,,,455.5749,0.0,10286.25643,,,,901.76597,,0.0,,1096.32663,,,,,,,,
2023-07-01,0.0,0.0,,,0.0,,798.80889,13759.16782,0.0,1457.84031,0,,,372.51718,0.0,9515.10839,,,,,,0.0,,1096.32663,,,,,,,,
2023-06-01,0.0,0.0,,,0.0,,794.83205,17423.23362,0.0,1441.71914,0,,,413.68891,0.0,9905.93384,,,,480.45058,,0.0,,1096.32663,,,,,,,,
2023-03-01,4498.43013,0.0,,0.0,0.0,0.0,873.41871,22148.60607,0.0,1392.18295,0,,,0.0,0.0,10723.61541,,,,870.33768,,0.0,,,,,,,,,,
2023-02-01,4529.1589,0.0,,0.0,0.0,0.0,1322.87642,22880.59269,0.0,1377.08477,0,,,0.0,0.0,10913.09782,,,,980.05806,,0.0,,,,,,,,,,
2023-12-01,0.0,,,,0.0,,814.75937,741.30592,0.17932,1539.82169,0,,,165.64937,0.0,7965.27106,,,,,0.0,0.0,,1090.5285,0.0,,,,,,,
2023-09-01,0.0,,,,0.0,,807.02804,898.08894,0.0,1491.11273,0,,,289.42603,0.0,8817.50566,,,,,,0.0,,1096.32663,,,,,,,,
2023-10-01,0.0,,,,0.0,,811.00488,844.61794,0.0,1507.1865,0,,,248.60833,0.0,8668.57127,,,,,,0.0,,1096.32663,0.0,,,,,,,
2023-01-01,0.0,0.0,,0.0,0.0,0.0,2371.83208,28329.51452,2.72524,1360.34607,0,,,0.0,0.0,11169.9191,,,,1024.76975,,0.0,,,,,,,,,,
2023-11-01,0.0,,,,0.0,,810.59628,791.00102,0.0,1523.78081,0,,,206.92809,0.0,8329.87232,,,,,,0.0,,1090.24968,0.0,0.0,,,,,,
2023-08-01,0.0,,,,0.0,,802.91846,951.44014,0.0,1474.48472,0,,,331.48218,0.0,9258.4919,,,,,,0.0,,1096.32663,,,,,,,,
2024-06-01,0.0,,0.0,,0.0,,825.05711,4821.24577,0.0,1601.93718,0,,,,1276.82002,1845.12939,,,,,0.0,,,1214.193,,,0.0,0.0,0.0,0.0,0.0,
2024-05-01,0.0,,0.0,,0.0,,808.12209,3778.92551,0.0,1601.77654,0,,,,1276.82002,10120.65861,,,,,0.0,,,1189.27062,,,0.0,,0.0,,0.0,
2024-04-01,0.0,,0.0,,,,799.00777,4071.55845,0.0,1601.60383,0,,,,1319.73805,7396.12594,0.0,,,,0.0,,,1175.85757,,,0.0,,0.0,,0.0,
2024-01-01,0.0,,,,0.0,,855.02713,691.08555,0.0,1556.38131,0,,,124.25813,0.0,7784.78915,0.0,,,,0.0,0.0,,1138.71235,,,,,,,0.0,
2024-02-01,0.0,,,,,,856.85676,635.33261,0.0,1572.87793,0,,,82.9816,1272.52494,7458.00566,0.0,,,,0.0,0.0,,1135.48051,,,0.0,,,,0.0,0.0
2024-03-01,0.0,,,,,,868.41021,0.0,0.0,1588.29112,0,,,,1295.34461,7519.62,0.0,,,,0.0,,,1145.46685,,,0.0,,0.0,,0.0,
