date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-03-31,31922721.68309,18067338.90388,47407422.4878,6585763.67832,16267533.635170002,18185199.58861,30825284.49364,9805278.04005,4666163.02686,9636782.40633,3745190.58622,797885.95134,1604815.06398
2020-06-30,38071794.48253,19695909.74425,57409962.75311,10786556.699560001,22734437.4256,29491436.191660002,24647709.13747,8044472.52144,4425773.346270001,9823035.43494,2874940.52351,891608.37464,1254865.8218999999
2020-09-30,57368484.46866,31065219.07615,67106116.699319996,12334468.90861,31700490.62841,40037714.021740004,33947608.86089,9927863.85637,6643125.52203,10741332.885639999,4211114.23957,1454636.8952800003,956410.25388
2020-12-31,51047206.18497001,31730030.37167,70202395.14242,11375116.60737,34002981.77567,41660257.19141,31374715.16339,6965063.8223,7040896.68217,11244439.57533,5420476.56203,864717.99007,1157610.46328
2021-03-31,47925118.73635,39352535.70722,68713809.16445,8244276.05655,32292926.850670002,41450234.66687,24918350.84979,9854273.756310001,6937884.35362,12699893.45613,4208958.51012,510672.9152800001,2416566.3476799997
2021-06-30,45846082.016890004,53967723.39372,66831732.649730004,8517358.190200001,29109383.20236,42046168.35103,23232215.63491,9760581.30342,6189980.58254,13337444.37068,3444493.83598,501515.11018,2097814.0264
2021-09-30,47759214.14361,64549001.05608,71618730.1438,12206452.882070001,28444203.35242,41583845.140750006,26424845.02458,18085854.84945,7249987.631750001,14447647.89491,5355131.05626,828763.9372399999,3358738.70098
2021-12-31,50183257.0898,46262972.85619,72653406.40051,19074903.58,25882384.675680004,32694298.41979,23765973.324260004,16160282.632890001,7534396.36409,15455200.37033,4329406.71641,1397228.93086,3499790.22388
2022-03-31,42802866.47929,49356839.37196,73557981.23365,29793669.890699998,22568288.35421,28889811.915710002,28605749.88719,14400997.23225,10829073.78816,16058887.09372,4220322.5679,384294.42141999997,2315856.19759
2022-06-30,53137034.08967,38079942.11546,77040227.08206,24908399.86023,20974786.29456,42664969.73594,33914536.184870005,15613940.451080002,15628929.61655,16881108.80784,5230598.28067,300350.8942,3496618.8382
2022-09-30,67060874.13818,58344208.649900004,100166179.58851999,36044030.79202,30502942.159779996,56475175.94054,26822165.1469,20147939.87429,16093530.91886,22061328.3066,9109623.69724,333460.4891,4175765.4333099998
2022-12-31,76097829.67105,61056046.271589994,102762779.12585,55401416.5005,31418362.667839997,62846514.82466,42203880.32551,24200412.521309998,13985334.95345,24438200.053099997,10057098.73257,596831.47032,6823310.19949
2023-03-31,83689589.95383,71221116.93295,117928963.75097999,67272226.30955,50025813.41096,70545775.278,40097388.08242,29148091.561750002,11658302.39204,23748043.37762,11494533.12164,873639.41798,9256114.35289
2023-06-30,74960321.90514001,54707339.28532,130219792.72372,67160698.75367,66129995.69595,65486779.871079996,37404205.78188,38086660.12412,9870177.26633,25250705.503420003,5124929.80251,579803.20864,4824933.33768
2023-09-30,63625049.37108001,35379804.630669996,115898998.49813001,69098599.77959001,61936035.58817,55337396.65336,33481247.188249998,36498561.12114,13071937.743420001,25131511.48864,5102183.31542,285046.38011,5049172.081
2023-12-31,42400159.47913,42114930.39438,85197562.48259,81161763.713,62603615.924229994,62955255.5535,37427263.87494,36013840.00305,10418418.03359,25848504.3737,6510453.08667,1089028.0649,7442721.65685
2024-03-31,92366138.03691,42262009.24398,90469606.02622999,87739027.94649,79402999.16959,69664971.51973,40035139.31398,30186980.62157,8634867.7193,28322064.70377,5244326.57541,469285.16362,6641797.30325
2024-06-30,77786862.72303,25452917.484899998,84019018.44428,61155104.73144,57680838.245340005,48377119.92095,28260433.7066,21789598.197410002,4727056.87495,19513127.82136,1655930.95722,480935.34183,4960942.32537
