date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-03-31,11176682.59733,39571509.10355,0,4510093.5921,4448664.89635,12872741.93875,8050427.501290001,17109755.69759,7709443.244250001,2158.55055,1237244.99298,1208843.70968,118386.55055
2020-06-30,12105948.05916,45005520.57548,0,2267129.4074,4952480.28452,10538368.38814,10447164.10906,11042680.90159,10860789.59165,2215.4607,2725503.5093400003,1616710.285,127799.18295
2020-09-30,13284378.367080001,52560079.30561,0,4743807.2078,4940293.38035,12414751.3471,13628215.96665,7952854.63274,11861272.777350001,2373.78645,5908077.676890001,931379.44267,154412.01854
2020-12-31,17155090.86521,60047163.75394,0,16935785.52627,6909221.4587,17721101.96213,20573383.33287,11942273.8552,14851152.415989999,2432.9604,9567338.81597,1341689.205,152046.82869
2021-03-31,22122561.42178,62256809.8548,0,30758919.37552,11950501.39123,21575004.44045,20433273.857699998,22417252.91823,20331396.80826,2416.0495499999997,19361767.31491,1867672.2356699998,157816.44639
2021-06-30,21849228.61326,62123415.51502,0,31666544.21168,12035958.20902,21462819.61638,20168300.537890002,21064935.98688,18371701.501399998,2389.01265,20456207.45955,2525513.04022,167868.58821
2021-09-30,21801495.53563,67728922.94516,0,34846182.20206,12008274.50215,17666705.32817,23418815.332709998,22534457.556309998,18685646.374229997,2310.9198,15202927.253700001,2732420.1552299997,159852.37013
2021-12-31,22074624.16766,80676938.6223,0,34832651.08446,13054413.464920001,20796077.25163,22867178.83955,30909907.648549996,21099701.66167,2269.2193500000003,18201597.52997,2938076.12125,149227.09797
2022-03-31,20891739.27323,68723034.13482,0,27656448.9027,14909631.90119,22989437.14355,21743060.2396,21041038.31515,19692226.54967,2363.4624,18440782.53736,3866841.4841,175960.12286
2022-06-30,13340862.94654,72943026.68621,0,46669688.26253,15122470.42864,18024409.112209998,22651131.10603,8066180.90625,13803354.81705,2283.9654,12910835.432459999,3616267.68057,228757.54951
2022-09-30,0.0,70965153.4247,0,43069974.668800004,16660336.47625,14330244.61668,14608611.07599,6600051.79349,13099964.76761,2552.031,8320829.8689399995,2532735.71216,384050.30697
2022-12-31,0.0,96633793.68736,0,34847706.31004,15889200.99582,10708588.46388,8919141.09604,5586791.69648,11469051.273289999,2619.36585,3987848.50863,1900272.9187500002,397341.32138
2023-03-31,0.0,89940678.89772001,0,40833373.21079,19051388.136990003,13414786.05075,10896194.92379,3971340.9241199996,15086398.51375,2701.4286,5848644.47174,2027117.60145,353109.23007
2023-06-30,0.0,133122552.55496001,0,45953077.64861,20798509.523560002,18907443.36826,11967668.92359,16855780.87673,18083215.7683,2723.84385,6175058.55458,2272326.1888,227257.64911
2023-09-30,16197615.742460001,180414854.99073,0,50989991.61676,23504507.37027,21908950.633610003,18476649.52762,29148054.4008,21099200.92093,2706.9494999999997,8800985.467780001,3014209.79594,244052.23576
2023-12-31,33107974.240280002,188000129.9679,0,57260123.75926,28710341.30403,27113242.2887,24297648.83478,29104449.10916,21225179.42365,2742.02025,10354763.78856,2965091.77678,247617.91449
2024-03-31,24590408.1557,205557260.71012002,0,57083119.514860004,30496516.49208,28204908.54674,32446735.81877,31918628.7211,24438225.017190002,2808.34695,13774982.277859999,3394312.44329,298498.39343
2024-06-30,32998071.30317,146336599.0133,0,41132283.93561,22214477.335929997,21221320.73069,24358357.40239,19924232.97931,20393516.231,3848.9948400000003,11494887.66765,2487068.0804399997,203359.05394
