date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-03-31,41087466.34043,28700383.307219997,21296621.37099,5349926.977709999,16259155.71607,24324212.77006,10618594.066599999,8534967.2717,8039169.314130001,12185090.706939999,7911102.72369,1637415.10718,3075888.72521
2020-06-30,43996492.49378,24391638.09528,22147093.740369998,5794752.06216,16771311.818990001,25261709.671669997,11800529.560759999,8640004.254250001,8423788.11891,12527415.464990001,8119018.07512,1698810.09883,2946646.59574
2020-09-30,43123431.20767,26781981.16954,23019949.59345,6762920.7364300005,17261766.82231,26954075.19716,8425596.09959,9179951.88959,8908383.57608,12191827.41565,8374754.732659999,1720155.7819,3176926.3013700005
2020-12-31,37528424.93113,28710210.682729997,24068463.514590003,7599873.246540001,18124563.33822,28928598.265639998,7250395.09169,9379519.51263,9329038.29644,11185204.03246,8807492.20201,1811183.4974599998,3573984.0526799997
2021-03-31,40818152.74443,29824662.6047,24735233.49332,9399360.0888,16974993.59178,29974097.90387,8281059.56237,9739681.2779,10027664.47111,11703380.44143,9253151.331500001,2000509.1868500002,3993381.4630499994
2021-06-30,40186882.726449996,30082272.02778,25654164.60858,12149986.89276,17133334.43275,30764476.00565,6611904.81999,10115827.96758,10614581.85258,11741322.6215,8824658.15368,1994114.2109500002,4256856.81517
2021-09-30,41955635.189150006,33033285.78248,26822668.09951,15777161.77951,18262833.76779,30493676.89738,6609931.47634,10573874.23756,11182061.92043,11239989.09704,9079041.00488,1999487.2143700002,4776537.493319999
2021-12-31,45520120.39043,36683704.2517,28493677.339539997,19918001.78779,19577927.05958,32507395.1133,8098186.90553,11052210.37493,11669386.67119,11794788.37153,9258139.95838,1923668.27018,5880726.73773
2022-03-31,47431284.803279996,38844430.44171,29146201.67802,20728261.82318,18727741.48559,33217432.406099997,9114483.96243,11714406.90155,11958745.97972,11330595.51049,9393301.84521,2006222.45846,6959010.50428
2022-06-30,47676933.97181,37863342.72954,29655071.59471,20216624.18063,18474887.26366,29691875.54705,9482210.988,12208451.84675,11933076.08426,9701241.72663,9376331.101440001,2019987.5945899999,6622330.42409
2022-09-30,52357973.79862,37390806.8708,33509137.58467,21830228.60968,18364287.40586,31973511.54275,12121775.0461,12407158.25199,12102456.55834,8083277.701130001,9478739.07248,1838911.54892,6788767.90975
2022-12-31,53346448.48493,36022451.80571,38081300.16143,25450586.85447,18242942.60697,34388214.89722,15568926.32111,12723579.47948,12172686.02285,7335599.2382,9575421.74735,1913984.57758,7177046.195459999
2023-03-31,55639581.53906,38280605.06995,42847685.35228,29451188.62339,18534754.84524,38108651.02996,19765153.9556,13496259.728860002,12914908.78538,7215779.320970001,9935789.15049,1970047.85479,7535582.74798
2023-06-30,60369176.39552,44912942.87512,48087653.33942,32103220.42839,20343839.452659998,42927716.53439,23886871.15755,14766361.49106,14489852.358169999,7945500.17071,10407077.10845,2034165.9328100001,7813374.07343
2023-09-30,66222180.59887,51863027.71871,54351814.93952,35801594.1558,24466514.31776,48111514.50239,28476736.07908,15859839.68531,16791099.18735,8831618.28933,10657561.26053,2153826.10777,8595312.38292
2023-12-31,70263158.88108,56097501.256579995,56367150.18672,40518041.81431,27750022.81042,50701020.80698,31521061.12427,17491657.501089998,18296175.20681,9437042.70561,10750442.44478,2179241.16278,9213386.70703
2024-03-31,71021268.03977999,56462904.37762,55594014.67728,36836976.30604,31369896.20776,50367381.63255,31059853.63534,17282722.85651,18812988.51198,9971699.5525,11071619.82914,2217495.8216500003,9780961.94681
2024-06-30,51331912.96782,40913719.843720004,39913268.80978,27299434.974299997,23770732.593989998,36055793.58297,23186033.81243,12798608.8456,13456689.480130002,6995090.18912,7746696.19073,1532194.7712700001,7415437.01314
