date,privatbank,oschadbank,ukreximbank,ukrgasbank,sense,first investment bank
2020-03-31,4058009.81114,2889897.33674,883112.5427700001,964020.31115,2680484.60988,30564.82951
2020-06-30,12570755.99343,2433481.7671100004,1795267.81172,879038.6567599999,2197998.54826,34674.2962
2020-09-30,4361745.805999998,3410199.3435299983,713188.66273,1182081.47618,2426432.6414799998,37948.04841
2020-12-31,8175905.8917700015,5665869.79889,4125384.1752,1754134.31677,2411463.1778799994,44119.74188
2021-03-31,3945600.42511,2462915.17864,737324.6944500001,1448860.65093,2089608.61631,43261.21217
2021-06-30,4977352.23575,3572634.94668,1955620.1186,1288210.2426999998,2283368.41245,42118.45181
2021-09-30,4482046.248919999,3494814.9972400004,1033384.9705699999,681214.96594,2156392.81511,33961.80825
2021-12-31,2465434.81704,4983779.193949999,541114.6358200004,-194170.18911999976,2812307.1865499998,3422.930580000002
2022-03-31,7145965.686749999,5468932.30987,2878617.0835,3356448.42476,3189799.78139,37324.34897
2022-06-30,11304644.279480003,7235189.795700002,3862446.9261399996,3721234.92633,6338659.40181,42619.765219999994
2022-09-30,14762655.625490002,7994718.14188,6559639.166290001,1884875.6111399988,5331963.136460001,53008.42911
2022-12-31,5348020.541589994,6139502.819529999,1531033.3461999986,2555160.0390500017,5961285.121089999,78697.68722000002
2023-03-31,5682609.0987,2854325.02159,433400.87679,410662.09157,1658585.0677200002,-35916.03609
2023-06-30,6238123.85839,2865683.2053200006,303199.37915000005,847004.81014,962003.2491199998,25440.363530000002
2023-09-30,5380002.620010002,3639449.9796699993,489429.70251,1902003.94606,1840745.61191,40708.060900000004
2023-12-31,11571537.4124,4786126.0300900005,967649.3188799999,1392698.8660600008,4800707.9339,-4657.983080000002
2024-03-31,6698827.61309,3681049.5128,-155447.74355,874213.64228,1370917.52968,20753.2162
2024-06-30,4162789.2655499997,2388529.3724599993,-9177.6875,847951.4744899999,1253064.81191,16700.527879999998
