date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-03-31,1396063.97376,1087303.586,1057425.9305,725185.70147,490674.63283,527185.71623,67593.86438,482158.93182,316133.61925,175504.22121,313297.63318,35069.81405,238800.43591
2020-06-30,1398747.5010600002,1059386.9724100002,971548.7642399999,699835.5816,486565.91156000004,536716.82044,72225.36819,475699.16701000003,348984.1591300001,162091.48955,299682.7422000001,34024.13295999999,291480.24072
2020-09-30,1449645.0441899998,1097386.6266199998,917238.4560200002,678490.6762100002,489775.25962999987,522977.73844,77334.60443,584499.5878499998,353701.27518,165585.15387000004,311286.2931499999,37092.91982000001,310115.20684
2020-12-31,1575488.0781100001,1514030.0391700002,1095586.87083,927667.0978000001,519421.2955100001,611787.3017900002,81878.28976999997,568987.7738300003,400112.5243699999,126423.64609,390779.98951999994,50773.66898,337077.9321600001
2021-03-31,1486182.45576,1235201.0464,1062978.40376,890563.43181,500897.09551,583418.57169,79328.81168,476070.70283,351341.90435,160112.71401,338672.17567,43725.40496,414490.12871
2021-06-30,1507460.80782,1370452.4364699998,1076922.73242,1218354.7293500002,513096.28351999994,587767.0358100003,87322.35444000001,482973.57087,411648.83804999996,192280.48569,408459.83765,48192.8196,393041.63467
2021-09-30,1705904.6860699998,1387967.9921499998,1009806.81305,1374766.5255799997,530545.2515100001,636063.5415599998,76275.29580999998,466147.10826999997,384419.5847900001,179047.70488999994,449099.14789,46415.22412,235039.86444000003
2021-12-31,1928462.7075899998,1862849.8343199994,1305551.82607,1786863.0612000003,595959.7851500001,646341.8859500003,106732.09489000001,592181.10833,444712.29200999974,231856.34268,556811.3689599999,383733.7463,451945.08661999996
2022-03-31,2059717.1221600005,1617493.32522,1327206.65544,1621511.46513,543152.63335,642740.60965,154039.44879,523295.0408,367533.85219,196038.78323,407877.92534,84624.30365,427876.09946
2022-06-30,1743768.7203199996,1117458.71042,1094057.4544800003,944322.20114,547924.7855700001,625063.41622,173659.72866999998,371223.0611699999,349703.3113099999,177820.48576999997,300692.05168,68547.7365,351284.54543999996
2022-09-30,1839717.3271899996,1217425.75729,1064872.2924099998,1648706.29122,526060.5284199999,626027.6020500001,164884.65908,478787.89524,423592.04558000003,198130.58047000004,329904.29222000006,76625.59735000003,403005.34337000013
2022-12-31,2224113.7625700003,1460041.27722,1513622.9012099998,1902881.4649099996,532822.5073800003,706154.80165,363331.64656,493470.26648,453174.31912999996,428890.21823999996,445584.8731799999,73145.28438999999,405202.87275999994
2023-03-31,2077925.57419,1468810.92935,1495564.7316899998,2468114.54183,600546.4454100002,681428.50959,238833.40952,490534.17834,383561.07144,214812.04228,459676.71046,70478.39048,418975.50798
2023-06-30,2225818.3908400005,1548119.9770700003,1423464.1072400003,2648615.9090699996,631740.3270499998,679583.4790199999,304838.2968,585605.2633300001,422312.74338,230877.46179000003,448707.97421,70086.66373,543365.08417
2023-09-30,2285952.1582199996,1782283.7949299994,1364681.8281999999,1463403.3540400006,678042.11583,745064.3990300004,265895.09693,557258.11589,453155.06116000004,233689.61548000004,428850.83738000004,72173.68680999998,552528.51732
2023-12-31,2555407.5758800004,2331959.5988299996,1891235.61063,2697749.35819,717912.3869999999,965449.2679199995,371254.7284100001,1165796.3457500003,562658.0249699999,254706.03201999993,598520.77434,85290.25963000002,852554.7911800002
2024-03-31,2305904.57347,1919580.23227,1651364.06698,2475850.49039,655499.8765499999,729335.62188,190416.71946,587605.03206,483586.52548,259525.76595000003,530342.68371,81240.44283,650471.7683100001
2024-06-30,1633363.2436799998,1453726.51656,1058480.9619200004,1458786.1758500002,469079.31152,534863.72484,255486.72727000003,541318.5485299999,367796.09039,184316.29132999998,449259.11130999995,58373.80776000001,466461.34869
