date,privatbank,oschadbank,ukreximbank,ukrgasbank,sense,first investment bank
2020-03-31,3853542.97015,2674597.54198,668484.4567699999,750871.88785,1522323.07569,28533.160670000005
2020-06-30,3963461.27473,3118182.0357800005,585994.16529,757625.1831,1572417.59977,29789.56459
2020-09-30,4391961.941120001,2901125.7454699995,1306090.0953700002,856249.4983000001,1484595.8148899996,34083.288989999994
2020-12-31,6388446.05291,4082400.663659999,484576.68918999983,1058176.0220299996,1723764.6007200005,43619.71024
2021-03-31,4107785.14272,2867120.77754,623575.10668,846999.93705,1543695.8781599998,38568.4801
2021-06-30,4721782.026850001,3538569.97956,649466.09583,824466.2959100002,1544907.6676600003,39957.05983
2021-09-30,4462678.478079999,2762520.6908899983,675901.2050399999,826709.08769,1779358.3375099995,38002.35035000001
2021-12-31,8277152.558000002,3264069.53273,835876.4392000001,1134701.1697999998,2309828.8323800005,44450.50533999999
2022-03-31,4970589.22412,4051699.75907,815012.8656600001,1421914.0929800002,2004406.63128,35132.111600000004
2022-06-30,5550211.60946,3237437.10046,569757.7994100001,930729.5693099997,1577370.19347,29989.27998
2022-09-30,4556652.342529999,3715609.701610001,922233.1196599999,941111.5351499999,1942432.8243599995,28687.56136
2022-12-31,7156333.294580001,4361915.075789999,779043.6270099999,1000047.4690900003,2619222.2785400003,26902.834759999998
2023-03-31,4969906.817989999,3513217.3972200006,913582.54586,1133989.29005,1828660.64845,25016.975600000005
2023-06-30,6225874.951470001,3759740.1081899996,748053.7435399999,1084529.62617,1715676.82585,25473.85535
2023-09-30,5930773.167799998,3656328.3545899997,864232.0448800002,1051550.9684199998,1480446.60927,50095.13851999999
2023-12-31,7245954.6532000005,4666306.9858800005,1030334.16879,1196017.51946,1752697.26083,27426.091020000007
2024-03-31,5595857.5423,4360866.331139999,810120.02233,1182231.25028,1537495.88156,24579.83196
2024-06-30,4250516.210779999,2933714.7193600005,544816.38195,813458.93609,1228030.1280100003,16715.67605
