date,privatbank,oschadbank,ukrgasbank,ukrexim,sense,first investment
2020-03-31,69820486.22784,54048440.48779,9101831.99945,17040102.39739,20170307.7668,1464727.2552
2020-06-30,58755088.85063,97974239.38876,0.0,52727893.80038,12608052.566,2516212.6598199997
2020-09-30,23807778.1096,145713456.30179,0.0,97669128.30356,7503523.986,1660995.65387
2020-12-31,65799951.7067,178734026.76182002,3500478.14127,161137993.17995,13505176.028,1899712.68987
2021-03-31,48467101.25985,207318874.63463,0.0,157807578.16949,36842907.48194,3007719.2107100002
2021-06-30,60440511.84725,215023967.70839,0.0,153445506.91862,45355116.83877,3629538.8319699997
2021-09-30,37775651.33412,185497564.84179997,0.0,144429201.00205,37567152.94013,2844791.43957
2021-12-31,66973313.30413,211961832.54727,13007260.27,135085708.66986,33165707.77482,2823496.8226199998
2022-03-31,8333737.99463,216271225.43736,8001972.64,103359207.84354001,20921686.09043,2589911.55086
2022-06-30,67131949.27347,230964223.26213002,8005917.84,90561053.23218,18137457.90643,2064867.96446
2022-09-30,147338922.57698,171168883.45511,3005671.23,75190839.4404,14330661.76639,2144171.1123
2022-12-31,239872395.80190998,212776170.84771,22022684.97,107403791.00332001,14578917.06808,2064615.01106
2023-03-31,177852926.3113,227421588.6703,20228104.122,111264102.30899,22820375.379380003,1906671.60666
2023-06-30,214052408.44349998,226646257.13107002,47057534.46,132578887.31029001,27200700.27831,1879946.1297600002
2023-09-30,253947271.0809,264670073.40247998,18018739.74,116805092.36071,54603806.67717001,512450.06776
2023-12-31,326249059.08450997,297562170.95019,54417628.90839,144596154.97117,81021050.07734999,727987.3589100001
2024-03-31,277305978.89063,370386013.00508,69332193.19436,135863808.29165,80062072.88799,698415.2490600001
2024-06-30,186581443.98905998,275162206.21585,54778614.863189995,69957178.73621,41911313.75883,457883.37964
