date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-03-31,40160924.454280004,0,30988822.16615,5769596.256999999,19733650.274,25508393.759499997,39277866.12021,0.0,2364427.47815,10044373.77049,7015953.558,241083.5516,2004556.55727
2020-06-30,48466383.419130005,0,36784604.33204,8567121.60158,18709521.842,18709320.001,27412554.64481,1000218.58,808430.48218,8474942.0765,5652120.226,177026.28399999999,2551956.28415
2020-09-30,48272807.70872,0,42022788.51321,7569373.07889,14105666.655,21112173.295,26401965.84699,8653989.0665,1037785.99675,9475175.409839999,900508.194,170023.22377,2101422.95084
2020-12-31,45458252.92835,0,46528424.827530004,4564592.8739,17205464.472,15405413.907,18055375.68307,10453062.8475,2365997.48312,5582354.09836,5301884.426,44006.01084,1985948.7705
2021-03-31,57880456.86791,0,42417641.10936,5509908.97298,18510254.767,16310453.091,19760205.479450002,5022475.613,291308.52607,5033300.39075,3001978.079,724201.23144,937186.19253
2021-06-30,53507704.241569996,0,45189723.00069,4701166.892000001,16809268.5,10655895.629,15708042.46576,5801182.194,0.0,2401818.49315,1200801.372,842149.9438799999,1504561.72303
2021-09-30,41775332.50187,0,45813355.89225,8409651.709,9828981.426880002,9009353.35628,19278510.27398,700143.836,0.0,2724779.03751,1902252.05186,100020.548,2643589.17806
2021-12-31,34894475.33689,0,45598989.18429,13411673.654,13666186.392129999,15166734.7456,31336831.50686,5121122.2016,4002791.7785000005,4406912.19089,6306331.511,1510539.4607000002,5276070.07137
2022-03-31,42993170.93081,0,48309441.99876,20115779.281999998,14925633.18842,14919733.767560001,22631216.43836,13143240.0612,2552915.75979,3204363.02049,5907136.99,1530377.2674,5640325.26016
2022-06-30,72703720.69567001,0,80441189.26413,27014624.764,35521265.50823,29106948.608999997,27113041.09589,12455675.367,5183026.59054,2831353.15681,12855909.624,1151444.70874,6776867.46456
2022-09-30,102452256.75353,0,100633155.15239,35535597.605000004,41040454.872,40604862.054290004,62562068.493149996,11611972.623,20042078.0087,3052300.0028800005,12015123.3,1791423.74205,12007561.64385
2022-12-31,128731479.46112001,0,125458375.50919001,55349645.632,63054191.81,76445017.51236999,75764084.93151,33832073.955000006,27862090.17042,7856963.02771,16315627.42076,2937718.5021,16789777.00947
2023-03-31,140885600.37474,0,120106842.25197,48230367.148,66378999.07259,85232890.63086,93308760.27397001,36222811.068,39877791.50265,8225179.74296,16710523.338,4803023.988,19672996.16592
2023-06-30,169540389.75112,0,166295169.85322002,42713476.643,89175168.19626,95495762.48555,98085479.45206,39286575.525000006,55985036.09308,10889625.49557,28860080.83401,4271546.77465,26408330.188819997
2023-09-30,199894232.06892997,0,205761672.00958,45459789.736,103519789.42109,105846147.96868001,117072849.31507,23112868.471,48533240.48484,15982958.195719998,31411031.49569,4275536.64805,26740446.423529997
2023-12-31,190500704.23391998,0,233114393.07525,46889316.0998,111785130.89919001,101132063.03345,123585917.80821002,13660790.459999999,55872367.69973,17090810.26648,22412894.31017,3446422.2039,27603183.700570002
2024-03-31,189089545.14314,0,260248982.24234998,45863376.9411,129386682.96703,102574130.36028,113574549.18033001,18411979.532,62297433.66955,21763638.20814,23515004.132,3229882.99861,25806741.471430004
2024-06-30,99128093.74919,0,173004274.69541,29368425.84525,81553978.77106,57277071.28783,79529323.77048999,10253780.7125,44112582.22997,15966390.3739,11704248.895,1535085.25395,16763329.158860002
