date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-03-31,2761612.13149,2357276.77399,1711068.24113,1123424.92968,947370.89106,1417843.5254799998,565807.2955,641784.9320200001,571720.39595,416021.29108000005,481770.74578000006,58584.265499999994,521162.6196
2020-06-30,2890273.95102,2071012.3293899992,1417775.19442,989833.6581600001,849336.4242599998,1184565.7181700002,511002.6808099998,580352.5629299999,547104.2486599998,371701.90762,414081.0620999999,48199.77853,507148.12145
2020-09-30,2901957.907879999,2371264.8531300006,1402756.05773,1076961.70615,878193.2771000003,1317301.6948599997,487234.5051300002,871139.2489700005,642218.5122600002,398101.38662999985,525702.76489,52409.7791,595374.8007000001
2020-12-31,2845316.2260700017,2278911.9469399992,1554869.51552,1481419.8038399993,946035.6622199998,1438818.50911,455277.3633000001,652896.1525399995,680431.9750999999,387372.46643000003,581770.25352,66050.39684999999,662106.72073
2021-03-31,2824862.55618,2635183.52598,1509374.9233,1980431.23836,931797.03928,1446324.01496,509093.56377,780322.1746299999,647093.61266,371822.24415,598184.96691,120130.56717,658386.2778
2021-06-30,3053701.6826500003,2778197.2319700005,1566647.0240400005,2214347.0238700006,1013716.21681,1600286.80244,518928.90825,814924.6447000002,707777.23837,410814.30233000003,607394.8890000002,81031.52319,735327.5247
2021-09-30,3281128.6875,3046177.8943099994,1703375.9327999996,2489079.17524,1109761.84365,1694211.85597,644640.3783300002,835067.6407799998,687733.9887600001,455838.50188999996,644267.0360999999,103697.61260999997,825534.4398
2021-12-31,3512939.63349,3458169.1661799997,1974566.99907,2735844.742559999,1212516.6681500007,1870928.7118699998,751473.5047299999,941941.4376900005,738508.99767,477282.41653000005,762844.5268600002,230945.4254200001,909803.94949
2022-03-31,3492415.8219600003,3624470.5669,2014177.35781,2752949.0779500003,1228728.56947,1837186.6717,699959.2003499999,758635.22084,682389.81627,424371.60797,732008.17733,103097.28525,987438.73166
2022-06-30,4057625.6539999987,3708727.6181199998,2713097.54861,3892736.99256,1518356.38557,2055907.02858,767674.3334700001,1325168.9106800002,921153.1884000002,430608.62192000006,963538.36276,85440.61377000001,1430795.00697
2022-09-30,5804828.716300002,3527384.3035199996,3792830.7095,4524082.28018,1943752.7256299998,2365969.19722,1631092.5387399998,1163335.0011700005,853343.2222199999,420010.61597999977,1230645.6854700001,103539.43041000003,1342598.53908
2022-12-31,6032386.90329,4592080.537420001,4054341.805850001,4222094.61303,1929355.9688900001,2731056.02381,1769504.7575999997,1157739.8095999993,1040533.7487900001,565150.8386600001,745006.15074,80165.68146999995,672678.0074700005
2023-03-31,5706792.716779999,3539229.2562000006,3819899.88963,4186888.17795,2060489.48514,2623037.02231,1915424.01556,1035302.4305,1005440.21974,539190.99844,851933.71336,83246.59237,880728.7247600001
2023-06-30,5476742.20772,3716279.5659499997,3766303.19183,3698114.2622699994,2182210.20525,2556706.1927900007,1933834.8019100002,1009884.90139,984796.5553799999,642403.55388,715047.5999700001,87249.4332,780075.8561000001
2023-09-30,5767171.876260001,4200780.66617,3964269.2025699997,3282440.7810700005,2411712.7019999996,2462889.4891999997,2076146.2048199996,1298305.5309000001,1151270.36222,687571.7090700001,824336.68863,107521.20643999998,1021454.7334600003
2023-12-31,5636541.014119998,4587393.803789999,3863791.9787099995,4625369.87912,2387270.392000001,2742234.80341,2246325.5123200007,1474680.21862,1199907.38779,741091.6923699998,859999.1046099998,104246.38340000005,1114074.4752899995
2024-03-31,5458388.583000001,4511266.857679999,3831089.9713000003,4755127.2897,2513877.30183,2495836.73684,2004238.97121,1312292.60358,1206649.35861,722605.02591,924463.48484,101634.3113,1266050.17707
2024-06-30,3679467.8365100003,2910030.1802600008,2569733.8644999997,2928349.650060001,1687312.3735600007,1705819.10299,1330705.9556799997,986516.8298500001,837080.1259000001,462950.52540000004,641496.57409,74202.59823999999,910143.5775300001
