date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-03-31,280936812.64443004,199345781.34647,175489988.37469,66097868.936909996,127913030.10477,157856366.85375002,97880771.87168,86327431.64666,60063376.74656001,75618280.62553,60180917.54107,8949024.95039,26376291.806780003
2020-06-30,300376485.27203,203963192.52151,188763487.79362,74206023.25760001,132882648.49879,157765492.63469002,78670166.39074,84980048.1875,62402042.13926,77369163.14166,62537470.43981,10000917.19314,26120828.737850003
2020-09-30,318610620.36142,229936077.50370997,205241593.21560997,84170857.03615001,144330461.67417002,176880939.12666,92959517.4172,95733055.58309,69418813.65116,81630730.66330001,67359990.45124,10354323.23402,28751227.861589998
2020-12-31,327378653.94781,244747222.34461,218385783.34208,100409784.18753,155767324.06874,183188762.5244,87072563.55004,100293624.70907,75450917.93815,82193776.79751,73856906.01797,10401418.49918,31770526.83025
2021-03-31,349552231.52342004,261277195.57322,211885150.92938,120486067.33489001,157511869.33781,193108175.50234,84280438.11207,106689022.78705001,80200778.0945,82342122.96538001,76087107.44127,10902386.03968,34187899.70391
2021-06-30,360293504.32339996,285044066.77618,215076768.28517002,130404503.77176999,154355335.82988,194047392.19571,81243479.33717,110942695.10009,82430780.44537,84541912.39321,76781974.33201,12282108.69551,35998832.63294
2021-09-30,374320126.66627,320944654.49853003,222854018.01459002,147535914.30086,164594390.27412,198465849.79412,98193120.93786001,116614080.89908999,88817338.19508,88825726.95478,77284281.38358,12245816.1275,41767372.184030004
2021-12-31,395080847.87937,330259784.43173003,231450534.72132,167011984.39818,176126101.6225,212716829.08273,109744866.68311001,131637647.28387001,96087676.36199,93766014.56943001,87138123.74778,12585535.86547,46775072.60493
2022-03-31,410933333.15005004,334567737.93002,248230721.56801,187474696.92209,191594387.37687,228071756.60618,107858680.33894001,132694631.69436,97116574.40262,97495979.44431,91871722.26511,11875825.44659,48402210.10799
2022-06-30,437892523.84507,322535489.80423,269001491.05392,196459259.80039,198398244.56730002,241208634.13068,116871564.09830001,114154104.29077,100507855.52934,100536326.29375,91798307.02013001,11113172.63163,50271902.167109996
2022-09-30,483770991.97792995,350317015.30846,303054469.82971,221289149.64473,213625902.9808,260758603.20555001,138945113.58429,120030897.08431,111517685.50012,107879118.35372,91993157.79565,10602761.5147,57259543.85377
2022-12-31,532594176.79538,376976091.04811,326073395.30881,261541301.27595,227762830.32560003,290810706.3087,157948623.15665,138663268.84579998,120322838.05974999,109140150.11622,93573511.23122,10969030.8827,63771466.61519
2023-03-31,563189345.9068,380147188.96371,350583665.04279,286782682.30136,259980041.32873,303210186.70962,174136091.93181,148264409.8899,128628294.88501,111654294.95778,97454259.46521,12975947.48347,71218480.80729
2023-06-30,563082671.0055001,398190776.38927,400120653.31222,302972037.07581997,291052729.33993995,314287956.62962,180134029.38348,166780921.84816998,140803436.01516,116625596.31715,106964023.07476,12557637.10426,74188611.47211
2023-09-30,585312907.6554301,434497619.81079996,420382191.60618997,314792512.42928,302952677.81837,309359454.67649,196945831.88223,169795078.46349,153676351.41537,119927534.29659,111852987.6153,12661272.02719,77272672.17759001
2023-12-31,595826379.13163,462896165.82229,420587091.20416,349431743.40619004,319775913.60172,325953911.43444,207793932.86435002,167361505.15379,163748640.77073,120129775.55085,106777365.82820001,12807910.178830002,82508330.56131001
2024-03-31,630196585.07855,487593838.25349,454077663.82105994,366333502.38937,350530710.60505,335111776.85529,212516163.46789998,172148338.72312,170142905.15912,125010066.50026,111545020.99345002,12238289.934190001,83415529.94768
2024-06-30,429168090.20326996,339727481.87587,330709867.97591996,255924557.27717,236199991.17196,225131565.44002002,151410641.5391,117554530.43705,115725074.86436,84945427.46982,72616639.6112,7828636.81246,57024130.036469996
