date,a-bank,alpari bank,altbank,ap bank,asvio bank,b concord,b industrialbank,b lviv,bank 3/4,bank alliance,bank avangard,bank credit dnipro,bank familny,bank for investments and savings,bank grant,bank portal,bank trust-capital,bank ukrainian capital,bank vostok,bta bank,cb accordbank,cb globus,cb privatbank,citibank,clearing house,cominvestbank,credit agricole bank,credit europe bank,creditwest bank,crystalbank,deutsche bank dbu,eib,first investment bank,fuib,ibox bank,idea bank,iib,ing bank ukraine,kredobank,metabank,motor-bank,mtb bank,okci bank,oschadbank,otp bank,piraeus bank icb,pivdennyi bank,policombank,poltava-bank,pravex bank,procredit bank,radabank,raiffeisen bank,rws bank,seb corporate bank,sense bank,sky bank,tascombank,ukrainian bank for reconstruction and development,ukrconstinvestbank,ukreximbank,ukrgasbank,ukrsibbank,unex bank,universal bank
2020/01/01,0.004401070916743575,0.00013104609535415668,0.0007320295955952035,0.0006119277069905301,0.0005919183414626518,0.0011229006573984363,0.0022786861176970225,0.0017334912118038299,0.0005130536664137833,0.0019362069382362858,0.0005636799894396012,0.0061116328264536855,0.0002461748746432478,0.002279722046027129,0.0008285388750884956,0.00017224531628709,0.00016160193013769103,0.0005803260835755468,0.005927010924564552,0.0002969425435340251,0.0016502210502029025,0.002211396759737303,0.29618143860595003,0.0168766651462865,0.0015391899737133468,0.0006996410657100939,0.019981551137470542,0.000755311704183197,0.0009027574264419177,0.0009369302024483457,0.0014747893791356844,0.0003195329581579868,0.0010153874749036914,0.03391526947984646,0.0006812554172466693,0.004227548864669768,0.002025669367374378,0.007424573962433033,0.010659205619634926,0.0005122357210683079,0.000660347722089123,0.0030380591241703217,0.00027643277571764313,0.16882417976264671,0.026448180550928898,0.0016378794538577472,0.015105609504741147,0.0003905820665794767,0.001412480975581597,0.0031143989908488123,0.013048754326622449,0.0011258369012850304,0.05105301006093544,0.0005958449511608367,0.0010624481242647523,0.047161348348300325,0.0003019498397109814,0.010711419310221208,0.00013020371930784136,0.0006569604163870311,0.10848774060452124,0.06837879306351075,0.029800900096080645,0.0005804906918554082,0.010785370644613055
2020/02/01,0.004592688468080104,0.00016431597103763152,0.00047885976062087785,0.0007206037062788193,0.0005692723352932531,0.0010002622155753378,0.0022375285449203874,0.0017605394073592954,0.00048326867104769205,0.001970161926547771,0.0006017209623693422,0.006500098930242926,0.00023114422177404124,0.0021981883764849697,0.0008246917065888072,0.00016858425159632756,0.00016074141688080415,0.000505009617042823,0.006422544477081834,0.00031789465845764083,0.001618832027229559,0.0018690005889222916,0.29050239012605067,0.017106041206804413,0.0014816872444342675,0.0006479652691955441,0.02112836724424787,0.0005981620872367515,0.0008532166970367334,0.001137938349602026,0.0015647770496880404,0.00030863391919067615,0.000832667765257718,0.033857551581935555,0.0005346060328499834,0.004331403406378453,0.0019300585072892422,0.006835711319748201,0.010200342536979556,0.000534167496232957,0.0006201209408233705,0.003054509396924316,0.0002732729772917134,0.17494407638698112,0.026487065148200296,0.0016954383067679742,0.015136403179253943,0.0004164678694812935,0.0013804857462343194,0.003043579803481074,0.012844969484451711,0.0011381468632913588,0.047077658049300274,0.0006642034575204496,0.0010748966839810553,0.04703506616951235,0.00029954271899742033,0.010357373527788915,0.00015295979383224303,0.0006232305624709529,0.10859452489292881,0.0724073420414891,0.029554013555801173,0.0004880744875428292,0.010854937874060763
2020/03/01,0.004677337298167356,0.00015638170236900183,0.0005049726699303115,0.0006390891054052067,0.0006120689546894028,0.0009991186691506956,0.0022411951418304134,0.001773172909407093,0.00043800239262243527,0.0019650424194606665,0.0005832722663470198,0.006531193926088754,0.00022946051442971846,0.002311030013432166,0.0008396799969821047,0.00017811414201421172,0.00016139585536309047,0.00047472379642028636,0.006221524595636656,0.00029210293079794054,0.0015350743370305866,0.002167949563148534,0.2931032133304534,0.01748574203905883,0.0016085091204627452,0.0006471638738679392,0.022098296130662796,0.0005071113069031891,0.0008533906718023133,0.0011505969904366657,0.0014291421813606108,0.0003162849892086259,0.0007732515838837461,0.034569115186516605,0.0005494538449552764,0.004471055897942431,0.0018995860213755957,0.006264364432328153,0.010230540159300246,0.0005178220847374956,0.0007551110676036378,0.003208609741497452,0.0002444276715995929,0.16385851527792583,0.027708043338165386,0.001689758338338471,0.014904472575118092,0.0004407820450422065,0.0013643274859383877,0.0030131252999696756,0.012988468070682373,0.0011343299643246556,0.04823632692694721,0.0006748203634879911,0.0009048261427753548,0.04694814016947217,0.0003000920851838438,0.01024210496313366,0.00017800896194052388,0.0005785377986672239,0.10724215634441643,0.07751524507277274,0.02986939790757807,0.00048533898883700835,0.011508490352601663
2020/04/01,0.004399951033266578,0.00013197963244834443,0.0007654028466809385,0.000607550042834376,0.0005558103352152805,0.0009730302069448577,0.002181689810392321,0.001759338152679817,0.0006119323602343948,0.0020044031086771316,0.0007518012924097558,0.006709367729629009,0.00020906928561101245,0.002601495201241245,0.0008243387196987403,0.00017903580492296682,0.00015228227928090272,0.0004867761860963422,0.006291472772440893,0.0002636856425415594,0.0012814024916993798,0.0019015587903991817,0.2910515780978185,0.016141811035525012,0.0015462720942836085,0.0006678171626175244,0.023019478732085104,0.0005108200075038343,0.0008243745283756627,0.0011926922953588493,0.0016437101937757353,0.000333319660770482,0.0008701281116429231,0.03484347755152301,0.0004904607135398037,0.004218720956399142,0.0025644388974238783,0.006398913659059977,0.010679677915618606,0.0005467171187340397,0.0006854148802762374,0.003092034116239536,0.00024911702712975686,0.1599636938346839,0.027581699783465485,0.0017150619682818463,0.014691886780869091,0.00038239047738657035,0.0013371724275903754,0.0030468886286531332,0.013336963439874143,0.001104040673445903,0.050193622229452346,0.0005204040724605908,0.0008429609067801267,0.05050485772101521,0.0002932137682864694,0.010575496080741495,0.00017747807318634537,0.0005294147437195747,0.11066363033932491,0.0715426384261424,0.03146637162166845,0.0004464473655322034,0.01186931815639334
2020/05/01,0.004342336101666592,0.00014427584023256153,0.0008092008031899545,0.0007335043313576606,0.0005625671820294971,0.000941959890936664,0.002208930444107554,0.0017309878333426742,0.0005771208540868806,0.00188002335847698,0.0007058638383439036,0.006712849187935387,0.0002467207748804656,0.002493456686805432,0.000819952447437045,0.00018217156374247952,0.00015311225972033514,0.00048431565611857026,0.006276248663176365,0.0002535338376043799,0.0014423684157330908,0.0018114019684643942,0.2974899127576989,0.012326544237141912,0.0016488075789443397,0.0006625751999393434,0.022695227802740657,0.00046914579828359257,0.0008469052370658706,0.001084582151047319,0.0015468163115452023,0.0003212256698807554,0.000831335475593977,0.034851720150758665,0.0005561992519108002,0.004141947677313035,0.002518184837551259,0.005856718321907271,0.010233673100820136,0.0005304794795523814,0.0006824187276457456,0.0032718180754063237,0.000241706559984009,0.15898168175406313,0.02633399628463134,0.0016723894555923425,0.014084417059364961,0.00040847070892254884,0.0014224876438997743,0.0029144033877836527,0.013135790446457105,0.0011455233111214297,0.049751743149508455,0.0005164712547962221,0.0008413171406111469,0.047882627221060105,0.00030021613390614427,0.010567153124389475,0.00016040160439484836,0.0006013965954043454,0.11071727144153963,0.07610590330124867,0.031347926365375055,0.00044866016969699894,0.012338906104112334
2020/06/01,0.004363868833889002,0.00015569353218705366,0.0007505493979294933,0.0007495453295703675,0.0005537551783351566,0.0010486426226709582,0.0022002069538801057,0.0017234633321856836,0.0005707818304144398,0.0020029737773048914,0.0010349916991248703,0.006413148190152596,0.00021979145060912531,0.0025175396672322083,0.0008195086204631854,0.00017493920523639292,0.0001541896754275793,0.0004775776114673559,0.006236735578042371,0.00024995637008354434,0.0015631011683202984,0.001971377831358933,0.29697561040759496,0.012793076532199153,0.0016971738699167978,0.0006368807046720296,0.02214153489584911,0.0004755928432148897,0.000843175402466231,0.001145281653824943,0.0020976223663169867,0.00029169510321086766,0.0009048364195644117,0.03397678814684151,0.0005635545397013803,0.004140939654574752,0.002112736070395788,0.005991626370169228,0.010407935119577326,0.0005306659493445032,0.000621307606294387,0.0036232948038138427,0.00024091560399607705,0.15627621098788544,0.026289227079939415,0.0016230355420096799,0.013901085311143695,0.00039117411808979005,0.0014117991871791503,0.002886560163950487,0.013000988494907228,0.0012081064552095413,0.05073527222731963,0.000561517449013106,0.0009367837616256803,0.04732443863094288,0.00032089425475424494,0.010396196946579306,0.00015839487868232998,0.0005436198228207514,0.11098206056278498,0.07866208004564396,0.03125611057926824,0.0004396679459194518,0.012530193634906142
2020/07/01,0.004561986286241423,0.00012894188885389512,0.0008804630163449336,0.0007633281115601814,0.0005607233415652486,0.0010803025751973108,0.0023228178384236886,0.001849851561439327,0.0006499096417793838,0.0023489043191787465,0.0009247529394406421,0.006198243958138274,0.00021448171025216414,0.0027803042776438276,0.0008700999296921392,0.00018105679274305907,0.00015016097810510235,0.00048746790760133865,0.006717937846403759,0.00024324237545399416,0.0017302489648086158,0.002019341721984662,0.29331945848286917,0.014840607090752318,0.0017336232384152362,0.0006693389911773891,0.02266616872501611,0.0005243573432091878,0.0008336415537032749,0.0011381817761079685,0.0016213627557664855,0.0002906002769852447,0.0010965061330055089,0.03478277074779013,0.0008097670200797113,0.004254846265544731,0.0021027041670964876,0.005994517011050712,0.01105509199236915,0.0005502000080909429,0.0006487008722119994,0.0035362165666120667,0.00026254230996474505,0.13850571397087733,0.02751596566222113,0.0016662069463536265,0.01518377687347056,0.00038824541408444816,0.0014643068994494093,0.003094506415656004,0.013164090332681563,0.0012724755666595814,0.05208272918021001,0.0006547484284159767,0.0010445638395005833,0.04997039788938861,0.00036393031031469163,0.010804557850855613,0.0001733655060593565,0.0005788608549722813,0.1153806065392074,0.07972970908594554,0.0332823719909911,0.0004604998009990416,0.012822599331016132
2020/08/01,0.0045707724287944755,0.00012190653695871333,0.000753510204405959,0.0007596780555507658,0.0005470349001137253,0.0010008386394320622,0.0022479041302875613,0.0019319861285651571,0.0006063443997576173,0.002540643949907758,0.0008521290004912715,0.006365406335110998,0.00022320678573753574,0.002394357539381198,0.000848269296806769,0.0001718252793520824,0.0001821609112125378,0.0005308796191775041,0.006339279085780636,0.0001951586966674286,0.0018217549155526715,0.0020856384756494863,0.2887144093378766,0.015133583108850521,0.0016806560188945775,0.0006609027251049971,0.023248335798281887,0.0004908031384146683,0.0008757465719227648,0.00120190134722276,0.0013880210078127933,0.0002926508967185204,0.0008559219275349602,0.036503065541989975,0.0007659036486160997,0.0041175477437924764,0.00214119348821956,0.006466814274499701,0.01109237363794182,0.0005919184162087066,0.0006383967495958094,0.0034175293627216616,0.0002682961649444038,0.13607323083919431,0.028146817973039733,0.0016700694811285037,0.01543898351685737,0.00038827641624319384,0.0014756938823923605,0.0033010951324181116,0.013505539472853295,0.0013250356010711878,0.05139381085952323,0.0006160604134507225,0.0010746407677080805,0.05001589295239782,0.0003679993103057875,0.010635653502698215,0.00020299037155913899,0.0005746659844544016,0.11793383907445233,0.08047857561067845,0.033859153232727084,0.00045086529258620586,0.013434454090401258
2020/09/01,0.004683056157343909,0.00011952571822860473,0.0006435018504474568,0.0007509100319133428,0.0005602144609018669,0.0010934131560692416,0.0022059093834889266,0.001976817757064723,0.0006887938629122015,0.0023790322507203495,0.000920618796482716,0.006359314390516048,0.0002076569408783004,0.0021068761960991392,0.0008507135141569457,0.00018691429645687128,0.00018396921277128432,0.0005157152210551246,0.006546202247248443,0.00019098772725783893,0.0024796382640547105,0.0022357242580497354,0.29093718910040717,0.01529842679419319,0.0017550181847657547,0.000672289336248994,0.023439040056595858,0.0004942155778814917,0.0008767107390382712,0.0014540377540708835,0.0016017805122776104,0.00030784466186965033,0.0007860840959570766,0.037084703062353404,0.0008127733027723577,0.004073540062792102,0.0020858238846570955,0.006384323302604432,0.01128972845179156,0.0005954095009605032,0.0006379862782227594,0.003609251993366268,0.00027047759634872835,0.13354023084449274,0.029048355321907554,0.0016704728008238067,0.015785067396495565,0.00038719577276346916,0.0014866643946490397,0.003214056994124204,0.01340612005069135,0.001360466471272316,0.05171330867197363,0.0007067654238269359,0.0012048960522915997,0.049393682186899525,0.0003552931260201144,0.011098472201942794,0.0002069474316545518,0.0006592252641450241,0.11569483775114836,0.0795290991650875,0.033004596122407845,0.00039504717952314775,0.013787039432566026
2020/10/01,0.0048461834628045495,0.00011927371422129254,0.0006043188003518994,0.0008325095000858947,0.0006147339866240695,0.0011395033392049931,0.002135745917915972,0.0020212007430987435,0.0006622329612474167,0.002617504829011768,0.0010263719459558994,0.00639882260166549,0.00018906487884613564,0.0021809657931711125,0.0008529373755165143,0.00016741545030698945,0.00019925476056411592,0.0005434406678819526,0.006850088960561158,0.00018764219764322583,0.002128823171003392,0.0020859960465622975,0.2920360173526462,0.015163091532412491,0.0016433922019168604,0.0006897192185200628,0.0240977854997828,0.0004563960317308156,0.0009071233935191327,0.0015274179193837808,0.001358786540900024,0.00030297515809834646,0.0008235710388132513,0.03917177488979073,0.0009509783111437439,0.00392083461766288,0.0021489523635235095,0.007139587803882321,0.011662471158579619,0.0005830672257039289,0.0007419193261770055,0.0033864214149486164,0.0002979049392121198,0.1295791832591523,0.029552509709941582,0.001629258896861978,0.01572972995559964,0.00039602913604327235,0.0014841509852925865,0.003345220097251807,0.013129536492306238,0.0014050101909440574,0.05315238734889604,0.0009195814681076706,0.0012153832913365489,0.049458981048476694,0.0003774459458215366,0.011300445845020369,0.00021136769111213048,0.0006098727278859054,0.11028216861812314,0.08055896739631567,0.03380221228117148,0.0003877429503915899,0.01405859562135461
