Date,00,11,22,29,35,41,43,46,47,61,63,68,70,36,64,69,73,81,13,52,27,25,55,10,74
2020-11-01,14935.75648,6243.01489,3255.60907,405.39952,73873.93737,4112.27327,2747.18848,35730.77292,90959.09334,12500.0,72459.3856,42750.42659,0.00083,,,,,,,,,,,,
2020-08-01,14541.52517,7201.01503,2634.22403,404.64131,70775.22252,4112.27327,695.98688,67195.77791,61232.00726,27200.0,104194.3856,50337.93932,0.00083,1.18573,92.04036,,,,,,,,,,
2020-09-01,14429.10214,8321.97836,1639.24777,411.67276,71819.3547,4112.27327,293.54075,38786.38191,60967.09286,2500.0,75889.3856,52064.34129,0.00083,,92.04036,0.0893,1.24566,2.51126,,,,,,,
2020-10-01,14862.52342,9069.84629,953.07169,404.92546,72829.80519,4112.27327,1724.95428,40835.12087,60686.06923,2500.0,73559.3856,47097.66702,0.00083,,92.04036,,,1.92471,,,,,,,
2020-12-01,14951.78233,6824.23584,2343.13229,405.42818,74884.38786,4112.27327,3472.68932,38121.40852,76838.8997,2500.0,72359.3856,39449.38467,0.00083,,,,,,,-0.21299,,,,,
2020-06-01,8071.77,,3060.76681,711.29706,68718.61311,4112.27327,1324.03525,64920.93758,61867.94876,20200.0,100666.52409,50358.96219,0.00678,,92.04036,,,,,,,,,,
2020-07-01,8007.66,,3238.24281,405.97053,69730.1691,4112.27327,1682.85597,68127.94133,61505.04919,4700.0,127283.9977,50075.92282,0.00678,,92.04036,,,,,,,,,,
2020-05-01,8091.42,,3103.57389,911.86124,68665.6883,4112.27327,3687.5114,58125.18831,61511.73803,20200.0,68683.9977,50689.49659,0.00678,,92.04036,,,,,,,,,,
2021-07-01,122941.05701,9791.46246,1720.58925,,54637.37428,4112.27327,3714.71483,36498.5666,158.4293,2200.0,30659.3856,35345.32825,,,,,,,,4012.36315,403.1414,,,,
2021-06-01,58860.78969,9924.93061,3039.06028,,54001.36091,4112.27327,3753.87096,38153.82,22441.44702,2200.0,30659.3856,36245.91978,,,,,,,,4014.00663,403.07827,,,,
2021-04-01,59683.24931,10100.35052,3339.63674,633.14589,52673.14925,4112.27327,2544.83483,43319.93012,23735.11649,2200.0,30659.3856,38005.46954,0.00083,,,,,,,4014.00342,,,,,
2021-05-01,59394.39393,10162.46865,2979.14166,,53326.3681,4112.27327,3437.45009,43174.64923,24260.15296,12200.0,30659.3856,37125.59068,,,,,,,,4012.3601,404.95783,,,,
2021-09-01,141797.23318,9998.09721,,,54920.62018,4112.27327,3655.91915,36526.18192,,4200.0,30659.3856,33537.94727,,,,,,,,4014.01616,656.39098,3348.43699,,,
2021-10-01,140081.31769,10003.87567,,,55057.67465,4112.27327,3411.6656,30473.5597,,2200.0,30659.3856,35440.95634,,,,,,,,4012.37279,607.6991,2707.76433,,,
2021-11-01,138627.95194,9672.98615,,,55199.2976,4112.27327,2692.90341,41161.79143,,12250.0,30659.3856,33701.20962,,,,,,,,4014.01928,556.59454,3330.1904,,,
2021-08-01,142047.9622,9254.94236,,,54778.99723,4112.27327,3724.6544,36482.95586,,11200.0,30659.3856,34447.5155,,3.20548,,,,,,4014.00952,453.94921,3092.78982,,,
2021-03-01,59778.87514,9785.07282,3332.02894,405.74952,51998.15644,4112.27327,557.40235,40973.95073,28700.40604,12200.0,30659.3856,39194.70919,0.00083,,,,,,,3650.16877,,,,,
2021-12-01,142601.15141,7880.34704,,,55336.35207,4112.27327,3646.70952,42789.73961,,2250.0,30659.3856,33926.75448,,,,,,,,4012.37596,505.85217,45.6646,,,
2021-02-01,56393.41377,7287.30115,2968.24865,406.17629,51388.48552,4112.27327,2137.96437,41082.83013,30185.68113,12500.0,30659.3856,38951.58117,0.00083,,,,,,,2202.7556,,,,,
2022-12-01,382267.87924,9408.65788,,,43507.33265,4152.92223,,44770.51499,,18200.0,,22318.11274,,,,,,,,3649.39644,830.06645,,1.3775,,
2022-02-01,168400.83845,10128.38747,,,55377.46841,4186.8749,,42643.40158,,2250.0,,31357.35568,,,,,,,,4010.55017,658.62953,,,,
2022-03-01,191739.17901,9415.96585,,,55377.46841,4188.1513,,42026.95486,,2250.0,,29659.11353,,,,,,,,4005.60882,869.9447,,,,
2022-11-01,341599.58922,9776.11324,,,43507.54325,4165.90944,,43894.04371,,18810.71298,,23211.86964,,,,,,,,3752.64591,830.85392,,,0.0205,
2022-01-01,143230.72449,9710.92112,,,55377.46841,4112.27327,,42341.35429,,14250.0,,32647.06621,,,,,,,,4010.54337,596.90392,,,,
