Date,11,22,28,45,46,68,77,95,01,64,42,47,10
2020-11-01,4014.74919,86455.64145,44055.05508,28596.05822,115172.02939,65963.68395,67289.5687,1461.57294,,,,,
2020-08-01,4014.62953,79761.34916,42607.26693,37692.4881,99476.2031,68192.0111,75356.06923,1913.91617,,,,,
2020-09-01,4014.67474,92372.74686,42339.27167,37950.71709,109202.25712,64033.14546,72005.44163,1767.57429,,,,,
2020-10-01,4012.61804,93283.63849,43719.1172,38197.9558,112585.73037,66497.40779,70211.61667,1619.62262,,,,,
2020-12-01,9026.73159,81629.93263,44268.4213,28780.19888,121048.38023,63909.8104,57388.84819,1309.47963,,,,,
2020-07-01,4012.50031,79890.65792,41021.05849,47235.55841,94549.97955,65125.43261,76213.77525,2060.1919,,,,,
2021-07-01,10598.46294,79482.88757,42562.47885,,107114.96661,,32411.57249,2394.44647,,,80923.53485,,
2021-06-01,10667.55265,81247.2504,42934.80589,,106449.95594,51964.75611,35902.41253,2476.37015,,,80958.83799,,
2021-04-01,9301.24897,66027.21054,43448.51711,19568.56769,105324.50707,58723.98589,40706.31806,902.01605,,,,,
2021-05-01,9296.94619,60206.25115,43288.54673,,104497.4024,54083.74379,38771.8798,747.98454,,,80829.74301,,
2021-09-01,22273.12454,103630.14453,42151.51034,,118159.11992,,26890.46166,2329.32478,,,151798.75638,,
2021-10-01,25839.80913,102182.14168,41777.42443,,117166.75152,,23430.36889,2226.21344,,,151730.65687,,
2021-11-01,25433.07584,91507.86855,41487.1692,,123230.05261,,20814.47312,2132.70949,,,151798.06314,,
2021-08-01,15615.04846,108203.06714,42136.62545,,117146.80065,,29474.72929,2434.52799,,,151673.90125,,
2021-03-01,9350.82235,70523.45082,43417.94569,19424.65261,107048.12368,62742.44225,51186.6268,1052.37767,,,,,
2021-12-01,23168.17533,89153.35568,42863.52671,,123065.98755,,18498.53368,2024.71438,,,151731.91323,,
2021-02-01,9364.12444,74521.45174,43737.17777,19312.86259,114963.19776,63297.09857,51008.05802,1032.95528,,,,,
2022-02-01,18567.04014,122216.9537,45569.29606,,124461.45154,,15004.20368,1829.62096,,,,16881.46891,
2022-03-01,18794.00284,124677.04411,46396.99822,,125628.93054,,15437.88765,1726.59893,,,,16378.81622,
2022-01-01,20190.27833,116404.00865,43080.63011,,126272.01528,,16409.62703,1927.91004,,,,17328.04858,
2022-06-01,19262.51405,104136.25832,47239.86174,,81079.91391,,7960.72196,1642.68712,,,,16953.27156,41616.79702
2023-12-01,29841.34452,,,,75440.50631,,,,,,,13887.51227,
2023-10-01,29688.35771,,,,83257.54699,,,,,,,14497.41941,
2023-11-01,30076.62195,,,,77886.80097,,,,,,,14198.91649,
2024-06-01,31366.93753,,,,56621.93154,,,,,,,7878.94087,
2024-05-01,30991.6374,,,,59458.92072,,,,,,,12311.39039,
2024-04-01,30617.39169,,,,63050.94426,,,,,,,12876.73614,
2024-01-01,29420.65137,,,,72770.4032,,,,,,,13589.8191,
2024-02-01,29838.81432,,,,69055.661,,,,,,,13346.97347,
2024-03-01,30220.64577,,,,66761.79559,,,,,,,13097.20568,
2020-02-01,,73286.35804,37885.51708,55388.55286,101143.36091,63828.79281,80985.60324,2593.99152,1011.73864,,,,
2020-03-01,,71834.56242,37087.20996,55722.19479,77574.10515,59595.86185,15837.63342,2644.09558,1010.36774,61579.28804,,,
2020-06-01,,79026.11815,41271.80297,46932.07651,82821.95979,65429.20178,78888.05786,2200.66491,,,,,
2020-05-01,,77984.764,41226.41685,46608.19876,88370.10401,65155.38224,81253.596,2351.90189,1011.08781,,,,
2020-04-01,,82570.45002,42609.60135,56116.71714,87752.32602,67170.85408,88404.0617,2305.74648,1011.76314,,,,
2022-12-01,,87072.72478,56643.60181,,138485.28327,,,976.22577,,,,17481.71479,
2022-11-01,,89839.44984,56348.02623,,138932.19312,,,1108.59648,,,,17349.54486,
2022-08-01,,112190.79284,59737.78954,,147106.3441,,,1495.41209,,,,16946.20917,
2022-09-01,,107414.56235,55747.02238,,146681.03417,,,1368.95236,,,,17080.40862,
2022-10-01,,102926.79476,56042.59796,,144305.65214,,,1239.48916,,,,17209.21442,
2022-07-01,,100078.61256,47511.45692,,141767.6377,,,1669.63313,,,,16811.15679,
2023-04-01,,71804.64277,,,72063.14062,,,520.10823,,,,15581.08024,
2023-05-01,,67907.19503,,,70259.07154,,,376.95085,,,,15521.76342,
2023-03-01,,76108.38814,,,72600.58954,,,819.28999,,,,15609.00955,
2023-02-01,,78940.50408,,,136681.69088,,,807.28237,,,,16398.82693,
2023-01-01,,82788.23389,,,138069.95968,,,992.68351,,,,17625.56569,
2023-07-01,,,,,126113.27994,,,98.41817,,,,15415.68175,
2023-06-01,,,,,132963.30443,,,211.27496,,,,15476.30819,
2023-09-01,,,,,116446.50548,,,,,,,14809.73599,
2023-08-01,,,,,120604.50425,,,,,,,15116.56822,
