Date,01,09,10,13,15,17,19,20,22,23,24,25,26,27,28,29,33,35,38,41,42,43,45,46,47,49,50,52,53,55,56,64,68,77,86,96,14,16,18,70,93,59,63,71,62,11,30,32,02,08,74,66,69,79,21,31,78
2020-11-01,22894.02918,0.0,4859.89976,0.0,0.0,0.0,3.14208,0.0,0.0,19532.97807,0.0,23315.026,0.0,0.00100000000000477,81.42559,0.0,0.0,502.00819,0.0,0.0,18682.14764,0.0,0.0,89638.46225,0.0,0.0,0.0,0.0,0.0,0.0,2009.18033,27623.58374,544.48575,2913.31148,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2020-08-01,54531.73561,,2560.93804,,2576.16124,0.0,7038.96426,0.0,0.0,19532.67669,0.0,3137.65908,0.0,0.00100000000000477,398.56793,0.0,,7684.74552,0.0,0.0,21088.79245,0.0,0.0,186527.73745,962.8655,4508.43042,0.0,0.17652,10295.86266,0.0,2009.18032,4943.88651,0.0,3013.77049,0.0,0.0,0.0,10327.39262,102.61048,0.0,0.0,,,,,,,,,,,,,,,,
2020-09-01,27746.86576,0.0,2452.93959,0.0,2359.4539,0.0,0.0,0.0,0.0,19532.77824,0.0,2093.28389,0.0,0.00100000000000477,77.15113,0.0,,471.88771,0.0,0.0,20285.99464,0.0,0.0,100659.00211,968.52173,0.0,0.0,0.0,9438.05023,0.0,2009.18033,4943.91616,0.0,3013.7705,0.0,0.0,0.0,10303.4194,97.24458,,0.0,,,,,,,,,,,,,,,,
2020-10-01,46688.34236,0.0,19126.07817,0.0,0.0,0.0,12756.54716,77.51577,0.0,42584.75455,8515.46346,1335.03252,,0.00100000000000477,79.25332,0.0,,7333.65061,0.0,2001.09289,49570.66638,2833.96402,0.0,133517.59555,4.7097,0.0,0.0,0.0,0.0,0.0,2007.85885,29320.25779,0.0,3011.80328,21555.02888,0.0,49.87186,0.0,100.35806,,,,,,,,,,,,,,,,,,
2020-02-01,28281.93721,,2610.44683,,2703.73238,0.0,0.0,0.0,0.0,19532.08048,0.0,2232.94689,1464.04415,0.00100000000000477,540.51156,0.0,0.0,0.0,0.0,0.0,23508.87712,0.0,0.0,84700.07928,956.41206,3013.77049,0.0,0.0,9985.28372,0.0,2009.18033,4943.71247,8566.75895,16010.05465,0.0,,,10111.47595,133.7871,0.0,,0.0,20.0,,,,,,,,,,,,,,
2020-12-01,23906.98157,0.0,2369.53098,,0.0,0.0,0.0,1.22984,0.0,19533.07635,0.0,23173.18788,,0.00100000000000477,83.52778,0.62593,0.0,501.72131,0.0,1000.54645,45046.87193,0.0,0.0,114369.531,0.0,0.0,0.0,0.0,0.0,0.0,1807.73771,27341.61929,549.25275,2911.40984,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2020-03-01,35311.99394,,2561.14564,0.0,2653.64737,0.0,0.0,0.0,0.0,19532.17548,0.0,47229.46929,1303.29002,0.00100000000000477,7075.26425,0.0,0.0,200.65573,0.0,1553.80943,23484.55737,119.56761,0.0,88099.82508,8982.08862,3251.64925,0.0,0.0,9836.6805,0.0,2006.55738,4943.7402,14898.77277,15838.71169,1793.56053,,,10079.56558,0.0,,,0.0,,,,,,,,,,,,,,,
2020-06-01,28474.77044,,2628.23064,,2880.5695,0.0,0.0,0.0,0.0,19532.47686,0.0,0.0,237.40193,7030.93378,562.14786,0.49702,,200.80328,0.0,4402.68312,22707.21591,0.0,0.0,147807.84605,981.46501,17588.2739,0.0,10808.62577,10781.19413,0.0,2009.18032,4943.82818,9113.53705,3107.37049,0.0,0.0,0.0,10470.10191,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2020-07-01,28453.6993,,2656.58898,,2740.55533,0.0,0.0,0.0,21217.39757,19532.57514,0.0,4992.45535,,0.00100000000000477,553.34927,0.0,,351.20492,0.0,3479.85956,21893.81014,0.0,0.0,123858.86219,22252.76327,8442.15574,0.0,10376.07165,10690.2261,0.0,2007.86886,4943.85687,0.0,3011.80328,10284.69377,0.0,0.0,10557.12705,120.74074,0.0,0.0,,,,,,,,,,,,,,,,
2020-05-01,28467.03463,,2608.07211,,2893.49777,0.0,,0.0,0.0,19532.37531,0.0,0.0,878.58791,7445.94343,68.53213,0.0,,33.2164,2824.11501,6183.23262,23496.71725,0.0,0.0,91727.04094,975.04649,6817.29869,0.0,9462.56063,10804.74284,0.0,2048.52459,4943.79854,8958.38894,3072.78688,113.50995,0.0,,10426.86802,0.0,,0.0,,,,,,,,,,,,,,,,
2020-04-01,28417.63776,,2573.21539,0.30463,3024.75037,0.0,0.0,0.00074,0.0,19536.21417,0.0,44936.20155,0.0,0.00100000000000477,6819.90915,0.0,,125.57377,0.0,0.0,23508.87712,0.0,0.0,151889.49788,968.83501,0.0,1330.32172,9992.41128,11244.24305,0.0,2711.28893,4943.76985,8808.24561,18655.06347,0.0,0.0,0.0,10387.24726,0.0,0.0,,0.0,,,,,,,,,,,,,,,
2021-07-01,21036.64395,0.0,1995.38276,,0.0,0.0,0.0,0.0,0.0,0.0,3208.64525,20034.60467,0.0,0.00100000000000477,96.41803,0.0,3488.03381,0.0,0.0,0.0,0.0,0.0,0.0,66352.67811,0.0,1635.3341,,0.0,0.0,0.0,0.0,0.0,0.0,4271.84322,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,
2021-06-01,20876.3679,0.0,1996.42953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259.96037,20255.6387,,0.00100000000000477,94.31008,0.0,1388.10866,0.0,0.0,0.0,3432.95055,0.0,0.0,67176.52039,0.0,1700.06438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4506.74931,0.0,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,
2021-04-01,23112.18227,0.0,1999.72068,,0.0,0.0,0.0,0.0,0.0,0.0,3307.548,21529.66707,0.0,0.00100000000000477,90.02391,0.0,0.0,0.0,0.0,0.0,15471.08569,0.0,0.0,80335.8652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.17094,2910.56712,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,
2021-05-01,23341.82451,0.0,1997.47599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3309.56986,21260.40752,0.0,0.00100000000000477,92.13186,0.0,0.0,0.0,0.0,0.0,3431.63733,0.0,0.0,71398.56041,0.0,43.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859.03151,0.0,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,
2021-09-01,19667.60885,0.0,1993.2898,,,,0.0,0.0,0.0,0.0,3198.55364,19368.86462,0.0,0.00100000000000477,100.77447,0.0,2674.73198,0.0,0.0,0.0,0.0,0.0,0.0,60300.54276,0.0,1384.17041,,0.0,0.0,0.0,0.0,0.0,0.0,3613.74699,0.0,,,208.62236,,0.0,,,,0.0,,,,,,,,,,,,,
2021-10-01,19077.5134,0.0,1992.24301,0.0,,,0.0,0.0,0.0,0.0,3108.72053,0.0,0.0,0.00100000000000477,102.88242,0.0,2675.42901,200.52603,0.0,0.0,0.0,0.0,0.0,63272.9078,0.0,1169.73916,,0.0,0.0,0.0,0.0,0.0,0.0,3239.04309,0.0,,,110.32593,,0.0,,,,0.0,,,,,,,,,,,,,
2021-11-01,19792.98487,0.0,1991.1965,0.0,,,0.0,0.0,0.0,0.0,3058.14514,0.0,0.0,0.00100000000000477,105.06064,0.0,2518.88989,250.76712,0.0,0.0,0.0,0.0,0.0,68769.40243,0.0,1144.06414,,0.0,0.0,0.0,0.0,0.0,0.0,2910.3765,0.0,,,180.44476,,0.0,,,,0.0,,,0.0,0.0,,,,,,,,,
