Date,01,03,08,10,11,14,18,22,27,28,35,41,42,45,46,47,49,52,55,56,64,68,69,73,86,26,29,51,20,80,71,23,17,77,92,00,13,15,16,25,31,33,43,74,24,81,61,88,96,66,79,72,30,62,93
2020-11-01,18629.05811,0.0,20512.54096,12981.53822,0.0,0.0,0.0,0.0,2474.977,0.0,0,212592.22983,0.0,75149.58722,154461.50494,357.4515,0.0,5043.55557,33698.21687,10110.07628,0.0,13321.9497,217.7147,0.0,1664.65836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,17998.3063,0.0,19665.3421,15976.81897,0.0,,0.0,0.0,2409.1431,0.0,0,208195.89948,0.0,134258.96005,146062.59419,381.49146,0.0,0.0,0.0,9704.63177,0.0,12844.30129,326.29929,0.0,1801.68428,73705.2365,114267.29085,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,18357.21822,0.0,19970.62122,14749.45163,0.0,0.0,0.0,0.0,2390.4033,0.0,0,206077.21493,0.0,135341.27623,151179.68274,394.36504,0.0,5889.68094,0.0,9841.24894,73605.40585,13022.52405,280.24222,0.0,1757.35378,,115053.67415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,18716.25523,0.0,20223.94251,14052.89727,0.0,0.0,0.0,0.0,2462.0043,0.0,0,211368.67941,0.0,74601.70081,150618.5446,728.14562,0.0,5450.81712,0.0,9973.45911,115959.85153,13144.62956,265.53058,0.0,1710.45867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,16696.132,,16951.74823,0.0,0.0,,,0.0,2494.45196,,0,20394.71273,0.0,127359.56201,73704.02489,0.0,0.0,0.0,,73139.81197,0.0,12149.13753,,,2288.89759,,109069.81473,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,18442.69592,0.0,20745.89603,13121.90935,0.0,0.0,0.0,0.0,2334.3842,0.0,0,212657.87023,0.0,439.72128,147475.0163,332.24113,0.0,3344.75792,32650.56749,10242.28645,0.0,13493.54982,196.7484,0.0,1568.96895,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,15964.65,,16808.46636,0.0,0.0,,0.0,0.0,2458.5561,,0,0.0,0.0,128379.24154,73329.28177,0.0,0.0,0.0,0.0,72739.17712,0.0,12234.65827,,,2242.93307,,109945.7862,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,17487.83493,,18853.53224,15646.65274,,,0.0,0.0,0.0,112724.73017,0,206215.90578,0.0,131614.08693,93902.65768,24006.1597,0.0,0.0,0.0,80138.17626,150.7505,12578.62795,348.00489,,2186.69741,,0.0,,,,,0.0,978.01432,0.0,,,,,,,,,,,,,,,,,,,,,
2020-07-01,17348.93785,,18775.56614,15398.28175,,,0.0,0.0,0.0,113630.90755,0,203330.91789,0.0,133176.39995,115430.23203,24264.61028,0.0,0.0,0.0,80153.98321,79.40337,12618.38916,323.63988,0.0,2183.26013,,0.0,,,,,0.0,927.17244,0.0,,,,,,,,,,,,,,,,,,,,,
