Date,01,06,14,22,23,25,30,32,41,42,45,46,47,49,56,63,65,66,68,70,77,82,86,05,10,16,27,28,55,64,35,33,43,96,92,11,38,52,71,26
2020-11-01,0.0,0.0,0.0,3868.91032,0.0,0.0,316.73464,0.0,271.65513,2066.53939,0.0,29436.24725,1392.16653,1249.44495,0.0,0.0,0.0,0,0.0,99.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-08-01,0.0,0.0,0.0,3868.91032,0.0,0.0,0.0,,43865.89308,2035.42813,0.0,41026.92232,22121.35986,1181.69698,0.0,0.0,,0,0.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2020-09-01,0.0,0.0,0.0,3868.91032,0.0,0.0,0.0,,44612.54028,2036.48736,0.0,43314.58463,22121.35986,1204.5251,0.0,0.0,0.0,0,0.0,99.8,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,
2020-10-01,0.0,0.0,0.0,3868.91032,0.0,0.0,310.74131,,45331.60209,2033.48016,0.0,36772.55713,1392.16653,1226.61683,0.0,0.0,0.0,0,0.0,99.8,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,
2020-02-01,0.0,0.0,,3868.91032,,0.0,0.0,,72951.20922,1872.33847,0.0,45560.88281,22121.35986,1603.53631,0.0,,0.0,0,0.0,,7610.1562,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2020-12-01,0.0,0.0,0.0,3868.91032,0.0,0.0,290.54134,,271.40513,2098.53219,0.0,36900.11273,1392.16653,1271.53668,0.0,0.0,0.0,0,0.0,99.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-03-01,0.0,0.0,0.0,3868.91032,0.0,0.0,0.0,,30673.62778,1903.26484,80.49292,39391.28991,22121.35986,1069.02916,0.0,,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2020-06-01,0.0,0.0,0.0,3868.91032,0.0,0.0,0.0,,42551.9685,2001.3761,0.0,40500.51665,22121.35986,1136.77713,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,
2020-07-01,0.0,0.0,0.0,3868.91032,0.0,0.0,0.0,,43124.24588,2033.3689,0.0,40572.40269,22121.35986,1158.86886,0.0,0.0,,0,0.0,97.77,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,
2020-05-01,0.0,0.0,,3868.91032,0.0,0.0,0.0,,75863.52441,1968.31687,0.0,42567.33561,22121.35986,1113.94901,0.0,0.0,,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,
2020-04-01,0.0,0.0,,3868.91032,0.0,0.0,0.0,,35005.27667,1936.32407,0.0,40565.52933,22121.35986,1091.85728,0.0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,
2021-07-01,4269.0632,0.0,0.0,2356.21373,15.90241,,,,331.83095,2051.91619,0.0,66944.41102,902.17713,56.13848,,0.0,0.0,0,0.0,99.8,0.0,0.0,0.0,,,,,,,0.0,0.0,99.31,0.0,0.0,,,,,,
2021-06-01,4190.27305,0.0,0.0,2356.21373,15.57446,,0.0,,332.59295,2019.92339,0.0,39450.54506,902.17713,56.13848,,0.0,,0,0.0,99.8,0.0,0.0,0.0,,,,,,,0.0,0.0,247.66905,0.0,0.0,13817.88706,,,,,
