Date,01,05,06,10,11,17,18,22,23,28,31,33,35,37,38,41,42,43,45,46,47,49,52,56,64,66,68,70,71,73,77,81,16,24,26,27,65,25,14,82,86,08,29
2020-11-01,35138.49822,50990.27779,22426.25,88680.3847,113909.84574,4544.49429,488.44227,2401.14723,78802.0397,3918.48764,20137.49876,5078.47256,6198.20822,1152.04386,16.34195,27361.52853,59170.38118,13806.52778,7467.79739,350052.1571,43994.20247,3173.35715,47965.72085,2974.94507,34802.93773,2533.33333,67744.24435,401.10823,3034.29484,1646.5575,8098.22222,633.35371,,,,,,,,,,,
2020-08-01,44166.87242,50990.27779,22426.25,25549.53177,125175.04849,4767.35027,1598.52098,,73423.07327,3996.11128,22139.48649,3042.8087,2471.065,830.45991,17.21559,46584.88121,41769.15317,13051.26902,6813.39956,386917.51801,35705.80096,1610.88175,25037.24258,3451.82855,38734.84558,,114893.96246,846.62663,3514.29442,,,530.74845,,,,,,,,,,,
2020-09-01,40551.28561,50990.27779,22426.25,21727.34649,113976.0239,3518.38212,622.75736,2333.91991,72168.65724,4029.94814,22266.2816,3417.59083,5279.46856,1058.8767,35.36604,62514.14726,40229.75457,13115.59009,6890.71505,375196.75491,9716.67705,4349.03028,24962.54205,3425.36688,39501.47476,,90700.64007,396.03586,3140.93581,1932.97132,,704.5548,,,,,,,,,,,
2020-10-01,38681.67363,50958.33337,22412.5,56495.00332,113897.97551,4405.78162,599.08769,2406.22264,70637.7967,3956.25966,20542.73172,4895.42218,2508.71171,1092.26166,,62600.25139,38435.43164,13423.813,9763.7673,360959.26638,2116.16444,3866.4434,38075.60813,3242.62577,76538.73174,,80237.97168,396.85593,3028.66832,605.42692,,748.07335,,,,,,,,,,,
2020-02-01,28192.54594,50950.66666,22426.25,25131.22898,111063.11152,800.7334,,,45884.10279,,,,2883.22264,895.55554,,44575.9344,8116.64305,11691.62181,6906.79317,255840.19491,49491.72568,3065.76234,,3141.70917,42636.02458,31594.80556,57855.58463,798.53347,1947.60867,,34601.69193,437.08331,18689.42162,122.38874,10113.11856,1080.26709,1184.54783,,,,,,
2020-12-01,34062.06131,50958.33337,22412.5,78160.03284,113896.70942,5008.62574,762.64254,2098.34345,78704.22819,240.76652,20186.68993,4175.11491,4545.80249,1029.52916,,21288.20017,63758.84429,13364.83986,10860.87326,394576.82872,1951.62543,2110.80778,50011.80296,2975.826,57713.24981,7.94444,100775.74197,404.88834,2146.63066,1351.8636,7104.59722,438.92941,,,,,,,,,,,
2020-03-01,29440.77179,50916.55347,22398.75,29047.71733,110842.54701,672.0881,,,57392.29998,214.57245,,27.97455,2752.82066,898.89794,117.73317,42318.09613,14820.44928,11368.28321,6712.89963,330106.48039,49624.4043,3153.21639,,3058.32393,37047.41632,31574.05651,69616.4122,803.32007,2759.56233,,34094.70927,481.75105,18309.4707,92.08348,7045.70284,4072.96829,1183.22217,,,,,,
2020-06-01,36973.59673,50990.23542,22426.25,30233.45647,112397.72022,2630.43802,3196.05003,1412.74801,73469.69446,3951.54899,20150.76241,192.79487,1983.48201,850.10417,160.90507,46065.82425,47904.40937,9852.47998,7984.72342,340205.58655,47019.81079,3787.08528,,3353.13434,35002.35384,,113776.00333,829.45659,2974.32682,,,366.33124,,,,,1184.54783,90.85817,,,,,
2020-07-01,42446.62395,51008.32693,22412.5,27275.50284,119428.40473,2499.51783,1989.01427,2376.4804,73436.01001,3902.23489,20367.87188,521.5663,2024.10423,948.2905,,46344.39351,46031.18443,10033.82679,7076.90568,368585.92237,46601.38717,3725.41019,,3326.06754,58873.4502,,113301.9974,837.45142,3026.63204,,,723.29465,,,,,1183.885,,,,,,
2020-05-01,32366.37926,50958.28905,22412.5,31245.55127,112133.88879,2903.59906,3595.17566,1248.6408,73435.92695,5237.54291,19886.65965,29.84409,2549.33072,990.6415,,45015.0982,44104.34637,10289.97122,8042.19076,345311.33407,5185.58453,3828.74578,,3360.03202,34643.13519,,113640.8462,820.43853,2928.03949,,,135.96442,,,,2065.26936,1183.885,90.72469,,,,,
2020-04-01,31180.62769,50990.23301,22426.25,30773.16169,110972.3215,2236.93239,3525.686,1429.01264,73313.87863,7043.39633,21061.11589,21.23109,2551.14016,1020.71656,,42660.9062,44905.22706,11171.59681,9393.93101,355020.25216,4820.59465,3868.2864,,3496.26731,45281.29582,31613.66628,44823.15799,14140.56673,2913.94817,,38994.32186,520.06403,,,,3203.7746,1184.54783,90.74429,,,,,
2021-07-01,39005.63354,,22330.0,33283.07142,157322.87531,8901.13303,,,182046.03251,752.82672,17075.49865,,2101.08842,992.75832,49.93903,31398.48464,83537.76675,6151.66471,7238.45405,625625.37424,46983.39353,253.18952,56500.15431,1366.94044,96868.80311,75726.25774,167454.08791,,2535.77862,1890.17959,,826.45269,55436.45834,,,,,,12984.1863,175.99535,,,
