Date,01,05,06,10,11,17,18,22,23,28,31,33,35,37,38,41,42,43,45,46,47,49,52,56,64,66,68,70,71,73,77,81,16,24,26,27,65,25,14,82,86,08,29
2020-11-01,344.7799,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1015.6835,0.0,0,0.0,76557.69451,0.0,0,0.0,0.0,0.0,0.0,24037.99844,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2020-08-01,2193.35063,0.0,0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0,0.0,903.9205,0.0,0,0.0,86216.34744,1469.34065,0,0.0,0.0,0.0,,36714.23943,0.0,0.0,,,0.0,,,,,,,,,,,
2020-09-01,1643.79677,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7292.18991,0.0,0,0.0,67351.10937,6158.85096,0,0.0,0.0,0.0,,36399.82123,0.0,0.0,0.0,,0.0,,,,,,,,,,,
2020-10-01,1076.79143,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,7354.71408,0.0,0,0.0,79455.95305,251.14673,0,0.0,0.0,0.0,,36395.95254,0.0,0.0,0.0,,0.0,,,,,,,,,,,
2020-02-01,0.0,0.0,0,0.0,0,0,,,0.0,,,,0,0,,0.0,0.0,0,0.0,54865.90475,1613.31086,0,,0.0,0.0,0.0,37813.14045,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-12-01,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,974.81497,0.0,0,0.0,75166.53681,0.0,0,0.0,0.0,0.0,0.0,19873.70726,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2020-03-01,0.0,0.0,0,0.0,0,0,,,0.0,0.0,,0.0,0,0,0.0,0.0,0.0,0,0.0,55980.17211,1621.65691,0,,0.0,0.0,0.0,50258.9709,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-06-01,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,858.46025,0.0,0,0.0,56076.00549,1668.77747,0,,0.0,0.0,,36697.40304,0.0,0.0,,,0.0,,,,,0.0,0.0,,,,,
2020-07-01,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,46344.39351,0.0,0,0.0,85834.01573,1649.74292,0,,0.0,0.0,,36685.37338,0.0,0.0,,,0.0,,,,,0.0,,,,,,
2020-05-01,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,835.358,0.0,0,0.0,55564.27042,1649.18023,0,,0.0,0.0,,36680.05295,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,,,,,
2020-04-01,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,0,0.0,55804.34769,1638.63916,0,,0.0,0.0,0.0,37015.26411,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,,
2021-07-01,5314.08979,,0,0.0,0,0,,,0.0,0.0,0.0,,0,0,0.0,1078.40472,0.0,0,0.0,88360.80291,0.0,0,0.0,0.0,67.5,0.0,7325.29389,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,
2021-06-01,5316.86225,,0,0.0,0,0,,,0.0,0.0,0.0,,0,0,0.0,1078.40472,0.0,0,0.0,87464.46596,0.0,0,0.0,0.0,67.5,0.0,7479.91787,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,,
2021-04-01,5429.48332,,0,0.0,0,0,,,0.0,0.0,0.0,,0,0,,1064.99022,0.0,0,0.0,84551.50838,0.0,0,0.0,0.0,0.0,0.0,7585.76875,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,
2021-05-01,5315.55644,,0,0.0,0,0,,,0.0,0.0,0.0,,0,0,0.0,1078.40472,0.0,0,0.0,85365.5593,0.0,0,0.0,0.0,67.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,
2021-09-01,6374.25336,,0,0.0,0,0,,,0.0,0.0,0.0,,0,0,,1078.40472,0.0,0,0.0,145793.48379,0.0,0,0.0,0.0,67.5,0.0,75989.28565,,0.0,,,0.0,0.0,,,,,,0.0,0.0,,,
2021-10-01,3525.71024,,0,0.0,0,0,,,0.0,0.0,0.0,,0,0,,1078.40472,0.0,0,0.0,139982.53927,0.0,0,0.0,0.0,67.5,0.0,103754.63598,,0.0,0.0,0.0,0.0,0.0,,,,,,13643.2885,0.0,0.0,,
2021-11-01,3425.21043,,0,0.0,0,0,,0.0,0.0,0.0,0.0,,0,0,,1058.40472,0.0,0,0.0,129415.80096,0.0,0,0.0,0.0,0.0,452.39159,61351.89224,,0.0,0.0,0.0,,0.0,,,,,,13643.2885,0.0,0.0,0.0,0.0
2021-08-01,7043.20596,,0,0.0,0,0,,,0.0,0.0,0.0,,0,0,0.0,1078.40472,0.0,0,0.0,84492.73059,0.0,0,0.0,0.0,67.5,0.0,75715.57529,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,
2021-03-01,5287.39999,,0,0.0,0,0,,,0.0,0.0,0.0,,0,0,0.0,1041.88747,0.0,0,0.0,90926.50676,0.0,0,0.0,0.0,0.0,0.0,7622.36651,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,
2021-12-01,7059.28059,,0,0.0,0,0,,0.0,0.0,0.0,0.0,,0,0,,1058.40472,14399.22832,0,5862.65751,145286.90471,0.0,0,0.0,0.0,0.0,966.00286,57942.6332,,0.0,0.0,0.0,,0.0,,,,,,13643.2885,0.0,0.0,0.0,0.0
2021-02-01,0.0,,0,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1021.02047,0.0,0,0.0,75865.28515,0.0,0,0.0,0.0,0.0,0.0,2312.12751,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,
2022-02-01,6281.26029,,0,0.0,0,0,,0.0,0.0,,0.0,,0,0,,1058.40472,0.0,0,111.24114,96817.67091,0.0,0,0.0,0.0,0.0,1259.37337,58278.96248,,0.0,0.0,0.0,,0.0,,,,,,13643.2885,0.0,0.0,0.0,
2022-03-01,5212.93523,,0,0.0,0,0,,0.0,0.0,,0.0,,0,0,,1058.40472,0.0,0,100.1129,104496.99635,0.0,0,0.0,0.0,0.0,1258.37321,56348.97161,,0.0,0.0,0.0,0.0,0.0,,,,,,13643.2885,0.0,0.0,0.0,
2022-11-01,3752.62282,,0,6550.07499,0,0,,0.0,94402.05937,,0.0,,0,0,,11413.13025,61947.08694,0,0.0,145542.08379,,0,0.0,380.07371,0.0,1101.48482,59228.48798,,,0.0,5922.4841,,0.0,,,,,,13643.2885,0.0,0.0,0.0,0.0
2022-01-01,6390.38787,,0,0.0,0,0,,0.0,0.0,,0.0,,0,0,,1058.40472,15682.06771,0,104.43568,139225.52164,0.0,0,0.0,0.0,0.0,1257.38573,54958.11361,,0.0,0.0,0.0,,0.0,,,,,,13643.2885,0.0,0.0,0.0,0.0
2022-08-01,5232.01453,,0,6184.66213,0,0,,0.0,84772.75757,,0.0,,0,0,,11210.94832,84883.63668,0,0.0,119726.60689,0.0,0,0.0,0.0,0.0,1170.11268,56257.43272,,,0.0,0.0,,0.0,,,,,,13643.2885,0.0,0.0,0.0,0.0
2022-09-01,4135.79253,,0,6265.31285,0,0,,0.0,84904.16024,,0.0,,0,0,,11405.07521,74992.43675,0,0.0,146105.68469,,0,0.0,0.0,0.0,1154.51198,56655.02426,,,0.0,0.0,,0.0,,,,,,13643.2885,0.0,0.0,0.0,0.0
2022-10-01,3966.80915,,0,6337.19091,0,0,,0.0,94580.35423,,0.0,,0,0,,11412.29424,75516.05079,0,0.0,160941.2673,,0,0.0,0.0,0.0,1124.38358,59484.50149,,,0.0,5914.7988,,0.0,,,,,,13643.2885,0.0,0.0,0.0,0.0
2022-06-01,5318.33632,,0,6075.93733,0,0,,0.0,81526.26858,,0.0,,0,0,,10892.05038,0.0,0,100.22641,135579.35101,114.83949,0,0.0,0.0,0.0,1276.02456,56365.08344,,0.0,,0.0,,0.0,,,,,,13643.2885,0.0,0.0,0.0,
2022-07-01,5322.23943,,0,6104.0114,0,0,,0.0,82347.45007,,0.0,,0,0,,11018.31833,0.0,0,0.0,155463.7423,64.43541,0,0.0,0.0,0.0,1192.6321,56215.00489,,,,0.0,,0.0,,,,,,13643.2885,0.0,0.0,0.0,
