Date,00,01,07,10,24,25,27,28,33,35,42,43,46,68,70,71,93,95,20,23,29,45,47,49,52,63,73
2020-11-01,8019.6006,350938.53626,3643521.14408,2922282.45838,851408.24125,130793.11995,4688622.4846,2641231.84359,1017211.94464,1312603.44587,1270586.25076,4218.76801,4184789.98829,1541230.64276,15813.38252,27037.8144,275854.44358,1658.95351,,,,,,,,,
2020-08-01,48386.01486,340491.02987,3502830.23839,4525972.18342,1140297.09583,125305.92412,4447758.77417,2515663.39263,990492.43881,4417338.44214,1273924.50639,4218.76801,11727525.7031,1574042.1023,15813.38252,27024.96212,264363.34645,1658.95351,829073.35557,51909.94398,3801.65631,248.81586,7435.71892,4318.56337,2739.11498,1646.98724,24800.65986
2020-09-01,48028.25802,344815.08005,3490976.99782,4509457.77441,1130656.76556,127154.87054,4452514.59558,2514881.38098,982787.7781,4431105.12627,1273924.50639,4218.76801,11656565.44742,1564701.08528,15813.38252,27029.2282,267768.95215,1658.95351,822624.31197,51006.58581,3522.37904,248.81586,7435.71892,4318.56337,2739.11498,1646.98724,24800.65986
2020-10-01,47006.47618,346614.48608,3610681.35537,2890604.63992,855892.60267,128944.17353,4625107.6082,2608935.86059,1012225.73432,1296991.12551,1270701.36592,4218.76801,4159611.00308,1533598.87683,15812.95081,27033.41884,272531.56027,1658.95351,,,2884.82603,,,,,,
2020-12-01,8028.0042,355123.10095,3670398.03699,2942238.55086,846548.87585,129004.28758,4732994.64984,2662836.42394,1018277.86335,1328367.98304,1270586.25076,4218.76801,4184524.81405,1542768.31204,15812.95081,27042.13224,282464.84408,1658.95351,,,,,,,,,
2020-03-01,43137.91922,321606.60168,3096050.06389,3948144.2806,1113815.80625,116180.47888,3771350.20727,2148402.71254,878524.47483,3681719.53544,1273924.50639,4218.76801,10601143.70695,1394445.71566,15825.90164,26720.08186,215380.4273,1658.95351,735352.64456,51536.99795,100105.40325,481242.93939,7435.71892,4318.56337,2783.03655,1646.98724,24800.65986
2020-07-01,46717.39601,336166.97969,3384740.56357,4354164.08542,1130899.07014,123456.9777,4249053.22411,2406647.92667,954755.54688,4065534.01721,1273924.50639,4218.76801,11387191.15018,1517730.89522,15812.95081,27020.76038,245206.91866,1658.95351,799160.45189,53111.65898,4665.82429,248.81586,7435.71892,4318.56337,2739.11498,1646.98724,24800.65986
2020-04-01,48944.90007,323473.80013,3529219.11448,4510472.20344,1157359.93927,118029.4253,4349045.191,2473785.6317,1003734.15375,4212695.59748,1273924.50639,4218.76801,11825026.12583,1584771.03503,15813.38252,27008.78869,243688.3523,1658.95351,840157.08786,48567.2425,100269.11162,482704.38616,7435.71892,4318.56337,2783.03655,1646.98724,24800.65986
2021-07-01,7663.7166,384763.19427,3626145.22007,2922337.26578,733652.81122,141655.45959,4784415.79871,2669078.23558,972071.36051,1261611.4428,1270586.25076,4046.99983,4097793.07419,1475051.28131,15812.9863,26746.337,286027.34639,1658.95351,,,,,,,,,
2021-06-01,7755.1128,380567.16502,3660579.88193,2940961.83225,802372.40258,139861.263,4803356.20933,2682712.64732,983664.12065,1296201.42267,1270586.25076,4046.99983,4116639.06055,1490400.59244,15813.41918,26746.337,291599.09399,1658.95351,,,,,,,,,
2021-04-01,7863.6264,372035.23888,3686344.57815,2948657.26857,798241.78103,136213.06326,4791976.72778,2682733.16016,997428.06423,1294268.53354,1270586.25076,4218.76801,4136721.91513,1511255.05812,15813.41918,26949.22592,282608.12458,1658.95351,,,,,,,,,
2021-05-01,7825.5,376231.26813,3677873.51271,2950734.86672,798187.82048,138007.25985,4807206.76373,2688087.78673,992592.08405,1323966.80587,1270586.25076,4218.76801,4131158.55866,1503852.40529,15812.9863,26873.25356,291156.42126,1658.95351,,,,,,,,,
