,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,1102332.4781900002,237.1,122898.0747,1611.45,30053.532919999998,1751.73355,2110321.2138300003,2138.2086400000003,0,5175.93677,10.23463,0,0
2020-02,1040842.0630000001,446.895,216800.34636,358.5568,20442.29262,2088.3162199999997,1460196.8110200001,3284.35604,0,15453.89304,125.278,0,0
2020-03,928232.50838,1751.53407,220360.60214,0,3183.74844,10759.355,544374.7097,3452.88064,0,20163.80031,0,0,0
2020-04,1050265.45162,77853.71575,103255.28292,0,9999.25901,11809.48477,515674.92092,295314.38243999996,0,24568.21172,974.5044800000001,0,0
2020-05,1161558.44613,3594.23275,199748.06612,0,5998.51806,10990.25116,1241164.92831,159995.71678000002,0,7211.59663,3359.04015,0,0
2020-06,1341892.27217,1788.105,27185.85829,0,10464.41912,11052.11696,2035996.70795,2309.25064,0,6428.221210000001,0,0,0
2020-07,1668555.82394,12252.483919999999,13140.482820000001,0,754.02309,27740.489719999998,2315377.33928,1133.50586,0,0,919.3042700000001,0,0
2020-08,1607650.10558,33383.75868,61464.914899999996,0,6870.44777,25979.76171,1985684.42219,117163.58439,208.392,0,109.68849999999999,0,0
2020-09,1660105.7896699999,32176.541970000002,50735.623340000006,0,1323.28074,30367.13218,1550751.0025900002,106643.73912000001,0,0,157.38358,0,0
2020-10,1883686.4023799999,61054.86254,35118.91833,0,2393.05143,39182.148310000004,1620735.46425,401069.26022,0,0,130.7742,0,0
2020-11,1714939.7280799998,26308.09502,53314.49409,0,2587.17353,16757.283,1278439.13283,469751.43178000004,0,0,85.2785,0,0
2020-12,4487839.7787,80090.80088000001,44365.42545,44684.987720000005,7008.3643999999995,10560.82,2730077.76969,388624.0536,0,0,9222.61755,0,0
2021-01,2260406.2586499997,66850.51462,75727.31172,0,2408.68516,29376.526550000002,3061215.24942,161976.67775,0,2773.9333300000003,158.40908000000002,61.19934,0
2021-02,2414618.52141,67580.77944999999,215391.99439,0,3566.26895,4964.998890000001,4374369.598850001,304207.33356,0,3400.62774,33284.414820000005,0,0
2021-03,2430887.1641599997,90851.82412,113207.55387,178926.20156999998,16694.652909999997,31187.366319999997,4119621.62963,253230.64619,0,22021.44546,59380.20938,0,0
2021-04,2625218.08782,80521.58015000001,206670.66366,207240.55074,16918.52278,1624.88,3280937.77094,276144.90557,0,4872.04364,67588.14554999999,946.2416000000001,0
2021-05,2579441.58352,73296.04999,114136.41330999999,195261.86481,28484.53097,11024.8971,4115537.1033,227347.99234,0,1743.78388,68305.87796,1401.3856,0
2021-06,2563254.88981,127057.96492,140929.99153,174747.77911,54921.238430000005,7578.24158,4267846.21539,257065.83791000003,0,5495.75783,59480.874489999995,450.14,0
2021-07,2500431.32626,114280.427,140059.19274000003,186512.42102,72504.18224000001,1296.72,3421881.77795,578531.36879,368.86400000000003,5438.04801,63736.03903,17258.57077,0
2021-08,2434524.9851999995,114535.86063,220252.70333,182691.25474,54395.26713,2163.8250000000003,4048329.09603,201545.29871,2072.2,5073.458119999999,61089.185130000005,5419.89669,0
2021-09,2821538.90496,132052.17740000002,220092.24194,153783.57285000003,32395.70955,11533.2536,4399332.20719,178220.67828,0,8579.64919,52158.517759999995,17390.312980000002,0
2021-10,2833652.34939,131040.93852,165013.94869999998,140280.06321000002,40348.195420000004,7001.609649999999,4236598.72929,171119.60159,0,7636.26869,46408.20335999999,3042.7745,0
2021-11,2527815.22449,103469.34973,224867.6097,94415.09669,13279.849040000001,832.0971499999999,1930779.93071,79694.28194,0,11766.85253,30906.510879999998,2200.50423,0
2021-12,2810150.0104,10813.84266,384985.62726999994,113499.90397,6833.492770000001,8375.97521,1502905.72126,347804.34738999995,0,12521.62603,39386.50644,2558.58967,0
2022-01,2937900.50715,11007.262470000001,327451.35783999995,154497.46769999998,4707.06466,12837.11274,1087241.0494900001,117840.41943,0,0,53297.12289,3550.18635,0
