,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,13526591.22314,9461883.430489998,6968092.427270001,1715916.8862700001,5348054.3516999995,7979908.11161,3496901.97089,2889238.81024,2644527.30831,4006383.84777,2597793.6170900003,540147.01412,1030756.54605
2020-02,13873190.17203,9715785.83499,7103347.62529,1786321.97452,5439281.5622,8143854.91067,3620946.72771,2857886.54492,2662001.2075,4080040.74736,2629320.99413,538463.75474,1059986.50134
2020-03,13687684.94526,9522714.04174,7225181.31843,1847688.1169200002,5471819.80217,8200449.74778,3500745.368,2787841.91654,2732640.79832,4098666.11181,2683988.11247,558804.3383200001,985145.67782
2020-04,14147900.89401,7880770.70433,7330675.55702,1896144.69052,5536355.81472,8406662.44285,3765400.2105099997,2806978.09138,2747764.57086,4145031.99761,2695354.29522,561434.10968,971770.84424
2020-05,14709030.66511,8132750.984569999,7372393.3717,1918044.4656699998,5669428.054300001,8499435.92794,4005991.18203,2867806.5246800003,2806882.98159,4182842.4494499997,2701407.41091,566957.79048,982878.72273
2020-06,15139560.934659999,8378116.4063800005,7444024.81165,1980562.90597,5565527.94997,8355611.30088,4029138.16822,2965219.63819,2869140.5664600004,4199541.01793,2722256.36899,570418.1986700001,991997.0287700001
2020-07,15473202.907340001,8564370.579599999,7563782.092239999,2005522.43963,5653904.54194,8674983.9758,4075575.6478,2998345.2902200003,2907301.2116,4239709.9328000005,2738171.54311,569670.29837,1021859.55169
2020-08,15757655.3847,9010930.75981,7671923.86804,2367340.98191,5766190.58357,8963087.264460001,2115098.02923,3072215.85929,2975977.49722,4293913.04898,2803921.11471,571534.9159700001,1067670.31926
2020-09,11892572.91563,9206679.83013,7784243.63317,2390057.31489,5841671.6968,9316003.9569,2234922.42256,3109390.74008,3025104.86726,3658204.43387,2832662.07484,578950.56756,1087396.4304199999
2020-10,12180902.66236,9443310.91346,7954852.17521,2390621.28645,5974334.05355,9556601.28208,2342924.375,3134289.36359,3073414.41496,3715675.39217,2874746.01627,584818.9807,1138456.58497
2020-11,12455846.64807,9582888.364570001,8022677.99119,2549698.22951,6049488.0566,9800436.27788,2425937.59981,3141990.33578,3134040.91786,3681529.00305,2935352.38425,606116.67638,1200932.47258
2020-12,12891675.6207,9684011.4047,8090933.34819,2659553.7305799997,6100741.22807,9571560.70568,2481533.1168799996,3103239.81326,3121582.96362,3787999.63724,2997393.80149,620247.84038,1234594.99513
2021-01,13249325.74638,10018134.824099999,8110976.122289999,2764721.1581800003,6189516.25748,9768697.6156,2643135.3985599997,3201033.0786200003,3263524.01572,3838419.93029,2986981.43536,673942.29825,1347108.1770799998
2021-02,13623354.26361,10385875.88383,8246901.5406100005,3116201.19423,5312169.69387,9969602.07426,2767134.33046,3259463.57657,3352078.75734,3898991.39315,3101660.64641,667119.1777100001,1289018.20348
2021-03,13945472.73444,9420651.896769999,8377355.83042,3518437.7363899997,5473307.64043,10235798.21401,2870789.8333500004,3279184.62271,3412061.69805,3965969.11799,3164509.2497300003,659447.7108900001,1357255.08249
2021-04,14395697.83024,9699054.37553,8500342.078879999,3801748.65757,5610359.03655,10430579.470479999,2963742.58836,3340926.6793400003,3480459.53147,4032583.2412300003,2896677.7406800003,664620.14475,1410789.8483799999
2021-05,12667216.44737,10037766.67035,8547150.94761,4039579.14385,5701763.92793,10661831.43306,1759052.76062,3363047.02934,3531145.88514,4105592.3320299997,2950245.20218,674296.00823,1410934.39977
2021-06,13123968.44884,10345450.9819,8606671.582090002,4308659.09134,5821211.46827,9672065.10211,1889109.4710100002,3411854.2589,3602976.43597,3603147.04824,2977735.2108199997,655198.0579700001,1435132.56702
2021-07,13538958.63852,10638489.34364,8765752.956770001,4692353.1389999995,5963171.297900001,9931654.34857,2035795.8002600002,3465434.85197,3642308.6900899997,3679599.65705,3008383.75195,674305.0932700001,1507037.00199
2021-08,14001834.640090002,11015917.7447,8930840.8834,4930204.49256,6095264.50736,10132807.129700001,2205877.6099,3526161.1257200004,3733408.0099500003,3746799.69458,3020689.8848300003,633309.08369,1604039.1387699998
2021-09,14414841.910540001,11378878.69414,9126074.25934,6154604.14795,6204397.96253,10429215.41911,2368258.0661799996,3582278.25987,3806345.22039,3813589.74541,3049967.3681,691873.0374100001,1665461.35256
