,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,44925874.60448,31933839.256029997,19485059.96846,10493354.24255,23191029.7168,24239644.13659,3452276.7120399997,13104476.62621,11433068.06827,16031043.69823,12406407.550719999,784066.8874100001,5047022.54685
2020-02,44099724.44275,31982773.582590003,19558698.06518,11166290.61752,23097026.404650003,24365007.829859998,4233330.58256,13680569.66079,11453474.05775,15996048.5537,12317940.33144,772190.33398,5282518.45644
2020-03,47926405.60633,33396070.906820003,24442122.2586,11803025.0487,26239173.47156,25784681.51195,4201369.6316599995,15530311.87424,12021358.01238,17852908.674500003,13903257.72375,869525.14966,5330228.473599999
2020-04,46815773.86868,32272601.2465,22508849.03865,11381763.804059999,25119754.95869,24680166.26292,3229346.373,14731231.822369998,11692949.98872,17590056.87934,13611722.600499999,891335.5270199999,5304441.50298
2020-05,45509132.922589995,30010748.98291,19287076.95583,11820628.25111,22700913.136800002,23118671.95219,3000179.20898,14884352.51103,11751085.41343,17932342.286580004,13628794.20688,938053.55024,5417508.91957
2020-06,44405112.69285,30574893.691180002,18769543.7403,12670914.70711,21901293.56948,22526811.09238,1937543.6088699999,15804642.59782,12205228.93192,17821074.80047,13280968.15205,887673.74587,5719322.729610001
2020-07,44729021.697069995,31534873.862650003,20727553.305320002,13364258.995140001,24529531.92118,23594808.427689996,3600712.67948,15889760.0657,12630628.46422,18333063.6819,14331962.07539,950646.70628,5916140.2000899995
2020-08,44246725.439629994,32549954.693129998,21687213.66207,14123503.03404,24394903.010649998,24158729.92087,2980689.14811,16793996.63385,12765453.27067,18506792.98799,14315779.54883,1064717.44449,6236346.84792
2020-09,44373502.46633,34593853.23150001,21988715.42374,15024369.937380001,25736955.290409997,25458400.08444,2601966.26634,17612435.23743,13313934.16295,18955767.21768,14702156.91817,1205864.64041,6533342.85048
2020-10,44728676.84214,35199802.9312,22377040.40365,15408373.641470002,25569577.184860002,26088872.03359,2315530.03292,18007810.20434,13166849.29156,19213456.75505,14764246.606649999,1270021.81358,6664797.90665
2020-11,46851374.56376,36196383.85846,21069344.8211,16519370.83602,27313503.944620002,27780562.788390003,3183863.0599599998,18588289.629940003,13169144.26811,19450487.54699,14282953.240869999,1400223.7547300002,6830651.79577
2020-12,46014963.459809996,37573207.58055,21067037.98877,16408875.2676,27809805.022010002,27638192.4804,2502325.83665,17405734.29174,13282029.238,19498716.316990003,13158403.87731,1303162.5930599999,7190533.291610001
2021-01,45001854.31829,37992676.88922,21442101.470149998,17456096.69032,25958957.401970003,27362288.01737,1261021.06611,17032338.35748,13247289.3286,19208877.153320003,12318441.039180001,1298622.08112,7345645.85456
2021-02,45305128.35428,38840867.75002,21364915.94035,18593327.959629998,26185516.144920003,28165607.92967,1326153.9213800002,17414401.18544,13228694.636370001,19165309.551909998,11906046.37904,1463937.9848200001,7572837.53701
2021-03,47669130.949880004,39629221.490839995,22047130.191180002,19464634.37064,24509236.2563,28292494.85915,544795.93383,16373623.8617,14070285.031380001,19391818.502940003,12647369.233879998,1331861.27935,7673432.80617
2021-04,50957477.607499994,40456408.51236,23185032.537809998,20190575.05408,25918224.742060002,29707465.765839998,1097169.6470400002,17029592.86203,14610443.04114,20280265.14174,13180502.88864,1568540.29378,7704836.4277
2021-05,52861920.60884,41908231.2221,23120723.363599997,21978418.67543,25720546.65403,30647291.185439996,1257531.64732,18334070.81136,15181724.846419998,20586642.35088,13105139.93863,1555448.2319200002,7952129.13277
2021-06,55205501.83673,44346658.42381,20937067.76477,22193111.14906,26294145.581570003,32258080.19431,3743175.8466700003,18479091.08072,16036214.09474,21407023.732410002,12989406.158270001,1530548.41656,8327916.758719999
2021-07,56241825.63644,46002635.4353,21776214.38848,22779438.13544,29037661.23845,32865087.41546,4075640.16864,18388739.78112,16584715.781779999,21271747.989690002,13883073.47155,1474973.21472,8599884.57065
2021-08,57968345.79158,47586517.413780004,23000872.67604,22912259.76808,31456383.11463,34963059.57106,4178117.63025,19063633.67722,17094735.84527,21408993.09014,14209195.47177,1615445.75646,9011211.66826
2021-09,60297614.40092,49304184.901240006,25432014.561839998,23528929.55033,34979551.20657,35993389.033760004,5675073.197450001,19356993.5315,17606163.67801,21909582.277050003,14560212.717819998,1628963.00807,9104560.42598
2021-10,63948933.47232,50751128.97705,25591908.272749998,24237231.53409,34606604.59884,37371840.38012,4770936.38483,20322618.595209997,17664670.62372,22108272.564489998,15486835.24583,1367590.75596,9226833.217
2021-11,67589927.70186,51998843.655360006,27979360.12316,25489723.334990002,36829670.32828,38982603.63218,6733743.697489999,21611237.656650003,17712749.241919998,22648921.169209998,15635472.20131,1366163.2634100001,9191966.64524
2021-12,68803612.16961999,53086793.35171,28459814.6799,26064067.627890002,33802579.533099994,40460457.674229994,7748226.31159,19969068.8323,16803942.27572,22705397.18257,16207594.8092,1219285.6788700002,9501506.91216
2022-01,69215236.9314,53165751.8657,28690580.60555,27846835.65645,37238943.18576,42798393.01033,7423246.0661,20673015.57153,16955836.571820002,22984819.32076,16681895.042799998,1379208.96653,9760934.09358
2022-02,71694914.24821,56455041.37423,29692531.08303,28624944.58619,39435996.85553,45117583.88675,8404791.72154,22249455.33152,17150573.06749,23378116.210610002,17212090.82606,1293252.23896,9993076.313329998
2022-03,71699552.15825,54351068.383650005,29088336.73615,24731429.133369997,37545549.591180004,42177565.64839,7105426.71229,21490858.766569998,16742085.1605,22616159.8999,16950521.070309997,1305344.6069500002,9621463.57573
2022-04,70356985.18379001,53204430.52217,27439318.611849997,23150652.220069997,35764082.162530005,39016340.81907,7566573.760670001,20569675.88336,16446355.95969,22858655.66722,16527519.14625,1278759.29777,9273066.89804
2022-05,69641271.42448,52970299.86755,26542743.306140002,22311447.87093,34757299.14453,38364426.0345,8057816.66219,20280559.30266,16093559.29279,23425715.77654,15876989.02881,1263950.20165,8847496.331389999
2022-06,68267804.37985,51242315.01336,24122551.518430002,21597946.54381,32352940.742550004,36193621.36477,7551157.44893,19212689.08086,15586098.46268,22863263.57133,15553065.17023,1234074.78462,8181329.41294
2022-07,72230958.52966,52036912.9698,22296423.47072,21404545.87594,33936481.019090004,37321817.76287,8516808.00498,20384534.802460004,15516070.33812,23484534.496499997,15607129.10387,1196020.57692,7920577.4732099995
2022-08,71514083.74567999,50875975.28214,21888396.942059997,20874798.94201,32441447.628990002,35215101.29978,8694079.880420001,20305217.139269996,14925844.166569998,22557955.844199996,15559215.6643,1205644.14611,7479277.927320001
2022-09,69688126.03185,50430511.47647,20751334.9396,20435255.886520002,31276136.032629997,34038129.07852,8485290.78258,19098812.73323,14604027.06232,21497316.34761,14822958.75333,1159918.67776,7034345.47995
2022-10,68004333.11192,49380629.86125999,19253464.42007,20518935.48593,29860834.61396,32659496.020109996,8577927.15308,18345302.62538,13972715.11089,20609519.21542,14785985.252990002,1086160.03257,6636701.12099
2022-11,66713951.711339995,47321109.759619996,18265285.467380002,20667380.17669,28178959.10049,31388988.90085,7889132.8354,17794027.057430003,13301856.58644,20047811.9009,14932831.83726,1144467.2051499998,6374889.6969
2022-12,61821553.11324,43770237.29232,16315949.079089997,20797790.008330002,27458170.15821,29892899.953449998,6904219.16122,15652838.61858,12505601.862310002,19341399.023059998,14192723.692039998,1036483.313,6220965.57527
2023-01,60919200.00586,43373070.077479996,15470671.01454,21383206.73699,26674984.8833,27975706.58522,5392133.95619,14970980.4389,11945706.48793,19169189.81089,13833390.12889,970697.42838,5958165.52536
2023-02,60362266.31244,43385789.17663,14622610.756730001,21648374.28754,25263027.15932,27535038.62612,5234711.165719999,13912198.20588,11644364.19186,18692101.11906,13599912.362060001,999241.66266,5903538.273939999
2023-03,58176521.08346,42944107.96862,15149877.60359,21907379.10263,23897009.47964,26867108.43505,4155836.9438500004,14380974.886880001,11553236.58184,18688431.47323,13571534.414549999,985773.1261700001,6087960.51182
2023-04,53986121.535450004,43418057.7652,15028447.14689,22704844.44102,22492132.992229998,25093138.83548,4539748.231249999,14033747.51674,11672037.29994,18269785.23856,14264603.082260001,1025768.98975,6170282.703749999
2023-05,52132396.46925,43918869.57006001,14174106.723690001,23889473.5388,20200809.05873,24176144.23901,3931587.10549,13978090.41919,11854609.623259999,18281574.80508,14525890.855059998,986571.60022,6411408.0501500005
2023-06,50354801.53977,44698179.13581,12157515.86055,25100594.714840002,19292302.94455,23910591.03774,4379301.45643,14708028.91009,12048122.879040001,18524615.20682,14119185.7194,1014268.76005,6595260.729959999
2023-07,49822766.21211,44952098.033199996,11824255.84101,26302792.00502,19655187.463239998,23589105.71675,3384907.36505,15154096.25953,11996315.1794,18537721.66943,14494892.09375,1006734.15027,6938080.196470001
