Date,Total
2020-02-01,0.16062777984337911
2020-03-01,0.16227923005362507
2020-04-01,0.13197522626687647
2020-05-01,0.13362487192657346
2020-06-01,0.13472607530226802
2020-07-01,0.13172357628358822
2020-08-01,0.13698294956287965
2020-09-01,0.13355978068831273
2020-10-01,0.10645411424338261
2020-11-01,0.10893233537917894
2020-12-01,0.11184353509213543
2021-02-01,0.1052810337587123
2021-03-01,0.10915010332007045
2021-04-01,0.11402591924081153
2021-05-01,0.11752114470400293
2021-06-01,0.14108271746506248
2021-07-01,0.1421916210188807
2021-08-01,0.11055368670772633
2021-09-01,0.10616119104711165
2021-10-01,0.09630092605313681
2021-11-01,0.10569147539608474
2021-12-01,0.09996193792862644
2022-01-01,0.08807748905033348
2022-02-01,0.08643877397652718
2022-03-01,0.0851763097707175
2022-06-01,0.10493073800558649
2022-07-01,0.13059372185009419
2022-08-01,0.13093274933077845
2022-09-01,0.1318983400990112
2022-10-01,0.1395588129386848
2022-11-01,0.19735414026433723
2022-12-01,0.2784637441637845
2023-01-01,0.27758442840886843
2023-02-01,0.2801265569440545
2023-03-01,0.2852647352197481
2023-04-01,0.26732529893264545
2023-05-01,0.2731977677716839
2023-06-01,0.27361307838116206
2023-07-01,0.26978670743837774
2023-08-01,0.2907268441408499
2023-09-01,0.3088824041113374
2023-10-01,0.31386823480304527
2023-11-01,0.32566420274462365
2023-12-01,0.3042972923291797
2024-01-01,0.3195436061245107
2024-02-01,0.3197704570537026
2024-03-01,0.31953438093236
2024-04-01,0.3159863104877892
2024-05-01,0.3234361290133323
2024-06-01,0.3259806316250899
