,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,6533871.08775,5098978.76944,13973457.775679998,1449237.43795,3352058.62162,4801417.22837,8764186.07546,2548414.5061999997,1456806.4211199998,2991678.73696,1533287.53155,206889.74478,514321.58882
2020-02,9147290.6653,5460964.51691,14972282.71483,2442475.9523799997,4185490.7146800007,4092601.30776,13048956.9698,2498904.1070999997,1382663.4319,3111988.13179,1279271.75488,212975.9335,475694.22606
2020-03,16241559.93004,7507395.61753,18461681.99729,2694050.28799,8729984.298870001,9291181.05248,9012141.448379999,4757959.426750001,1826693.17384,3533115.53758,932631.2997900001,378020.27306,614799.2491
2020-04,13014055.704869999,7019556.022969999,17442655.70151,3289716.98198,7211446.26542,8673111.89936,7120010.61414,2672270.5619599996,1292269.91415,3394620.55578,978864.3663100001,346459.11538000003,394290.76956
2020-05,11837051.73431,7162722.48597,18948568.97192,3838315.1570300004,7180711.75452,10163692.42055,7996546.02006,2318692.3170299996,1180412.15292,3313467.70457,720157.5132200001,300990.8456,444291.32195
2020-06,13220687.04335,5513631.23531,21018738.07968,3658524.5605500005,8342279.40566,10654631.871749999,9531152.50327,3053509.6424499997,1953091.2792,3114947.17459,1175918.6439800002,244158.41366000002,416283.73039
2020-07,18158097.50999,7930868.56366,23324179.832000002,4254247.86689,9966028.47606,12921937.255069999,11255603.19851,2991061.26339,2269120.06121,3346104.0799399996,1617162.60462,507463.99267999997,378013.26824
2020-08,19030184.67787,10126729.964030001,20965718.545700002,4283828.22457,10432492.73106,13300578.78815,10366064.891509999,3828151.20562,1973383.3842500001,3683625.3162999996,1407506.24061,417273.39387,260381.57471
2020-09,20180202.2808,13007620.548460001,22816218.321620002,3796392.81715,11301969.421289999,13815197.97852,12325940.77087,3108651.38736,2400622.07657,3711603.4894,1186445.39434,529899.5087300001,318015.41092999995
2020-10,21201492.07183,12385623.02757,22021825.59736,4069969.5669099996,11573518.70737,13888938.69974,11266774.126500001,1967589.438,2668975.1906,3755828.00934,2194919.34473,281972.79667999997,283393.61130000005
2020-11,19955277.398819998,11276146.82164,24677806.075469997,4029373.73755,11848280.39311,14143240.3391,11416698.90937,2010872.20785,2342035.4239499997,3582343.5046800002,2045636.87046,297451.32946000004,466676.81142000004
2020-12,9890436.71432,8068260.522460001,23502763.469589997,3275773.30291,10581182.675189998,13628078.15257,8691242.12752,2986602.17645,2029886.06762,3906268.06131,1179920.34684,285293.86393,407540.04056
2021-01,16361315.81939,11977260.65876,24302816.368219998,2852833.7613999997,10440513.80108,14710603.79091,8777133.49083,3307054.04469,2750313.01042,3809005.8087799996,2004127.06153,199618.02953,656556.78473
2021-02,15288253.167949999,13132415.81812,22915599.413980003,2922355.94489,10725588.7499,13427851.11098,8851723.33006,2807601.01213,2325902.33403,4357436.00675,1282437.20386,137467.80904000002,872254.7175
2021-03,16275549.74901,14242859.23034,21495393.38225,2469086.35026,11126824.299689999,13311779.76498,7289494.028899999,3739618.69949,1861669.00917,4533451.6406000005,922394.2447299999,173587.07671000002,887754.8454499999
2021-04,15722471.59215,19922788.94744,21209631.84763,2603990.0984199997,9584175.311970001,13923289.87873,8318708.0415199995,2888578.8828,2101091.87862,4331510.39286,1365334.47428,140602.82090000002,795276.99363
2021-05,15166515.91058,16659873.28807,21970817.874300003,2923259.1524099996,9782492.162659999,14412762.845199998,8056743.160549999,2664096.3669000003,1962660.1524800002,4488556.16305,1162706.6656900002,133693.69466,759742.32084
2021-06,14957094.51416,17385061.15821,23651282.9278,2990108.93937,9742715.727729999,13710115.6271,6856764.43284,4207906.053719999,2126228.55144,4517377.81477,916452.6960100001,227218.59462000002,542794.71193
2021-07,14278395.60661,22228288.915239997,23145167.15011,3284083.10857,9412227.08495,14802654.736350002,7377251.36668,4661204.14633,2056796.2030899997,4800189.94221,1481104.5965,271509.24376,931388.52032
2021-08,16747288.179039998,18453262.45465,22475841.354199998,4698974.80011,9248815.27312,13829371.23724,10190885.89392,5467680.552689999,2896905.42297,4951343.43267,2089317.4935,418748.97354000004,987552.53593
2021-09,16733530.35796,23867449.68619,25997721.639489997,4223394.97339,9783160.994350001,12951819.16716,8856707.763980001,7956970.15043,2296286.00569,4696114.520029999,1784708.96626,138505.71993999998,1439797.64473
2021-10,15765279.39301,20505473.52722,23813999.501399998,5917094.22606,9515801.73447,12277308.941790001,8992415.22595,6103411.41065,2635816.30442,4888911.36447,1454736.33868,502351.23132,1611938.4926599998
2021-11,20131370.00988,15060345.35094,24706773.11803,6234560.13946,8160441.78682,11287599.13724,9918033.50578,5669328.55174,2680919.9355,5223214.07672,1269051.7998600001,514065.47268999997,1063437.81227
2021-12,14286607.68691,10697153.978030002,24132633.78108,6923249.21448,8206141.154390002,9129390.34076,4855524.592530001,4387542.6705,2217660.12417,5343074.92914,1605618.5778700002,380812.22685,824413.9189500001
