,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,509632.84538,402849.5468,228630.3445,18324.02321,221819.33332,239118.44902,243589.9206,8352.02411,83554.28010999999,78864.92301,17465.91965,-20879.95675,92019.40931
2020-02,955197.05922,730770.9593,389973.86179,85143.30934,329089.83166,445622.57903,427749.93432,17668.07076,121347.50723999999,169630.2486,60148.88537,-22305.716780000002,128073.88638000001
2020-03,1259059.9222000001,988893.02668,563887.3055799999,164653.39401,458417.41547,686816.32598,501875.10611,36497.93192,164736.58891,194448.80605,127886.31681,-1966.3469,65163.75457
2020-04,1639601.52931,1214831.86271,691865.29219,217430.05044,503886.55006,833600.16196,737244.94508,39238.77298,197904.40149,250700.78272999998,142887.72615,876.3243699999999,49817.02774
2020-05,2064837.81278,1374059.3194000002,738941.36821,225947.25055,621027.88447,895777.51586,930314.26125,68545.38184,231452.94595,296978.10019,149328.15296,6115.0226600000005,68253.0064
2020-06,2524302.27758,1529785.7634,825729.1449900001,288614.11491,471422.91811,722571.77747,821020.02659,140798.2619,289807.30783,321027.87967,173239.24967,11371.72346,81497.35155
2020-07,2982870.9447299996,1830932.54473,970593.6526100001,309363.06431000005,591335.4195900001,1113494.20193,997308.8770099999,205009.29166,355900.84862,370509.94654,194496.74789,10599.11245,108591.09096999999
2020-08,3290746.04079,2261902.8586399998,1100213.79198,369110.21925,722899.54174,1383298.78883,1119735.61782,249112.74141000002,421756.16979,438174.10572,245372.01898999998,12495.38377,148290.71578
2020-09,3809251.20615,2514045.10961,1238085.08456,409225.73964,817067.61522,1849704.77337,1260811.80498,313811.51393,477834.52616,516250.46936,275116.54267,22407.307530000002,188950.29554000002
2020-10,4197229.76414,2805482.26781,1443334.9745999998,447540.60306000005,984114.55951,2147070.46408,1319514.8317200001,363515.28285,542688.22909,586358.32166,323674.51357,28177.194239999997,247269.60469
2020-11,4569910.92595,3034941.3936,1517362.02753,579346.6198999999,1079502.37928,2410419.33169,1476037.3529200002,392323.95011,607587.23891,545549.39354,389219.35457,49537.25312,303672.68537
2020-12,4993729.64355,3165284.7248299997,1592982.51675,685694.61071,1118150.65016,2119349.52261,1620633.0515,343709.50457,647563.1559,671756.65783,461721.9095,49229.87973,368059.03618
2021-01,456253.72566,412274.60713,26660.22663,161565.1327,101182.17903,239574.65659,144294.22605,57929.99166,91426.49046,61470.91624,42332.81837,53629.54797,84537.30752
2021-02,896215.8763400001,824496.8917800001,188775.28542,472044.03594000003,225329.30929,462743.55893,304342.10939,126558.78101,182598.24241,135260.5691,93594.86245,47007.42791,55934.50833
2021-03,1323597.12157,1221079.97249,363193.51642,867385.9024199999,415167.1674,783024.10963,459685.69085,201583.57770999998,250274.38351999997,218363.19994,202396.25803000003,47917.573769999995,123191.15359
2021-04,1869109.17049,1613586.85014,509511.58702,1148315.81624,586129.0755,1053100.95003,588257.0247,267723.48541,331945.13526999997,299588.86718,232620.82811,53319.12201,174985.4466
2021-05,2262536.94525,2014750.01044,567839.2887700001,1353944.54975,694915.9646000001,1284412.5679000001,729883.58354,330699.17641,418307.36113,388664.60297999997,287005.09957,62845.79078,199307.55536
2021-06,2853150.14812,2420359.12684,624061.1668400001,1649610.8479,846708.41382,1560735.07,937511.18935,396798.94626,517167.0269,436249.14204,327789.60912000004,43398.65084,246102.15587
2021-07,3379754.6943699997,2775653.25033,839525.10068,2049843.26006,1031402.04172,1886111.28709,1093000.21407,464260.79078,607935.05724,530482.52485,374639.57243,62443.78125,315644.28632
2021-08,3949374.98599,3232666.40973,1038189.2683799999,2274925.84765,1184455.19353,2155450.45744,1285884.98945,545963.10484,710183.45635,612289.92738,409011.23419,49463.06905,417505.85615
2021-09,4436924.30953,3683729.9389,1281669.3656,2461548.50376,1315535.89625,2521262.26624,1493585.3976599998,629926.53495,788133.2066899999,693764.0932100001,445367.58035,87066.08962999999,519169.25839
2021-10,4972169.23983,4234821.34313,1484186.69004,2787817.00935,1530763.7996099999,2771356.7537499997,1697880.01717,716210.58879,831365.03753,734662.29073,469323.16651,47604.13626,647294.33268
2021-11,5383519.44769,4831397.42447,1875305.29804,3117741.9004200003,1671341.86239,3000128.4918,1909431.8619900001,748697.5529,905375.72048,843099.61792,489546.80457,60777.18675,814233.07829
2021-12,5946962.785,5111271.659109999,1782807.45735,3280185.86436,1894335.68956,3350730.43108,2144257.76938,835580.1102100001,971865.35702,937486.55328,555252.3072599999,69929.02291999999,978166.6851799999
2022-01,548048.23774,727453.95002,259605.4934,386810.26864,154155.4683,359608.79974,237088.16428,190503.57534,145381.37309,90398.63941,54116.536889999996,22805.96715,117963.11835
2022-02,610301.4794099999,1148631.33165,434848.87634,438627.67816,249481.71371,622020.4985499999,159384.32815,73374.94969,230880.44657,-10665.15267,58950.53746,39824.235029999996,160007.04851
2022-03,-82125.62164,226590.29126,-95269.55914,-116783.15457,9695.98049,-1018259.73721,-111748.16158999999,233550.85628,48294.48762,-919369.35569,4482.092299999999,46480.520079999995,88998.19334999999
2022-04,-58403.25087,230540.07214,-56060.065,-80041.02325,25893.28897,-2034806.14457,-94247.00998,303122.72015999997,50631.81217999999,-840715.22459,4755.747450000001,48393.74801,37329.90204
2022-05,563698.31453,273109.97868,442067.81389000005,106047.85244,74177.93324,-731140.1432899999,101597.20439,374538.80176,110040.14757,-874728.05921,7662.0596399999995,36482.29597,9805.28062
2022-06,832470.91057,266598.06361,900318.53565,293666.96543,37523.1264,-954589.12298,287318.36429999996,378765.92517,70835.78082,-1090670.29501,16963.34826,27779.04022,5892.39894
2022-07,2002816.31131,225815.58753,1354545.3826899999,487755.41803,52974.349599999994,-698087.65866,790278.41201,408772.0567,175316.87315,-1465935.12439,18011.45786,-40926.85611,17933.40228
2022-08,2336362.09415,281913.60498,2113268.88962,698475.5947700001,70314.93793999999,-537673.21983,1341115.53397,411061.83498000004,70660.77668,-1549551.16756,22006.49808,-41140.5308,31710.83035
2022-09,2948115.7551800003,58569.31076,2596853.61007,1068243.4606899999,29484.25027,-20902.687719999998,1836686.89115,409537.05585,83545.00667,-1725977.68812,30698.360109999998,1639.92959,153021.08268999998
2022-10,3134621.2651699996,57947.590990000004,3226374.11724,1452750.2569900001,29532.53423,252927.1145,2321290.91585,527263.9418200001,160635.72941,-1757434.74788,34787.474709999995,4111.3278199999995,188524.07504999998
2022-11,3439082.97271,208464.4493,4016368.95861,2015335.94725,72928.01253,542528.41171,2897527.95187,609271.59994,238805.39655,-1769549.04947,37754.358609999996,5499.32369,222783.02487
2022-12,2014279.8021500001,-485338.93003,4335694.32587,2951765.0267600003,38428.758700000006,726410.88405,3318438.38509,473093.92698,174344.46496,-2145238.83403,43181.032530000004,6395.3351600000005,259153.49986
2023-01,855810.0214900001,608610.45558,733177.05121,378514.04084000003,17743.89307,752021.89936,643145.87335,174224.83405,216500.56982,142944.07964,25299.9504,10106.80248,48200.06275
2023-02,2037497.5528099998,1217701.3524500001,1464139.07075,725930.91543,72313.74934,1274593.5810999998,1197166.80821,243272.32897,300782.39608000003,237788.42564,47208.640889999995,20846.30297,97041.54558
