,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,5836537.542,7632224.5184,2224820,1482858,1343253,3706504.0684,5026567,1554426.9854,2603843.6350000002,0,308078.66000000003,133693.654,0
2020-02,5704908.494,8310452.162,2324599,1464928,1399250,4562261.001,3669758,1928428.2310000001,2616753.4396,0,427889.35,135085.5,0
2020-03,5951978.1135,8686367.043,2303283,1503075,1399852,4143905.92,2481846,2247168.4444000004,3530047.1078,0,474621.02499999997,138072.44549999997,0
2020-04,5959476.8806,8579910.580200002,2183433,1043999,1499852,3209356.24,2481846,2590654.4414,3387551.2537999996,0,442536.78,260905.07000000004,0
2020-05,6351550.4335,9796910.6887,3172456,638118,1499852,3306260.84,3936735,4198428.2863,4264091.8341,0,941704.9299999999,283727.06,0
2020-06,6922931.008799999,11303708.4946,3011453,533844,1498779,3506473.0500000007,6790673,4208742.763,3955392.667,0,1335100.94,379599.48,0
2020-07,7107378.9155,13601677.501400001,2999630,553826,1498779,3874018.1150999996,6317227,3153363.7464,4057875.0718,0,1342789.51,151873.3101,0
2020-08,7537448.7165,13178958.460199999,3048372.2465999997,899518,1498779,3679973.6847,5987393,2157112.606,4222338.912400001,0,2171794.93,101512.0843,0
2020-09,7797521.6215,13330363.554200001,3040578.5083,3072956,1498779,4046220.1163,6311564,2162779.1783000003,4308125.140400001,0,2198707.0300000003,70747.25,0
2020-10,7964183.344400001,13838489.467400001,3026902.3297,4278532,1498779,5131645.953400001,8128355,2937539.6173,4472655.6388,0,2403265.41,67032.612,0
2020-11,7862215.2537,13728887.091799999,3046873.7746,5076830.8,1498779,5225658.6557,7695377,2737584.3101,4860443.3473,0,2505587.87,97982.8906,0
2020-12,11797778.2192,13757895.9588,3040557.4098,7109833.000000001,2518779,6371784.39,9168473,4313906.2866,6040463.0876,0,4347325.42,154005.97679999997,0
2021-01,11607181.7744,13726627.756199999,3070610.1057,9665112.5,2538779,6788255.4106,9588706,3813634.5774000003,6720175.982,0,5303836.83,146174.092,0
2021-02,11466225.3651,13570899.2785,3210154.8156999997,10190864.5,2698779,7091374.4542000005,10817424,3945459.2377,6471773.958,0,6976957.27,277082.5943,0
2021-03,11404444.5282,16192103.000000002,3098392.7424000003,10184354,2698779,6783609.7595999995,10516332,3240739.7641000003,6820408.016,0,6974142.04,186689.4616,6506
2021-04,11505461.371000001,15798463.500000002,3177807.1,10164750,2698779,7015382.02,9599833,3705882.8243000004,5884334.25,0,6974952.499999999,360948.12840000005,6506
2021-05,11540557.6236,15185704.932,4501225.0948,10528558,2698779,7507427.5028,10290181,3812910.9408,5950606.6636,0,6560388.34,432350.76320000004,6506
2021-06,11343046.5133,13920439.279,4505786.2195,10081563.5,2698779,5949128.6608,10315314,3535408.2794,6020568.1067,0,6623006.004999999,573889.1056,0
2021-07,11018969.5923,13298853.6895,4479626.5512999995,11158557.1,2698779,5433077.3142,10684020,3302810.5746,5917712.975000001,0,5470805.544999999,573333.0588,0
2021-08,10762474.213900002,12576764.068500001,4554470.5706,11154753.3,2698779,5646121.1798,11462419,2662909.1886,5861691.525,0,4744306.635,885840.3999999999,0
2021-09,12502859.093,13206921.56,4528690.568,11845647,2698779,5733641.872,11536829,3705488.583,6438553,0,4678297.6,553839.052,0
2021-10,12382812.786,13352283.1525,4495285.345000001,11067633,2698779,6282344.925,11360616,3984581.2547999998,6240276.25,0,5468308.274999999,905879.5,0
2021-11,12026889.964200001,15923237.2215,4592121.0775999995,11165931.4,2698779,6439012.6412,9173342,3940005.2383000003,6781751.704100001,0,5516059.265,907456.7,0
2021-12,14370890.646799998,16431963.313000001,4742934.919600001,11705248.2,3498779,7485778.418,8752400,4530963.707199999,7651564.5592,0,6811463,996568.095,0
2022-01,15062248.5097,17283889.288500004,4704015.4978,9789174.4,3501866,7740194.335099999,8348870.000000001,3877465.1864,7677556.5988,0,6890669,1231385.335,9548
2022-02,15083763.125200002,17069796.5885,4378022.7224,9010543.2,3401866,7689921.462,7567052,3433466.7376999995,5891782.669199999,0,6039752.85,1266680.585,57148
2022-03,15082872.566100001,17069767.3335,4230674.7224,8510543.2,3101866,7085421.462,8576552,3002180.5148,5888587.438099999,0,5139752.85,1256680.585,57148
2022-04,15060694.650400002,16843970.845,4211687.7224,13688462.2,3101866,6785997.5605,8590052,2997810.7101000003,4788210.318299999,0,4891086.2,1226397.2525,57148
2022-05,14501035.4546,16304156.655000001,4223973.7224,16872597.3,2553087,6301491.560500001,8320575.000000001,2497744.2802999998,4692667.5865,0,4372378.5914,1152032.2525,67475
2022-06,14563051.460099999,16302581.5,4207896.722399999,16501534.6675,2878087,5558178.349199999,8025155,2366843.2208,4229103.926,0,3366352.68,1132032.2525,67254
2022-07,14556595.9645,16777972,3911647.1136,16377985.334900001,2778087,5723610.8192,6042347,2339627.2621,4784908.7201000005,0,2995804.8600000003,1016398.02,67250
2022-08,13542374.0148,15049684.000000002,3755655,14389618.4172,2628087,4565929.3,4598947,2037755.5084,4115361.9340000004,0,2586340.8600000003,718798.02,67250
2022-09,14632570.1608,14489704.000000002,3753263,14103106.4043,2628087,4515757.180799999,4101447,2039761.8883,4114857.0006999997,0,2594967.7918,718798.02,67250
2022-10,13657829.446,13415683,3759088,13508342.552199999,2408087,4437024.985,4075947,2021247.5995,4106105.9631,0,1868701.4300000002,652366.62,67250
2022-11,14323459.667000001,13414628,3749630,11537875.1758,2408087,3908499.0091999997,2927347,1770232.5228,4088158.956,0,1270974.43,658935.2200000001,107109.774
2022-12,14380163.415,12957628,3749630,10883580.5518,2408087,2629934.8,2101697,1762273.918,3356486.4395999997,0,1570657.9386,577219.52,107109.774
2023-01,17551387.7966,15236761.2578,3749933,12461332.394000001,2820672,2670719.9229999995,1691697,1763023.918,4051073.4395999997,0,2038206.4694,597219.52,159146.89179999998
2023-02,17023935.957599998,14755918,4839757,12765458.8184,3337831,4107191.8000000007,1691697,1283173.9180000003,4931092.82,0,2679644.1888,618851.6799999999,636481.4117999999
2023-03,17518034.1576,15598262,4647411,15610560.9088,3200831,6247702.800000001,2057737.9999999998,1286038.9180000003,5931092.82,0,3033970.0074,783375.4,1238643.0118
2023-04,17393673,15598262,9287355,14754219.8838,3798831,6005588.8,1689478,1825730.9180000003,5931092.82,0,2697941.142,706110.3454,1385758.4896
2023-05,23582174.1,15533985,14037948,14696593.3854,3798831,5756849.1828,2888039,2279870.2205999997,5931092.82,0,2262678.8442,797377.3454000001,1385758.4896
2023-06,23879863.214599997,15338260,14025815,14827116.836000001,3798831,6213040,2888039,2212633.957,5931092.82,250000,1686197.6858,752126.0454,1077741.1718000001
2023-07,25338911.260599997,15336327,14013283,14837812.752,3798831,6213040,2878039,2243718.0026,6193814.819999999,398000,1686197.6858,962296.78,957174.4976
2023-08,24528032,16883439,14015100,14844794.5962,4298831,6713040,6143876,2188606.8532000002,6850589.36,398000,2895783.0562,1050691.325,957174.4976
2023-09,24406113.4576,17878079,14031624,16683171.442300001,4298831,7713040,7497676,2822685.1562,7394659.4592,398000,4238497.7658,917006.2050000001,810315
2023-10,24343946.691,21870349,16083167,15773076.8335,4298831,7713040,7090795,3132415.0012,6212263,398000,4356708.2712,854552.1699999999,810315
2023-11,24308182.3348,24293130,18071445,15056869.3174,4295744,8799977,7629903,2780003.0614,6384643,398000,3106740.1232000003,899438.8099999999,810315
