,privatbank,oschadbank,ukrgasbank,ukrexim,sense,first investment
2020-01,140688624.2981,77594010.4,24111392.5295,35776687.7803,8451879.8924,174437.19999999998
2020-02,140154738.0095,73189464,25446551.088699996,35679745.9647,7428956.424,171927
2020-03,149173152.8333,74764046,32413346.1426,38312221.710099995,8552289.191,271430.5
2020-04,153263051.97120002,73495169.6,32710738.185,41481444.0472,7507741.589000001,293799.8
2020-05,162510626.63410002,89383042.6,40350656.0373,41967230.040199995,9735579.442300001,293341.3
2020-06,166472989.0116,94064850.80000001,42889583.9786,45448801.36,9450638.512,341845.4
2020-07,169769204.0037,97155848.2,42586625.808299996,44313421.440000005,10944133.0461,273839.10000000003
2020-08,165800303.5168,87815592,43993169.0261,43778825.92,10878102.966500001,222331.3
2020-09,165939301.8593,90903617,44833254.5772,52492590.8735,11067292.262,228092.3
2020-10,171064792.14170003,91006222.00000001,44841266.1202,55689164.9922,11023807.0166,229068.09999999998
2020-11,176845357.7182,92070323,46108504.6953,56555726.9714,10811475.6924,391276.7
2020-12,195296855.7708,105085478,42815155.2688,59074443.399399996,11309255.4212,539922.2
2021-01,194961684.49920002,104973315,43744954.5228,50213114.662599996,10918265.1891,674350.3
2021-02,195758698.78129998,98092616.00000001,46387502.6596,53741620.09949999,8504174.355700001,776475.7500000001
2021-03,195490213.3799,104981003.99999999,39869675.5828,53625739.507599995,10839029.904900001,826139
2021-04,188616886.87330002,104666675.99999999,38034937.058,52949418.63999999,11006130.4448,978125
2021-05,184082422.8772,100482500,37304060.762399994,49254296.388399996,10933048.3576,976252.9999999999
2021-06,177925123.7572,93417444.99999999,34512126.1768,52014249.5743,10650471.5493,973822.2499999999
2021-07,182705107.09939998,83786444,32417253.2174,51361140.20379999,9799797.0346,818650.25
2021-08,182489357.49609998,83761764.00000001,30677385.509499997,52605445.0419,9779548.5168,788450.75
2021-09,181285979.79000002,80905185,28589460.311,51523662.876,10385151.822,890019.552
2021-10,180350148.6624,80756545,23740317.138499998,50038096.1245,10417751.3413,784448.75
2021-11,186301733.93760002,79655084.99999999,21285679.1094,49597068.4585,10672034.2976,926673.7499999999
2021-12,206216778.08359998,92753364.99999999,22728176.636200003,47699652.515,9727460.746000001,846142.9
2022-01,208129141.344,94601549.99999999,23558745.4364,51056313.4864,11296440.4211,860447.05
2022-02,200767143.1267,82576531,24336091.6139,48595281.6432,11605783.7174,718647.05
2022-03,208627232.676,90547276,25234305.072499998,51411729.096200004,11417567.168300001,718647.05
2022-04,214294479.18800002,87952341,24833368.572,51036784.4832,10970602.8806,587000
2022-05,216291868.69460002,90568306,23425000.3159,50209876.4539,10936135.388899999,587000
2022-06,216377330.4409,90503694.99999999,23544178.7407,44284478.819800004,10471694.7286,587000
2022-07,225367020.6995,88653696,22966376.5051,48094581.421900004,11137893.145599999,587000
2022-08,224600389.7356,85600161,21834833.7596,47695724.594399996,9993594.041,587000
2022-09,224664857.0734,88432577,21836737.1961,47345030.3106,8026968.3309,587000
2022-10,230047697.357,88633879,21328975.046699997,47843988.201400004,5473178.897899999,570000
2022-11,233244081.55200002,89005419,20173676.908,47976914.213999994,3829019.5022,570000
2022-12,235870991.5498,89831760.00000001,21969394.6996,47747704.6662,3644854.3572,570000
2023-01,236030911.5406,97228421.99999999,24036189.259999998,49435749.659,4659521.5188,570000
2023-02,239173615.4846,100243037.00000001,27224329.156200003,55605465.2896,6692227.126800001,582379
2023-03,249466653.29320002,90550148.99999999,26226440.087,56810784.700799994,6013796.0314,602379
2023-04,236643001.1509,92151830.99999999,27514361.1426,57748584.5119,5986234.967599999,602379
2023-05,232406777.8592,95181201,28279681.9584,57686184.315400004,6415115.2086000005,602379
2023-06,229369130.977,95416380.47479999,29475636.7556,59173139.6638,6458438.9732,602379
2023-07,232400429.62359998,93374657.14719999,35137140.599800006,61497136.2716,5245511.1450000005,193727
2023-08,219899021.9525,95539267.5574,33957944.724,61929557.5966,6258226.706,118727
2023-09,228689261.1176,96931821.46939999,33950888.047299996,56725176.172299996,5219982.320300001,118727
2023-10,235852990.39409998,98868884.3792,40400285.686900005,56531233.0568,11193978.7176,118727
2023-11,245412460.1636,104768099.2556,39951147.1476,56999789.77819999,12767167.011200001,48727
2023-12,255668013.032,107447267.0182,42756092.748,57868731.923700005,17985648.0138,48727
2024-01,257461247.4606,107210564.7992,44707229.0434,57544931.1644,18341546.012500003,48727
2024-02,258552622.07620004,109845870.78340001,43782959.623900004,57514842.025699995,20143788.643200003,98727
2024-03,264044598.08779997,112682148.54619999,44927016.9116,58610888.263399996,21396214.909799997,98727
2024-04,266946850.15880004,113701023.08240001,46630448.3216,60472192.2576,23525641.167200003,148727
2024-05,251392340.73979998,118981829.60139999,47649460.8854,58869823.0446,23534992.8941,148727
