,a-bank,alpari bank,altbank,ap bank,asvio bank,b concord,b industrialbank,b lviv,bank 3/4,bank alliance,bank avangard,bank credit dnipro,bank familny,bank for investments and savings,bank grant,bank portal,bank trust-capital,bank ukrainian capital,bank vostok,bta bank,cb accordbank,cb globus,cb privatbank,citibank,clearing house,cominvestbank,credit agricole bank,credit europe bank,creditwest bank,crystalbank,deutsche bank dbu,eib,first investment bank,fuib,ibox bank,idea bank,iib,ing bank ukraine,kredobank,metabank,motor-bank,mtb bank,okci bank,oschadbank,otp bank,piraeus bank icb,pivdennyi bank,policombank,poltava-bank,pravex bank,procredit bank,radabank,raiffeisen bank,rws bank,seb corporate bank,sense bank,sky bank,tascombank,ukrainian bank for reconstruction and development,ukrconstinvestbank,ukreximbank,ukrgasbank,ukrsibbank,unex bank,universal bank
2019/01/01,777367.99054,41520.76773,57506.31321,76117.51453,88537.0743,132418.41556,,174265.75146,305949.2259,136634.46052,155536.57644,600608.7704,20215.41321,442573.61676,97666.17737,33018.79642,,,742037.32329,186598.38527,202233.57754,395746.7462,13543308.47741,259869.82201,111651.73316,182207.96685,1483704.04822,75102.40198,91092.64926,164867.72056,105306.43021,,94765.69081,3405888.38245,264072.80147,473720.67458,192980.73427,350201.30093,1120463.79396,75911.34249,83399.51586,448428.74838,41627.90911,11236199.73596,1729529.11305,269946.11667,1382911.6424,58895.64771,125954.93131,,506198.11707,121527.54703,4740055.8962,123187.41969,72670.80198,3829633.7329,91233.572,1051016.05365,14408.03914,,3215510.58547,2476245.08275,3202647.46327,142123.40152,890785.60206
2019/02/01,44261.24625,5346.74548,5170.87025,5133.65938,9328.79241,13345.09167,,10555.62438,36696.22141,14142.25585,3128.01176,45813.68797,2126.44655,41166.64999,9565.7591,2628.36378,,,70171.12795,8433.28349,23028.21901,21441.6439,771900.4468,17494.53458,9507.30368,11686.17579,137164.81433,3827.43276,6323.95612,12188.22578,6097.08874,,9848.43535,300284.46129,21859.17363,35419.89742,19250.8571,17895.93132,89220.29968,7197.91437,6800.99691,35488.55646,2695.11768,581858.67801,150276.2424,22566.05871,98659.23429,3661.68137,11966.67129,,41278.32277,10456.61498,395397.04768,11910.96084,5516.98358,333478.91391,5550.56311,91263.93106,1387.33676,,138986.58392,242805.38085,267104.37965,11530.41816,98527.86255
2019/03/01,112711.09966,10688.81467,10950.27141,11234.86023,18420.26198,26317.37892,,22109.97804,72790.62149,29331.25582,6112.7212,94574.84052,4186.40778,84444.25147,18944.08574,5626.30124,,,135895.17408,16989.3053,42578.82684,46853.08588,1698801.79411,38741.53228,18435.68993,23230.21723,272709.45024,7714.59821,14044.79732,26840.22332,13848.64705,,17947.27038,591508.59671,44313.29131,72748.95638,36080.7769,35545.23251,185196.86397,13787.3559,14284.25273,73384.01445,5782.24939,2724301.46706,296663.75837,45918.78858,212986.92065,8131.66372,24428.91705,,85230.2706,21662.03134,813863.55618,23573.67874,11878.419,861124.35908,13302.57137,200569.18019,3057.69887,,299278.93599,462449.73495,529795.5297,24162.31792,202462.73186
2019/04/01,183051.35582,16246.33042,17231.17638,18315.79996,28134.26938,39495.87763,,40021.21089,80123.40098,44624.92621,9329.79792,149247.57962,6465.0253,125142.84453,28899.05276,8582.31619,,,205113.2045,20819.7651,70311.24462,74736.56163,2856002.64031,60555.7591,29053.06344,34565.77464,404068.43112,12053.01626,20988.20723,41506.3264,24793.09996,,26105.56009,893247.10645,67231.62681,114313.23487,56409.1698,58873.32082,291413.02488,21243.6885,22191.4482,109657.65619,9471.88037,2136236.33197,458274.74236,68563.67806,335614.20989,12232.14282,37687.12263,,131624.01841,35192.08768,1287345.42844,35737.32437,18249.09941,1260410.92759,18956.10273,315151.65573,4719.9728,,529214.8651,695536.5072,900909.93405,36688.69603,299342.61392
2019/05/01,249801.55425,22692.22065,22820.3044,26078.9245,39914.4601,52140.02294,,54261.16049,87519.19962,66618.05564,12740.50495,201885.14396,8965.76738,169091.86689,38842.31056,11302.76307,,,280090.64743,27601.78585,92469.12556,98773.09581,3928425.24227,82221.31154,39011.60656,45751.25912,547950.20227,16058.17528,28015.57478,56727.20819,34164.50861,,35284.43297,1243377.69357,94491.62633,155799.98714,76280.01859,81380.96883,387552.64922,29005.7532,29688.01833,174523.5475,12599.0541,3089193.18235,618262.37211,93639.97057,491506.67384,17206.78077,50694.28166,,173163.243,48314.28476,1729565.43174,76305.1168,24101.57771,1674262.4364,28130.12372,418404.3027,6592.03248,,814140.91338,930764.47346,1176105.70126,48987.38958,430637.36722
2019/06/01,316312.13094,28543.5124,28995.65392,32964.79962,50375.65603,77400.82039,,68997.53822,125806.89872,88793.21604,15636.06143,254291.49677,10790.16559,210428.25621,48860.27972,14042.16259,,,357791.13895,34640.67221,115474.85129,121002.57295,5093836.28743,105728.0603,48765.98268,65501.96277,694093.20826,20856.12193,35282.44688,71969.03521,43414.29396,,43609.1529,1569208.86234,117856.17788,200977.697,97691.60971,132624.53024,480988.23898,36192.57866,38407.28148,218596.35885,16310.21801,3854090.39728,788004.85126,118731.82408,651376.43067,21347.45822,65443.19988,,217922.14183,61260.79654,2154007.80649,128612.34924,30411.98521,2098796.80498,46214.60322,540672.15077,8878.35403,,1153630.44949,1144920.38321,1480558.95639,64040.7066,556634.17668
2019/07/01,391417.26448,35480.61973,34904.8877,39240.69895,59421.15354,95823.00876,,83680.55597,160079.80458,107848.93983,48130.36427,301658.2294,12606.89051,250286.6055,58202.2838,16165.01705,,,426600.47629,40918.72439,141677.97941,144030.95942,6223316.74777,128156.53305,59068.29664,76966.29646,846454.88628,23338.11535,42786.49856,88364.53405,52343.05315,,52856.55098,1891181.83483,139408.61632,244750.29992,117423.16562,187976.36116,587700.55987,43176.89907,46104.07131,220652.03151,19519.85272,4667519.63754,950535.9015,144727.74013,776878.77091,25093.15901,77612.4291,,259911.79182,73726.09032,2541233.1579,140778.95695,36640.9323,2506838.26812,46186.5099,649960.35193,10714.09154,,1328541.22656,1382513.03662,1779614.50802,76076.49878,717963.25138
2019/08/01,480671.85123,41021.13108,40513.77724,46351.74887,68625.36507,116659.77723,241570.55823,97839.87468,185128.48436,127295.01006,80870.22996,348531.03793,16387.64925,291735.38251,67822.56435,18642.24311,22288.09439,61475.3488,494797.02932,52582.7342,172718.8809,176679.51582,7280511.15731,150718.30976,70903.39454,90896.46473,1002559.97384,38828.39321,58043.78258,103565.30055,60260.95683,30032.18241,61176.28029,2227063.56373,163588.29684,287543.62217,132132.31798,217856.84873,690316.4961,50887.20596,53474.00788,258617.94117,22307.37834,5476860.75072,1110183.37798,170741.96695,902397.41629,29431.62617,90484.76116,377945.648,312197.56788,86362.1873,2973322.54059,154559.75358,42815.66877,2917043.7603,70409.83143,775568.42397,12893.59338,110315.74326,1592541.19642,1605799.76214,2073768.01776,87742.21324,868949.26675
2019/09/01,550161.8028399999,47312.21032,46977.44043,52599.61774,78427.0643,137402.85269,274638.58387,112156.66947,208402.26884,147597.99178,83944.77982,394273.11865,18435.43776,334390.15785,77003.99875,20893.56086,25093.6698,68206.03736,563730.63839,60678.91946999999,196126.46507,209972.62885,8403629.088890001,171407.28595,80349.05145,112186.87855,1142035.77453,43243.307,68264.80431,120430.16327,68190.07449,34951.40797,69687.88517,2553536.22516,183312.18466000003,334119.43925000005,147467.14496,246240.94934,794234.4374,58266.58874000001,60220.79094,294706.91999,25527.79785,6240601.37198,1274870.19297,194092.44238,1041775.65859,33689.98792,103469.51158,431269.67672,358760.71634,99230.44992,3436244.39392,172126.68757,49025.71333,3377425.51176,77419.72261,895132.21328,15219.85085,125593.04005,1789970.48735,1834102.47278,2346954.42359,101007.57936,1039090.64889
2019/10/01,625291.61061,51515.56317,53402.440740000005,59901.7567,87835.03498,157012.33321,310257.89961,128318.87404,231435.56496,171962.01257000002,86427.75127000001,443084.16658,18510.78371,377120.93199,85295.07629,23405.78504,27762.7521,82441.48356,639205.3322599999,69113.88631,225720.41156,239484.60549,9691591.95614,189057.26658,91291.08386,122268.58032,1290593.1166299998,48921.85179,74671.25652,137270.95355,75473.85355,39799.18346,78291.15467,2897226.52328,204679.54795,385360.07431,163937.29883,274867.65944,900873.35764,66398.23534,67993.29794,330476.89749,29561.20237,7072788.51848,1436268.91286,219545.30181,1178807.73226,42225.0661,118767.11899,484344.50522,402510.37397,112495.38805,3866174.70707,201729.985,55606.62978,3797113.00286,88833.89942,1005321.89587,17449.36201,141670.20379,1978941.97943,2065041.11791,2637272.14791,113142.4242,1223787.3088
2019/11/01,704490.31872,55516.31835,59787.37702,68223.19104,97987.72166,181574.08745,348376.58985,143918.89115,265817.73409,196789.46736,89012.99234,490089.89394,21079.749880000003,423881.3587,94896.46064,25718.36475,31540.58043,88579.39451999999,716286.79761,75696.61077,260202.44874,272002.98485,10849563.34094,209309.83799,102740.39808,136777.90815,1430484.89567,54441.056690000005,84208.7436,153950.03921,84446.9085,44591.37983,86562.77758000001,3261588.77209,226456.97632,433584.69251,181844.74183,304293.39317,1014351.70182,74541.40251,75734.84969,375511.79793,37053.12163,7954195.52363,1608847.8544,246277.57624,1341078.73262,46269.84151,131650.94812000002,537340.29576,445840.38723,126442.23393,4366303.38684,216761.99138,61679.5186,4309136.69625,96129.64043,1119292.53829,20014.22582,158132.41122,2265214.35367,2300814.44024,2935995.81627,126367.2261,1387582.14532
2019/12/01,781443.32892,60066.526600000005,66348.67878999999,75673.42485000001,108731.19776,205016.01296,391689.65181,160555.73742000002,285790.97888,214566.81172,91726.04531,542306.3132900001,23066.87902,469269.97829,103848.84517,28650.00619,34283.69081,93812.09005,804221.06118,83327.57290000001,288169.20598,304528.69048000005,12065066.35412,235892.22207,113705.26452,145602.53668,1576958.91088,62831.21048,90942.71246,170619.73807000002,98058.99671,49995.78076,94898.52403,3636475.91049,245075.53471,481663.39682,206453.68547,336605.54269,1131861.99084,82340.89372,82974.02795,414724.42376,39333.02189,8869361.80384,1799789.43398,271750.26147,1492410.99056,50669.468790000006,144346.43337,594859.8534499999,492574.04035,141195.08061,4843667.3674,231403.43974,67875.15083,4951034.43808,103733.81222,1240753.23901,22796.907,174128.86886999998,2448672.8404,2534389.38731,3259402.63706,138374.00650000002,1549734.22025
2020/01/01,911112.954,63905.05058,75170.81173,95405.38234,116899.98711,232375.04561,446678.85621,183223.18068,307151.27576,252602.61439,128558.56516,660483.5652399999,25347.34613,521456.7825300001,113178.86584,32099.38644,44279.32151,120371.96583,899111.92632,103140.77567,326031.15001,331855.25221,14662272.68285,275725.03884999995,135017.24583,160012.42241,1725515.30759,70082.71404,104514.54959,191196.34726,108309.02256,55238.12972,108772.26838,4177716.90139,273361.49702,562270.32204,247275.94881,375014.96783,1274396.4715300002,91448.61029,97410.70737,470200.10526,42537.23589,9944385.22367,2050427.11722,310143.32223999995,1729500.86604,55202.96757,161316.16347,683596.0894800001,561343.7732899999,160423.3952,5359396.62075,261775.26593,74932.03381,5985760.63232,124649.35885,1398292.08969,25621.64638,197150.93477,2989940.60364,3010369.04552,3798970.70526,153306.31567,1770072.68856
2020/02/01,62684.43569,3623.62087,7404.23038,6893.64121,9981.91797,29607.2729,35420.59384,15818.37874,19551.40382,39899.32691,2929.00759,41410.17044,2383.0173600000003,45283.1682,9068.22857,3374.97824,2683.62462,7274.36749,87654.44459,6493.898910000001,32761.79682,23016.25498,983367.41251,21674.82133,11596.3506,9103.422460000002,161213.47021,3811.94473,8624.24831,15927.83002,7733.67331,4843.37575,8527.83027,363928.97489,22295.356000000003,41844.44125,18111.53254,17657.355649999998,95661.04798,8577.350900000001,7179.445000000001,40440.31713,2458.59053,831053.8837100001,162979.46611,24647.30792,136235.73028999998,4509.02929,13158.15885,46564.94372,38848.44496,14423.2433,433137.06954000005,16807.249639999998,5948.18563,477648.09447,7350.42376,105239.52905,2450.69232,15028.91056,225439.3148,248748.72008,325385.74468,12104.07877,235226.61904
