,privatbank,oschadbank,ukrgasbank,ukrexim,sense,first investment
2020-01,67854516.72781,49891186.81701,42671020.874840006,16750043.972700002,8594750.99449,68.66291
2020-02,67314992.24606,50258120.94149,55379896.67025,16683683.870000001,7552001.674319999,68.66291
2020-03,71994151.52398,43559602.319280006,50647826.38939,15415487.59221,8524914.986890001,68.66291
2020-04,76847291.30488999,47759229.71108,55441765.15963,15075776.528409999,7574814.395810001,68.66291
2020-05,88306978.46036,32240480.88911,60838026.30544,16413993.349510001,9759736.53086,68.66291
2020-06,91572385.48744,26873735.78492,64593832.743609995,15735695.315919999,9534804.97712,68.66291
2020-07,95304137.04157,27519229.341229998,65376718.83118,12272898.89031,11755587.09537,68.66291
2020-08,92168204.11796999,14705415.25162,70758212.72311,12357890.55035,11767331.331670001,68.66291
2020-09,92205257.91958001,16269120.140430002,72612384.49672,14003763.526209999,11931113.86228,68.66291
2020-10,96285638.77113001,15262207.678,73967539.32722999,14419180.046270002,11925013.93121,68.66291
2020-11,101354961.02093,13324339.384610001,70871446.13357,13937570.62784,11777596.32483,68.66291
2020-12,119196145.85385,12832970.96891,56034056.404589996,14543523.10663,12286826.58645,68.66291
2021-01,120484354.74851,12787647.78879,58689018.71774,13740481.883609999,11161877.48708,68.66291
2021-02,121397966.63327,14881325.648260001,64817331.873399995,15056327.959309999,8600226.63759,68.66291
2021-03,120731168.67854999,16328709.806880001,58006983.66402,15779218.46205,10902293.51649,68.66291
2021-04,114018606.79903999,20842884.32342,57831595.11101,13577403.94057,11112825.4212,68.66291
2021-05,109463849.39760001,14838783.76722,41320748.801139995,13770944.369149998,11059112.86069,68.66291
2021-06,102103895.98470001,14892051.95464,45893415.97161,13754699.683309998,10744115.42274,68.66291
2021-07,107248650.27972,18551934.67645,37820621.37302,13370675.90357,9878184.804200001,68.66291
2021-08,106903066.75005,14039573.605589999,34412288.885180004,13377375.82576,9850587.02197,68.66291
2021-09,106140225.76633,13440784.2083,32079853.72144,13139358.56646,10466248.54092,68.66291
2021-10,104793159.97424,6627456.91041,34256456.83371,12328348.98846,10479818.508550001,68.66291
2021-11,110833113.02661999,4339039.36543,25598504.787830003,12687703.707630001,10767073.454969998,68.66291
2021-12,129074135.87092,3381140.04587,29458918.60026,12737352.59785,9827763.49546,68.66291
2022-01,130736815.73149,3396746.9886900005,30969945.775670003,12777951.04882,11350507.4658,68.66291
2022-02,123544264.92414,3423077.8103400003,30600097.585660003,13389909.81216,11358866.70923,68.66291
2022-03,131070300.86793,3337742.577,28400824.16648,17898448.62883,11273874.66975,68.66291
2022-04,137331631.21785,3290261.6028299998,28074559.29513,17890443.46521,10849147.05415,68.66291
2022-05,138910174.51492,3313458.5249400004,26513109.433730002,17591200.767550003,11095757.14238,68.66291
2022-06,137545058.67858,3230365.7204400003,26834868.09863,16194837.22151,10621143.045010002,68.66291
2022-07,147681106.32564,5288246.12693,26564053.41906,15738640.726699999,11328508.49719,68.66291
2022-08,140477127.63963,5267022.44692,25269645.31802,15364749.33601,10123087.18552,68.66291
2022-09,143377291.71583998,8868071.07872,23433807.23136,13290029.01554,8066204.453419999,68.66291
2022-10,149375490.65585,9012027.43179,23371940.7608,13585636.58454,5514982.4459999995,68.66291
2022-11,145862819.54207,9174656.41322,21405032.86486,13322035.0356,3859367.91369,68.66291
2022-12,143919800.36582,8819985.262300001,23217149.12695,12543678.560689999,3677023.25571,68.66291
2023-01,144888615.11476,8898571.04886,25258540.7321,13997780.332320001,4811455.17682,68.66291
2023-02,147704978.69948,8815662.253089998,28579452.72162,20442091.47646,6811439.62231,68.66291
2023-03,160862601.92305002,8878337.205190001,27445978.253450003,20890557.86842,6130474.25037,68.66291
2023-04,148170615.39112,8930925.382100001,35873933.49666,22474318.18898,6181242.0517,68.66291
2023-05,145649077.10273,8873489.77255,38842534.81039,22625845.94058,6522201.9657000005,68.66291
2023-06,142952388.03737,9032039.47624,42590155.62343,23971182.44194,6629336.72856,68.66291
2023-07,146845704.94791,9039246.88365,49934262.45791,24809061.475130003,5513681.65855,68.66291
2023-08,135016835.66798002,9099995.533049999,49785884.645229995,27222649.96973,6516374.623,68.66291
2023-09,144034380.06278,8930490.728659999,49788326.908479996,27337605.26895,5563395.11773,68.66291
2023-10,152226351.43856,8870804.76964,54588091.7771,27651490.018409997,11808282.69793,68.66291
2023-11,162591528.46067,9114362.314059999,44079475.193959996,27884439.194810003,13096457.41434,68.66291
2023-12,171470646.54282,9530103.32106,46857555.99385,27592939.91309,17856555.496999998,68.66291
2024-01,174461063.57353,3088150.53679,49130899.489930004,34274717.60828,18173813.93359,68.66291
2024-02,176268911.22872,3170681.4784000004,47089137.71986,34046359.70226,20058788.58492,68.66291
2024-03,183546981.99591,3156254.89538,49055481.88894,35714189.90531,21277225.75063,68.66291
2024-04,186982905.05381,3066235.61669,51209636.13567,38291957.663159996,23405039.79431,68.66291
2024-05,175182859.04266998,3114618.9174,53137565.599350005,37398486.435619995,23412758.35925,68.66291
