date,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",Виробництво харчових продуктів,"Поліграфічна діяльність, тиражування записаної інформації",Виробництво коксу та продуктів нафтоперероблення,"Виробництво машин і устатковання, н.в.і.у.",Виробництво інших транспортних засобів,"Постачання електроенергії, газу, пари та кондиційованого повітря",Спеціалізовані будівельні роботи,"Оптова торгівля, крім торгівлі автотранспортними засобами та мотоциклами","Роздрібна торгівля, крім торгівлі автотранспортними засобами та мотоциклами",Складське господарство та допоміжна діяльність у сфері транспорту,"Надання фінансових послуг, крім страхування та пенсійного забезпечення",Операції з нерухомим майном,"Діяльність у сфері спорту, організування відпочинку та розваг",Виробництво хімічних речовин і хімічної продукції,Виробництво меблів,Надання допоміжних послуг у сфері добувної промисловості та розроблення кар'єрів,Виробництво гумових і пластмасових виробів,Будівництво будівель,"Оптова та роздрібна торгівля автотранспортними засобами та мотоциклами, їх ремонт",Наземний і трубопровідний транспорт,Тимчасове розміщування,Виробництво іншої неметалевої мінеральної продукції,Охорона здоров'я,Організування азартних ігор,"Виробництво автотранспортних засобів, причепів і напівпричепів"
2020-12-31,1097607.48177,527896.1154499999,22914.67445,1977.40835,583123.38117,1982957.25574,413708.63441,5679.469,902999.23072,786762.2995,26278.488250000002,49212.381480000004,12025.9615,1484.21796,2453.8136,420.74189,21504.77306,854.06355,13324.633170000001,19455.42468,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,1069257.01085,758132.41285,7139.9028,4499.47614,82811.57251,787596.81771,574719.55862,4472.10149,1414981.66229,1405681.30005,43181.19715,370937.47026,5344.52768,373.08734,0.0,0.0,0.0,0.0,0.0,7174.68261,134384.18489,9623.81781,493.28829,1968.1470100000001,0.0,0.0
2022-12-31,538633.94726,913000.91522,20440.14122,2759.24023,0.0,663807.56167,781861.07621,1536.4482400000002,1223658.09786,1392101.59074,212920.58535,509306.57118,0.0,0.0,458.78709,0.0,0.0,0.0,668.46942,6523.5230200000005,543511.01526,33981.16547,0.0,466.05336,187515.41918,0.0
2023-12-31,1123009.37793,868689.747,14712.96813,0.0,0.0,837806.13836,541858.80425,0.0,1534358.21267,166738.4211,251621.7605,286602.82686,0.0,0.0,0.0,0.0,0.0,0.0,61.63605,0.0,180971.68178,46435.18529,0.0,0.0,0.0,522319.11399
2024-12-31,207686.66747000001,198781.24218,5336.1596,0.0,0.0,0.0,50591.78082,0.0,215564.46162,34303.52275,39986.38209,122058.31485,79521.179,0.0,0.0,0.0,50616.63749,0.0,0.0,0.0,5275.72152,25236.04952,0.0,0.0,0.0,60770.27778
