date,"Сільське господарство, мисливство та надання пов'язаних із ними послуг",Добування інших корисних копалин та розроблення кар'єрів,Виробництво харчових продуктів,Виробництво гумових і пластмасових виробів,"Постачання електроенергії, газу, пари та кондиційованого повітря",Спеціалізовані будівельні роботи,"Оптова та роздрібна торгівля автотранспортними засобами та мотоциклами, їх ремонт","Оптова торгівля, крім торгівлі автотранспортними засобами та мотоциклами","Роздрібна торгівля, крім торгівлі автотранспортними засобами та мотоциклами",Наземний і трубопровідний транспорт,Видавнича діяльність,Рекламна діяльність і дослідження кон'юнктури ринку,Виробництво електричного устатковання,Виробництво інших транспортних засобів,"Адміністративна та допоміжна офісна діяльність, інші допоміжні комерційні послуги"
2024-12-31,5695949.21581,19404.49277,100646.87969,245813.80261,3407.0173800000002,43155.37362,18347.018539999997,383784.66629,134843.65619,19754.07067,15452.5669,15675.93966,1198.9748299999999,4407.73062,8130.368280000001
