Date,00,01,03,10,11,14,15,16,17,20,21,22,23,24,25,27,28,29,33,35,36,42,43,45,46,47,49,52,55,56,58,59,62,63,64,68,73,77,79,81,82,86,94,38,41,93,09,26,30,70,74,78,80,91,31,18,66,71,13,85,08,69,61
2020-02-01,0.0,0.25816,,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3286.37241,0.0,0.0,62058.20378,7.52537,0.0,0.0,0.0,387.33723,,0.0,,,0.0,144416.96246,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,771.18468,0.0,0.0,0.0,0.02039,0.0,0.0,0.0,,,,,,,,,
2020-03-01,0.0,0.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,2821.43188,0.0,0.0,60649.73177,9.37615,0.0,0.0,0.0,358.65448,,0.0,,,0.0,120911.65534,,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,755.62066,0.0,,0.0,0.02097,0.0,0.0,0.0,,,,,,,,,
2020-04-01,0.0,0.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2206.86678,0.0,0.0,960.96214,0.55149,0.0,0.0,0.0,294.53772,,0.0,,0.0,0.0,121793.28334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,768.05913,,0.0,,0.02159,0.0,,,,,,,,,,,
2020-05-01,0.0,0.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1271.62699,0.0,0.0,974.4588,0.0,0.0,0.0,0.0,258.35129,,0.0,,0.0,0.0,122604.49059,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.02219,0.0,,,,,,,,,,,
2020-06-01,0.0,0.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,324.91637,0.0,0.0,988.40534,7.97106,0.0,0.0,0.0,258.4123,,0.0,0.0,0.0,0.0,123189.11565,0.0,0.0,,0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.02281,0.0,,,,,,,,,,,
2020-07-01,0.0,0.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2564.85701,0.0,0.0,1001.902,48.91798,0.0,0.0,0.0,258.17009,,0.0,,0.0,0.0,122722.90029,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,
2020-08-01,0.0,0.0,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2535.72556,0.0,0.0,1015.84855,0.0,0.0,0.0,0.0,215.54084,,0.0,0.0,0.0,0.0,123506.17926,0.0,0.0,,0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
2020-09-01,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,2479.95181,0.0,0.0,1029.79508,0.0,0.0,0.0,0.0,172.5555,,0.0,,0.0,0.0,124280.59387,0.0,0.0,,0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,
2020-10-01,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2455.5199,0.0,0.0,47316.72127,0.0,0.0,0.0,0.0,129.47194,0.0,0.0,,0.0,0.0,125017.52353,0.0,0.0,1.06285,0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,
2020-11-01,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2397.91418,0.0,0.0,39591.41769,0.0,0.0,0.0,0.0,1170.7132,0.0,0.0,0.0,0.0,0.0,120741.70169,0.0,0.0,1.09912,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2020-12-01,0.0,0.0,0.0,0,0.0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2387.61165,0.0,0.0,35479.44063,0.0,0.0,0.0,0.0,1199.20182,0.0,0.0,,0.0,0.0,125721.66666,0.0,0.0,1.13422,0,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,
2021-02-01,0.0,0.0,0.0,0,0.0,,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,1915.87288,0.0,0.0,32069.61847,0.0,0.0,0.0,0.0,1107.0083,0.0,0.0,0.0,,0.0,122972.34017,,0.0,1.20676,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,
2021-03-01,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1890.7915,0.0,0.0,32079.81572,98.43278,0.0,0.0,0.0,1112.31416,0.0,0.0,,0.0,0.0,123620.81615,,0.0,1.23952,0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,
2021-04-01,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1881.81106,0.0,0.0,31654.21888,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,124535.55837,,0.0,1.27579,0,2240.22016,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,
2021-05-01,0.0,0.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1914.35489,0.0,0.0,104357.55986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,120191.65704,,0.0,0.0,0,2230.03679,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,
2021-06-01,0.0,0.0,,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1947.98351,0.0,0.0,31514.39793,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,120850.05431,,0.0,0.0,0,2211.23696,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,
