Date,01,02,03,08,10,11,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,41,42,43,45,46,47,49,52,53,56,58,61,62,63,64,68,69,70,71,72,73,74,77,78,79,80,81,82,86,93,95,96,50,59,85,21,39,00,09,75,55,84
2020-02-01,11.40916,0.04482,,0.0,5956.14023,0.0,70.5997,16.84689,7362.47019,933.67431,0.0,144.05058,0.0,443.76317,1607.33228,32.09282,281.22402,508.65138,0.0,190.15629,377.18293,0.0,0.0,650.5085,51.50732,869.72853,8690.62881,0.0,0.0,581.98193,14008.42015,499.08975,305.18012,6093.86632,64884.09409,2921.54266,4424.93712,2472.03442,0.0,11.86666,1.2874,6e-05,0.0,443.86407,0.0,43228.93381,0.0,268.20375,662.67512,304.76037,20.22453,0.0,0.0,0.0,493.65402,406.03548,0.0,272.45496,90.08434,82.77841,92.48104,190.4289,0.0,0.0,0.0,,,,,,,
2020-03-01,11.40916,0.04482,,0.0,7449.50608,0.0,0.0,0.0,7233.38286,957.17446,0.0,145.88094,0.0,447.48907,3761.77723,30.0499,209.36181,520.06502,0.0,192.39881,383.47621,0.0,0.0,766.77429,14.23893,900.15667,8687.1079,0.0,0.0,580.56372,14218.16591,548.78592,323.43933,4501.06426,66493.03067,3081.53154,3939.63897,2579.81103,0.0,12.19314,0.0,0.0,0.0,529.22163,0.0,42932.72199,0.0,271.81211,650.56476,311.21773,263.82267,0.0,0.0,0.0,515.23103,411.64864,0.0,293.98061,91.51374,82.77841,93.56604,193.37982,0.0,,0.0,600.9148,,,,,,
2020-04-01,11.40916,0.04482,,0.0,8897.44798,0.0,0.46112,0.0,8251.13245,536.94818,0.0,147.97278,0.0,457.20331,335.25163,30.15086,208.66181,533.10918,0.0,194.96169,370.20422,0.0,0.0,0.0,14.63157,897.38313,0.0,0.0,0.0,549.40137,14457.87535,504.28513,935.40684,3115.2806,53518.27516,3299.83025,5247.67574,3583.02883,0.0,12.56626,35.03119,0.0,0.0,456.46167,0.0,42739.70411,0.0,275.93595,630.84478,318.59757,0.0,0.0,0.0,0.0,361.90269,418.06368,0.0,282.84651,93.14734,82.77841,94.80604,196.7523,0.0,,,,,,,,,
2020-05-01,1323.86366,0.04482,,0.0,5709.9742,0.0,0.0,0.0,530.13902,545.83028,0.0,149.93388,0.0,466.31041,1629.40511,30.63506,208.66181,768.45688,0.0,197.36439,281.52302,0.0,1896.51607,0.0,14.99967,911.21043,0.0,0.0,0.0,561.29997,14682.60295,511.18213,947.13846,3026.04428,88273.7194,3233.59643,4868.02262,3632.64536,0.0,12.91606,0.0,0.0,0.0,462.76047,0.0,43137.75972,0.0,279.80205,639.93208,4531.41485,0.0,0.0,0.0,0.0,350.63714,424.07778,0.0,288.04228,94.67884,82.77841,95.96854,199.914,0.0,,0.0,0.0,,,,,,
2020-06-01,11.40916,0.04482,,0.0,10550.51101,0.0,0.0,0.0,538.92457,660.73828,0.0,151.82961,0.0,475.11394,344.33908,31.10312,208.66181,787.05893,520.9208,199.687,284.99838,0.0,1613.82964,0.0,15.3555,1129.97296,0.0,0.0,,572.51763,15940.40117,517.84923,1416.15834,3077.99348,68970.84689,2993.31629,5165.80198,2668.83975,0.0,13.2542,0.0,0.0,0.0,468.84931,0.0,43511.79019,0.0,283.53928,648.71647,332.20415,0.0,0.0,0.0,0.0,357.04431,429.98927,19.00856,293.41125,96.15929,82.77841,97.09229,202.97031,0.0,,,,,,,,,
2020-07-01,611.89918,0.04482,,0.0,8633.66568,0.0,0.0,0.0,548.61897,673.48388,0.0,153.92145,0.0,516.66474,1304.72992,555.55718,208.66181,807.58533,105.02919,202.24988,288.83326,0.0,929.44374,0.0,15.74814,3236.57864,15380.72193,0.0,0.0,585.19923,16213.22101,525.20603,784.05911,3654.15341,67679.36215,3821.80226,5460.81647,2797.6496,0.0,13.62732,71.73491,0.0,706.7571,475.56803,0.0,49503.79934,8.07684,287.66312,872.90135,1904.80953,46.95521,0.0,0.0,0.0,1670.01358,473.95808,0.0,313.49926,103.9767,82.77841,187.06693,206.34279,0.0,,0.0,,,,,,,
2020-08-01,7783.77109,0.04482,997.15592,0.0,9054.39237,0.0,0.0,0.0,566.99335,876.4302,0.0,155.94792,0.0,494.23885,646.96466,519.78762,208.66181,982.81183,0.0,897.92295,292.5483,0.0,,0.0,0.0,1727.33673,19871.94885,0.0,0.0,631.4489,16477.51523,4584.63896,336.09712,3992.04736,80415.11857,4271.17976,7154.77915,2824.82496,0.11734,22.05395,0.0,0.0,0.19816,482.07679,0.0,50265.56606,0.0,736.27533,875.95694,1969.29193,552.60494,0.0,572.8975,0.0,793.21617,442.52102,3.50825,303.97599,99.37544,82.77841,143.07888,209.60988,0.0,,,,,,,,,
2020-09-01,6770.89637,0.04482,1355.78219,0.0,5210.77215,0.0,0.0,0.0,19.55573,698.17848,0.0,3.80429,,250.42256,366.7844,754.27535,208.66181,1458.80812,0.0,207.21546,319.90791,2490.71528,0.0,50.94101,0.0,1574.29086,0.0,0.0,,630.9453,11016.3474,539.45983,2305.60243,2916.42571,68913.05354,8117.0746,7786.77466,3382.08245,0.19679,14.35024,0.0,96.72819,0.0,488.58555,0.0,44353.91372,0.0,744.04474,865.21004,1964.38176,87.06209,0.0,573.94567,0.0,811.35265,477.23439,0.0,309.34496,100.95799,82.77841,100.73479,212.87697,0.0,,,,,,,,,
2020-10-01,2037.426,0.04482,0.0,0.0,5458.4081,0.0,0.0,0.0,19.03693,118.99849,0.0,3.80429,0.0,255.63776,4279.82344,766.01089,208.66181,3173.30573,571.15836,0.0,299.85854,0.0,0.0,24.31481,0.0,393.46454,0.0,0.0,0.0,621.65883,8251.09718,608.24472,2342.48111,2187.80641,48757.42469,4658.6693,8171.51377,3134.70483,0.0,14.70004,0.0,0.0,0.0,20.73552,0.0,43748.22961,0.0,448.56348,9.34758,2019.67661,51.00229,0.0,0.0,0.0,830.10467,107.36551,0.0,314.54073,72.40263,82.77841,101.89729,216.03867,,,,,,,,,,
