Date,18,24,43,46,64,77,45,68,00,70
2020-02-01,0.0,11716.27789,293.87442,999.16786,0.0,0.0,0.0,0.0,,
2020-03-01,0.0,11726.20696,292.1949,976.76359,0.0,0.0,0.0,0.0,,
2020-04-01,0.0,11746.02563,290.78722,956.63588,0.0,0.0,0.0,0.0,,
2020-05-01,0.0,11824.96467,298.29944,973.5787,0.0,0.0,0.0,0.0,,
2020-06-01,0.0,11974.28749,295.59526,992.63628,0.0,0.0,0.0,0.0,,
2020-07-01,0.0,12132.95598,300.88984,1011.0791,0.0,0.0,0.0,,,
2020-08-01,0.0,12289.2417,0.0,0.0,0.0,0.0,,,,
2020-09-01,0.0,12446.56679,0.0,0.0,0.0,0.0,,,,
2020-10-01,0.0,12608.22095,0.0,0.0,0.0,0.0,,,,
2020-11-01,0.0,12519.05759,0.0,0.0,0.0,0.0,,,,
2020-12-01,0.0,12606.46548,0.0,0.0,0.0,0.0,,,,
2021-02-01,,10615.91639,0.0,0.0,0.0,0.0,,,,
2021-03-01,,10407.67602,0.0,0.0,0.0,0.0,,,,
2021-04-01,,10449.26442,0.0,0.0,0.0,,,,,
2021-05-01,,10552.35059,0.0,0.0,0.0,,,,,
2021-06-01,,10498.30057,0.0,0.0,0.0,,,,,
2021-07-01,,10562.64685,0.0,0.0,0.0,,,,0.0,
2021-08-01,,10636.346,0.0,0.0,0.0,,,,0.0,
2021-09-01,,10511.06484,0.0,0.0,0.0,,,,0.0,
2021-10-01,,8510.9986,0.0,0.0,0.0,,,,0.0,
2021-11-01,,8522.04957,,0.0,0.0,,,,0.0,
2021-12-01,,7027.83373,,0.0,0.0,,,,0.0,
2022-01-01,,7036.22571,,0.0,0.0,,,,0.0,
2022-02-01,,7114.33762,,0.0,0.0,,,,0.0,
2022-03-01,,7179.61446,,0.0,0.0,,,,0.0,
2022-06-01,,7485.50116,,0.0,0.0,,,,0.0,
2022-07-01,,7602.29764,,0.0,0.0,,,,0.0,
2022-08-01,,7721.72783,,0.0,0.0,,,,0.0,
2022-09-01,,7839.97981,,0.0,0.0,,,,0.0,
2022-10-01,,7453.24977,,0.0,0.0,,,,0.0,
2022-11-01,,6782.49069,,0.0,0.0,,,0.0,0.0,
2022-12-01,,6888.0007,,0.0,0.0,,,,0.0,
2023-01-01,,6996.0685,,0.0,53850.60591,,,,0.0,
2023-02-01,,6944.81763,,0.0,54516.35683,,,,0.0,
2023-03-01,,7040.78619,,0.0,55117.68024,,,,0.0,
2023-04-01,,7146.06641,,0.0,55783.43116,,,,0.0,
2023-05-01,,7247.02557,,0.0,55826.38283,,,,0.0,
2023-06-01,,7350.35999,,0.0,55826.38283,,,,0.0,
2023-07-01,,7137.42185,,0.0,55826.38283,,,,0.0,
2023-08-01,,7206.4646,,0.0,0.0,,,,0.0,55826.38283
2023-09-01,,7263.04277,,0.0,55826.38283,,,,0.0,
2023-10-01,,7313.48438,,0.0,55826.38283,,,,0.0,
2023-11-01,,7361.00548,,0.0,55826.38283,,,,0.0,
2023-12-01,,7402.51142,,0.0,55826.38283,,,,0.0,
2024-01-01,,7432.54506,,0.0,55826.38283,,,,0.0,
2024-02-01,,7432.54506,,0.0,55826.38283,,,,0.0,
2024-03-01,,7432.54506,,0.0,55826.38283,,,,0.0,
2024-04-01,,,,0.0,0.0,,,,0.0,55826.38283
2024-05-01,,,,0.0,0.0,,,,0.0,55826.38283
2024-06-01,,,,0.0,0.0,,,,0.0,55826.38283
