date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2020-01,3731328.6942097843,2683516.108661691,2342421.933868159,860351.6581247926,1674613.526393035,2099338.6312757046,1355807.9361645936,1199696.3708503316,808469.0780315091,1018079.5986791044,820915.199316335,117437.06802943615,364011.953325456
2020-02,3751020.4218479674,2688211.671386585,2322745.712154065,894939.251958943,1718438.4747971545,2154671.4485186995,1359750.6207097562,1159022.3503296748,795561.5095276423,1010027.3400882113,796460.8279069107,125083.12601666668,363725.61600447155
2020-03,3735784.254548656,2593311.8398121926,2341962.3934418783,883403.3072605074,1713281.5360908748,2052836.101242711,1201394.1378996593,1093479.9456130252,794861.3953070807,992636.4308678531,787107.4050378643,115085.11811851572,327477.21843468386
2020-04,3568514.5056127845,2499789.173814475,2248474.5834845705,885025.5815881705,1627847.4782057311,1888843.3205257165,884138.9091058045,1010224.8363119031,734024.7515797209,942183.2439118295,757944.0803530493,118263.06758229244,311460.2300562086
2020-05,3763383.3215169706,2520291.54899627,2318480.222644163,929450.4527284596,1642389.5937027228,1950052.3873200302,948950.2813043641,1031138.8963588213,772027.9742454308,964372.5384136518,771157.273398732,125891.03310891456,323698.0992860873
2020-06,3831718.965907151,2558963.4886443275,2448579.3658584794,943356.8060321978,1667546.8040007488,2024345.673752527,1091821.3494238113,1117068.30144927,813321.542932984,968480.2503747661,794889.78183377,127542.41467240735,335624.68116286036
2020-07,3814442.3885272793,2709253.082927499,2513022.2330384473,997103.5479198097,1725488.6541508606,2089053.4051266937,1123212.6969234713,1145879.4780454047,823274.6217165873,1002379.4963559137,789376.9088513367,124738.08522445991,339242.17350530945
2020-08,3822965.4391489825,2741529.0525650433,2439902.4844723837,1019222.6452423693,1732757.8212329217,2147432.862286701,1130953.6830941134,1166929.1457296512,834606.0771773255,991062.7446402617,820467.2403484739,129741.72486228198,346200.2780112645
2020-09,3903866.6849664045,2877037.036539314,2482660.459565761,1032557.2532305218,1769902.476375268,2170533.890726233,1113678.8172076484,1155296.5313506075,856569.8530436025,964320.9394324517,829980.2936426018,120701.71044781987,355936.11337705504
2020-10,3831676.0533569916,2889604.1528453394,2488719.3401380647,1100559.9163566385,1797996.8003700566,2117211.6414685734,1006288.8772044491,1098198.2418043786,862420.7775402542,957140.360115113,865105.0850688559,116991.49586370058,363167.7521412429
2020-11,3717317.964046627,2897996.777016955,2588032.2500893683,1141491.890500883,1864863.1497008125,2133697.9632670437,1079798.2089544332,1123464.6999487814,877900.4316283999,964016.9785740022,870430.3897110563,123686.77706534794,374665.94230024726
2020-12,4033664.059445509,2870832.232115016,2649558.346799432,1310837.48442421,1847844.4768984732,2230185.995666311,994156.0259889954,1327204.9998445157,929137.390799077,986732.0246936458,877360.513883564,127321.50080227191,386184.70937486686
2021-01,4163482.0525382715,3032983.328594968,2567299.77186995,1371593.3552884483,1873330.2585988662,2213497.2294085757,996632.7225591779,1294070.1126892276,949895.6986289865,968423.1664500355,876072.7949032601,128079.11839085755,402445.9576814316
2021-02,4244459.992371234,3067290.413980273,2522312.159370158,1441902.88621198,1889114.8003909613,2333716.000165351,1020988.6816646341,1253715.9016707316,939303.7614490674,983264.9494813487,913780.134053802,124601.15976793399,411907.07337733137
2021-03,4090763.432139568,3243537.74455036,2486111.0922291367,1495663.6827719423,1869711.108102518,2358966.964166187,996053.8934043165,1266790.1031791368,978666.6406471223,992798.3603100721,931228.1666071942,137198.30878992807,408162.07094892085
2021-04,4254337.765253491,3454085.6089931973,2524300.357982815,1529198.564651271,1785350.7160615826,2301972.0854575727,999549.7743877551,1287779.223537415,960397.9718084498,982801.4635281061,936834.0441682779,146862.61388041533,416313.60405119945
2021-05,4311519.907196739,3360073.789428623,2606919.1624028985,1556508.410768478,1910302.230686956,2385999.773147826,954678.369101087,1339245.4511278986,991052.8616913044,1031910.7257394927,919921.4140206522,147778.5667923913,434423.25794673915
2021-06,4496031.611646108,3518113.7712470633,2666009.192525331,1642230.3863381054,1900372.568403818,2345804.62958884,990342.5532793687,1395442.2516725406,1037217.5517650514,1050349.9077261381,926078.1369831131,150570.7579427313,454519.5210154185
2021-07,4580321.477740903,4015823.025471885,2662970.5865259096,1750691.9004204334,1973380.0179669238,2375687.209338111,1077470.3373744946,1370291.939829842,1041039.0484792355,1085407.9583803748,942236.200750827,147426.26717677325,484938.52522601985
2021-08,4655118.754345033,3730638.550199029,2719792.1158088124,1830821.2051187453,1990952.309206124,2455754.967625467,1288050.6485097087,1441578.4604174756,1121089.1781568334,1093505.069880881,950639.874581404,155894.85483196416,512745.01132823003
