date,raiffeisen,fuib,ukrsibbank,universal,agricole,otp,citibank,pivdenny,kredobank,procredit,tascombank,ing,a - bank
2021-09,4677347.512741488,4181354.6427650577,2901554.6387527124,1903112.4510789376,2154171.98446315,2546138.5258144406,1286238.5593269735,1523492.9310265621,1139839.0383434345,1122622.9194104003,979719.3610123456,151869.92836588103,555214.4971664796
2021-10,5019455.439769435,4182006.0497986344,2841489.322743269,2001538.8654209329,2244116.2604562,2579665.7707080017,1404496.239842245,1488412.0927000376,1170177.112350019,1155183.4027042093,1044722.3297182404,156915.69380773607,583277.8743299204
2021-11,4879634.234549716,4152940.9880907377,2911170.642206049,2042502.724553497,2278895.7079538754,2694350.668232514,1472139.333414367,1639338.6588574671,1181102.376204915,1172100.9392642723,1056435.797336106,155272.06897315691,583854.822963327
2021-12,4911851.614436236,4047592.64107093,2922454.898722161,2212686.786203234,2082762.3799665563,2698473.6322826166,1241095.7541220142,1801827.0074454246,1249171.1892208748,1187128.202740904,1163030.8369558984,159526.7473509739,586221.0581209114
2022-01,4800294.451656183,4321705.802522516,2816535.325150822,2104959.367209078,2260171.0086193713,2585648.1415872048,1279056.6402362403,1756153.2590671908,1161819.1344971408,1162428.554821301,1126206.9804932093,153737.6489646176,566137.1233652609
2022-02,4894364.386776487,3853993.4720207676,2941477.653947554,2186748.990001056,2205461.4088585004,2658098.6341668423,1254858.5221668428,1549635.3920531506,1133831.9670299191,1140811.8581664907,1078198.1195821895,145656.5941626188,561941.3408827878
2022-03,4703323.150919316,3560836.0695839315,2935271.2144150427,2271876.7528769234,2246073.2967531625,2742179.1250560684,1245133.1600126496,1351532.3766642734,1107579.7892673505,1113188.4988,1016370.6794386326,117474.94661196582,567416.7487777778
2022-04,4932454.443884102,3628122.4257189743,3009857.460288547,2258852.3353705984,2309228.75543453,2752326.1753206835,1358629.3748314532,1372633.2480095727,1112697.6915305983,1128911.5217723078,1047925.6401859829,128125.2446769231,552332.4790625641
2022-05,4970190.297515555,3640913.845262906,3059364.068814017,2246350.1135931625,2275821.662157949,2745374.9317678637,1335037.822940171,1286803.791340513,1161505.7674984613,1157033.9821394873,1052185.5115528204,135986.51089230768,572963.3550762393
2022-06,5068039.834500171,3757818.0812994875,3127410.6436810256,2211353.4416478635,2197795.5505203423,2748747.923020171,1301941.8312300853,1243267.3808471796,1161962.541974017,1151193.8565582905,1038292.5070690599,115825.77029846153,593401.6758478632
2022-07,5095263.852378649,3666609.404681319,3179786.1606938774,2217055.279023548,2223797.3402929357,2714012.787869388,1398625.1004348507,1245246.5898448979,1139040.2130788069,1123813.2316929353,982231.2728656201,106191.65392087911,570533.5113400314
2022-08,4325621.003863823,3144449.5185190053,2760798.469970741,1980352.8634555647,1950771.601699754,2382162.543880503,1265951.5594388843,1075711.0281755538,1036825.9635176375,989383.6045914683,839496.9669373804,95666.05226661198,514129.5687891714
2022-09,4465378.1287495205,3241536.419937654,2756791.921377632,2139853.28934263,1954012.5845859994,2384512.2144435328,1315369.3083609517,1121986.352129341,1020577.7748898003,981785.8491766476,820582.1075739678,101778.77511430133,554726.0920691823
2022-10,4626565.284788078,3385769.626376538,2911871.8345315834,2216909.5852296967,2006091.9514093522,2537079.7999745696,1417436.2505663112,1174823.439424665,1061487.7355512714,989229.8779786711,831586.852147115,94878.30192671588,557212.406438064
2022-11,4815713.8050866835,3428125.5528684715,2912586.695527208,2331096.5244536507,2055094.847446541,2669204.552837572,1474281.8228539787,1259086.9803379818,1090636.4284055235,995668.6780024612,840819.7863068089,97470.87260021876,583039.7493699753
2022-12,5121411.826050314,3494447.4799868744,3091959.1704829093,2603793.214242002,2166946.3793120044,2745881.5292961444,1427358.304940388,1357811.4518753076,1138081.9629163248,999519.0025701394,886344.0104719716,107596.98031856713,603567.0023869292
2023-01,5159166.6782805575,3495864.2905384195,3124617.2519248016,2545777.969849877,2215728.393712879,2771798.659644791,1516698.1872313372,1292801.739232978,1163047.6303226687,1007222.4705701395,868216.442633306,111271.03952556741,632826.3137692097
2023-02,5201392.709952693,3472285.9231747333,3193943.640342904,2617572.6508290945,2352907.709179929,2676086.4375225594,1604511.3639070273,1374088.5581441072,1155028.4844678699,1012728.6859308176,875617.2717790538,117710.09759557013,660327.6667413181
2023-03,5039750.86352502,3426905.541378726,3268085.6771277003,2678669.677416735,2540470.8516800655,2843342.3217448727,1640510.2173005196,1387373.030211102,1199241.218679792,1033215.2355630298,921035.289284933,125843.78722860267,654302.4265797101
2023-04,5235318.661231611,3515914.269303254,3549699.335917145,2762666.7611544984,2553794.2173620453,2963286.652527208,1577404.8008364781,1424222.07309598,1244154.7863746241,1047980.9089409352,941422.6906527207,106924.20383100901,660816.4877634672
2023-05,5036922.998421657,3608325.18973831,3613908.9956335793,2741055.679829368,2645469.9891957887,2825469.6416776045,1681243.7056130706,1505572.5791484825,1281215.6415403336,1072061.0335947496,986145.0930205086,111102.48138228056,675273.3191810227
2023-06,5125151.586327044,3764214.913101449,3777618.1741156685,2780992.8194979494,2759519.751329505,2805390.7287544436,1667083.770922067,1630799.3277437792,1324873.9257946406,1069063.7812037189,997343.9766428767,125359.61788378451,692584.2830776593
2023-07,5302799.811970741,3929908.845254854,3893425.045815422,2816395.681311184,2773805.4487169813,2831013.053151764,1700142.9471558656,1660374.7852324308,1370631.1973792727,1105181.8747651079,1031544.7612698933,122820.50124774403,688545.6050216025
2023-08,5333265.089288214,3965797.477145474,3844750.3887279187,2849998.434669401,2765911.715863549,2808154.241229423,1794423.6940749246,1542984.0200601586,1423414.738607055,1086625.2709827728,1046229.3906529942,112431.04425840852,699932.2634965819
2023-09,5369210.123499864,3985552.0809576157,3757099.1513519273,2941549.893570413,2744468.7205266613,2820210.738883511,1890881.3183598581,1439656.7392381732,1408205.9484919333,1087589.4716048674,980825.4547301068,110968.63571315286,724529.3006803391
2023-10,5324103.692601314,4043858.1338354326,3684267.8318556948,3006542.162429353,2892044.2740785866,2972690.9968989594,1844078.5137552023,1476770.7897259037,1420024.8674479737,1086164.1217064622,942912.5809734393,115531.06831215772,731483.9470372398
2023-11,5471181.613211007,4222010.554267423,3856578.5559836836,3110435.505533739,2850454.5856454647,2941926.318050609,1977384.0476703544,1526065.228075498,1467661.0680445244,1096561.3825710732,965670.4699128873,117099.29318501106,764070.1013396019
2023-12,5488061.07155891,4382490.29744702,3952109.71691615,3428403.2287454843,2995039.6035435423,2993021.854057158,1858883.2132178484,1570431.848632785,1585837.3791059582,1100334.3821073065,1008993.1026961444,117401.05479913724,759389.6454858453
2024-01,5490939.101174281,4194913.225673884,3910199.843825984,3160756.3097163984,3006463.5343987327,2938769.0818204386,1851634.408086084,1524154.6261344072,1484806.8674470556,1095938.7755027728,968287.5786572486,113730.17775231054,722653.6268344336
2024-02,5587295.8704500925,4293156.665479853,3981037.3251574924,3195824.5871037664,3094493.0610858575,2938156.96154227,1877647.3361100869,1498269.7261901502,1489438.2227951016,1104968.7218598893,1013046.6541474849,111652.9935717672,742263.7228058995
2024-03,5434689.527058718,4286635.173537249,4005132.1391396793,3240822.591000518,3082722.0648717023,2903744.7464301605,1839123.1009203312,1488341.9950328507,1483685.974375841,1074785.3777276257,941815.5440175894,95495.70452121057,720767.8102565961
2024-04,5391051.094402693,4314172.02865193,4172750.625914379,3231653.6966811484,3067908.324380844,2857681.0756300814,1870564.3675724082,1478860.6471150916,1468182.948034807,1074084.9570927338,934797.1649014228,94909.16828938009,708136.2510607216
2024-05,5464022.138695039,4279064.991894485,4192153.19415588,3241668.7931453036,2907255.5911440444,2836898.471498867,1958832.2344862751,1494499.5055804583,1459012.6927652985,1074526.4054054394,902115.9204401914,103072.5748826492,734119.5465807101
,,,,,,,,,,,,,
