date,privatbank,oschadbank,ukrgasbank,ukrexim,sense,first investment
2020-01,156540.6792748756,25012.70697429519,5563.462282752902,-6481.358655058042,8453.466286484245,-113.82432379767826
2020-02,259473.23302560972,19597.911062601623,6506.832175203252,21000.81771422764,3976.045452439024,302.10139268292676
2020-03,10247.078297235881,58425.37112419538,5722.360049981068,-92179.57445475199,226.83954146156725,123.16676145399474
2020-04,251872.67951763418,24434.82291036004,1719.8984617927995,15260.11399779574,915.8032285084499,-39.45998493754594
2020-05,86974.68153039902,10078.506267810513,1787.0884431182399,3022.3758026855644,1910.260784408802,246.39840917568068
2020-06,-208903.94294983146,1098.8808450018669,487.5612991389015,-12711.84116360914,3484.582676525647,-58.65507338075625
2020-07,79253.47897656535,26484.70171585499,4277.347752471621,-11951.242695349687,4559.528296228485,332.46444928597583
2020-08,79552.95736664245,4341.9735181686165,4740.565609011626,13125.143457485465,6774.77670239826,-54.04993277616284
2020-09,103064.94904467482,10745.614791279486,737.4540954253052,-13000.961528591853,1445.6957680486057,-123.27155396711939
2020-10,55532.15795621463,2187.5441843220215,1533.666501412431,-32725.846459392655,1569.811269067795,-118.43723622881346
2020-11,76973.26161815613,1686.3791017308542,1413.6476223949091,-20932.305881314023,3429.7985482161785,255.29741963970338
2020-12,-25912.650068867573,-75039.61924707136,-13950.83761909833,-55466.872975860824,7343.322461838837,-204.47705076322342
2021-01,54402.314577604535,4910.708907866761,2856.65988766832,3628.9679840538624,6590.480196314671,-132.06057016300497
2021-02,-8093.012547704441,2281.127761836442,3502.0138593974175,3567.8054910329993,8542.712777259685,-7.516914634146335
2021-03,38677.02237194244,1797.4443273381294,4735.319835611512,4425.315547122303,19768.5483352518,201.33601510791368
2021-04,131085.91675904047,4900.046603651987,4637.254920873612,9144.821099176512,4950.204142857141,10.009238811314004
2021-05,95821.96638731885,2685.048382971014,4348.513951086953,11396.906455434782,5999.597387318845,-201.13669456521737
2021-06,107873.4108171806,1810.3082052129212,13119.227118942734,8372.703228340672,6772.177754405276,320.9990528634362
2021-07,175943.32008011767,3429.1694487320838,15012.660878353548,9042.760073869898,14937.0033414186,-134.50934509371558
2021-08,78539.25497871541,5346.426541822255,15137.56900709485,10412.018825989548,17197.626480209114,15.178195668409261
2021-09,101360.06690647201,3736.6963408155657,18389.809482977926,3819.9110441451567,4807.084761690986,502.9781062476618
2021-10,98176.83929010242,-2727.2267781569963,39579.219131209706,11459.723960182026,10821.73277474403,1454.1208062191884
2021-11,95761.86336332704,22534.785876370508,41166.94481058601,7658.569391304354,12704.878331569002,43.862511531191224
2021-12,320324.19354796025,-11746.771124219033,12148.336280411631,17409.62659206174,9079.807856670337,-232.86148144064703
2022-01,73691.78500750536,40253.765931736954,4136.832368477484,4648.511413152252,22917.395905646892,94.53927984274482
2022-02,104595.82554663852,-24053.671008447727,0.132737768391619,4138.9991221400915,2034.0534913762735,12.20209433298135
2022-03,-39232.83264000001,-6819.518276239316,-52132.269697094016,-77502.34101504274,742.5684037606839,-212.81639111111113
2022-04,-105989.95895350429,-86330.39418871797,-31479.19440854701,-228.1255651282019,-10510.63604820513,105.48020512820514
2022-05,186327.32398735045,-44477.24577094016,14695.258375042731,-2393.846940512825,-13100.195628034187,-426.4615658119658
2022-06,28178.05989982904,-15745.540814017097,-44544.21145025641,-15061.042641367532,-81924.72460820513,-689.5561917948719
2022-07,184990.435489168,111127.64257268446,-10728.572941601255,-24074.822749136558,-36762.26691428572,-394.74459560439556
2022-08,107029.05305551004,77790.05466830736,3911.2957268252603,-30150.922643970483,-37291.80957232705,-423.3938876127974
2022-09,-11280.703392398249,10148.597992890336,1078.9688066721378,-95712.48806480721,15706.775118129612,-669.3717421383647
2022-10,130726.65891905934,-44403.73271752802,-8036.070499316381,-12913.564633305974,2631.3733278643845,-236.47094585726015
2022-11,170449.9179885152,13465.377836751439,-2773.7839001914044,18885.521553732564,-23286.594074924797,-255.2836133442711
2022-12,197006.18293655993,-25784.337603773587,-6607.786337161611,-7876.914508887056,-49954.08143888433,-1722.6626341263332
2023-01,210600.33537872572,61313.16892370796,6407.391013398961,17036.484283565762,18628.40814547443,-169.48752584085315
2023-02,80493.1086786984,-10843.104241728197,6959.41992042658,-5600.2719816789695,3423.4411115668568,1373.2829896089688
2023-03,254594.20694011485,19031.010415914676,25298.77566611977,15406.626086409624,10668.44858053049,-312.1720522286025
2023-04,158592.1228187039,-12888.837787257306,10259.727065080671,7166.9232969647255,3627.9064131802047,-283.9140792999727
2023-05,153300.20899453107,4396.965810773867,10286.384011758264,7997.64128903473,1740.8523147388576,-259.3541137544435
2023-06,145566.0480858627,125979.37027672955,15025.170190319941,12023.826593109103,20440.85971151217,-274.2448247197156
2023-07,153374.69492808313,38227.67951134811,7924.886085315831,9576.56926961991,87999.95103937652,-859.1934361498496
2023-08,160459.9673152856,42866.50460951597,-7268.597299972662,20428.816126059617,2205.1626365873753,128.22694749794917
2023-09,123858.26913125513,128295.91901421935,17153.69213289582,14270.02327700301,3997.1908351107472,-171.88959830462127
2023-10,147320.92741401977,11123.615227546541,14682.157974534497,14697.971046276005,4362.301809145678,35.82373959474261
2023-11,248035.00387665912,-45069.39986532084,19873.967864214617,21947.156496957963,-14130.575311946915,818.214814159292
2023-12,154345.43628956578,-108310.0389277433,1076.1262202749908,22221.69466702615,-44273.770124831484,-169.88816958748987
2024-01,206643.94775785584,41094.91229680486,24819.5668159493,28022.858916556645,12700.06174227621,-93.76189543174017
2024-02,64666.533945483265,23920.399890176457,13454.172665525419,16382.083327100345,1.951698972873021,-2.360085330524095
2024-03,217582.33470796695,61860.93196844282,11629.523130625972,20466.046898344543,21960.250451888263,-103.47935644076566
2024-04,118401.43116565036,41060.91792454271,17206.44282113821,10007.125576727642,6696.2826623475585,-122.77240523373986
2024-05,217803.5200020146,57265.956471417776,12357.441853689244,32771.762051120626,6442.086870057916,-101.9553074792244
,,,,,,
