date,privatbank,oschadbank,ukreximbank,ukrgasbank,sense,first investment bank
2020-01,23024932.60983209,13865894.760975124,8607094.820705224,5738934.437816335,3727952.9038714757,65996.42492827529
2020-02,22792700.210711785,12742194.032145934,8339513.892509755,6027848.4245467475,3650846.6494593495,60130.66639105692
2020-03,21662232.26028436,11905692.83872889,8236413.899020447,5324737.492334722,3758948.72439947,64761.43291783415
2020-04,21337886.911,11403187.13579978,7941353.69234607,5458804.108172299,3434449.508466936,59628.71883247612
2020-05,22028719.07531518,11592079.044073481,8232301.06735621,5834906.310411041,3510378.386182022,67117.92685042895
2020-06,21579470.773307372,10189845.64484725,8488534.785579931,5865703.338890302,3676315.053771246,80669.79999326095
2020-07,21428348.33103149,10099338.635844747,8753035.186220067,5973110.089398757,3712173.4891219335,63526.42131526914
2020-08,21507864.173788518,9872114.168768167,8552873.091454213,5879279.537949127,3651484.4004781977,58112.16509411337
2020-09,21449077.563906364,9517161.539143316,8099859.770890992,5916789.154350251,3632598.233455325,60488.56319513939
2020-10,20213561.325604524,9601293.45052613,8378448.936543785,5923437.849965043,3513148.109361582,59339.62183474576
2020-11,19658981.769624867,9480709.914376548,8561886.758958673,5665217.08361851,3637589.6023295657,57900.449877781706
2020-12,20098662.403922614,9540621.322236422,8719620.387319488,5383772.373265886,3993422.294649627,65583.60999503017
2021-01,19853352.191983346,9870422.601673283,8392213.616940113,5339137.457414954,3951490.337379164,71432.5912278526
2021-02,20124186.763975248,10032347.39156815,8502918.338089671,5363110.256058466,3943347.336359039,80708.93039670013
2021-03,19961161.243114747,10378562.360457195,8683731.474583812,5023401.639202158,3980007.4891816545,95069.05039352519
2021-04,19964330.178198352,10410072.171968851,8725476.655501612,5155894.601003222,3997608.3454758325,115073.2619896169
2021-05,19948576.35395254,10535620.741275,9143260.90910471,4835718.288175361,4174980.59890471,119498.32513550724
2021-06,20145018.030838106,10148382.40606865,9060581.602754407,4945675.537257342,4243636.992444567,124825.5631629956
2021-07,20140620.79453877,10018958.834051453,8711088.071826167,4724701.220166115,4354849.825660051,130357.84217677324
2021-08,20481240.558152724,9504801.265117625,9035588.316235997,4645902.864225915,4372550.724423824,134378.18769156086
2021-09,20588386.472258132,9257050.594921436,8717233.914642721,4533863.646017209,4318509.675590722,138345.7148604564
2021-10,20946822.86261737,9075791.583790671,8650317.53495639,4826401.823747819,4441123.560374289,135913.19209708003
2021-11,21144382.044486202,9119586.27334329,7879225.3609342165,4870853.912400756,4565344.9269478265,128090.20774253308
2021-12,21420473.77455568,9185519.122008085,7720056.696833884,4787336.483563028,4606723.638439177,119966.53117162807
2022-01,20195549.102708362,8643793.270343818,7386502.376593997,4582182.473984632,4572580.787137955,116182.77903645462
2022-02,20118886.174070746,8729432.516966209,7560984.646638156,4252937.337784935,4356691.287990144,127014.92501548748
2022-03,19904744.414623927,8554668.328464614,7137051.171928204,4225817.9839507695,3923328.5794270085,103159.55971316241
2022-04,20252313.27127624,9015310.499801025,7074946.245078974,4386027.632994872,3848428.0210420513,90572.34767487178
2022-05,20739656.28604889,8788371.990741197,7140425.023534359,4428051.490618804,3670103.350574017,55313.79563418803
2022-06,22460696.61993128,8419277.217449915,7815671.983369915,4775090.791571282,3556460.507257436,53485.55882324786
2022-07,21763800.887689486,8163036.392264992,8172465.666503925,4877996.571967033,3537410.8740976453,45046.95391302982
2022-08,19363622.600790814,7334336.746179381,6263749.785010665,4232512.685001094,3039554.7663975935,39350.0076316653
2022-09,18816057.85914192,7347486.120790265,6726722.360797101,4375446.08356303,2859172.1250278917,39736.044183483726
2022-10,19309329.470960353,7405154.61669948,7312634.676319114,4250930.120032267,2626915.645346185,33106.29816133443
2022-11,19417183.875057697,7733885.989011757,6896138.111969647,4102549.689909762,2611242.402481268,32384.50629368335
2022-12,20164449.110476617,8153087.692581351,7013972.753609242,4001946.064107192,2626832.805590648,32257.033495214655
2023-01,20014667.327208918,8246172.759896637,7436724.303352476,3941041.275112113,2597769.3858971833,31962.102238446816
2023-02,20242439.88086683,8509391.772217117,7482999.348169811,4075588.7238676515,2649091.709410719,30247.296970194144
2023-03,20449241.84925622,8375868.826662291,7369900.2632589545,4405007.979311185,2670318.0101949684,29581.183676237357
2023-04,20763232.776712056,8528798.951889252,7532472.51263276,4494989.622773038,2657697.278122778,28676.894392945036
2023-05,20301708.61550123,8576774.102590648,7493726.202074653,4683772.9736975655,2642536.7084656823,26112.355838118678
2023-06,20835205.423240088,8879995.566785617,7632253.644517911,4593171.836950779,2641926.359889527,25177.156089417556
2023-07,21262319.609667484,9176351.064813782,7685468.2683833735,4726668.2732335245,2619151.9948187037,13998.413573147389
2023-08,21392276.93777714,9242154.43986656,7372976.005251026,4610407.669101175,2827325.185829095,13727.603208094066
2023-09,21842472.913557835,9379274.154786162,7204225.117883238,4551163.8509805845,2952454.7598342905,13172.459381460214
2023-10,22019321.653590634,9497684.807005202,6982788.556940032,4716327.725453998,3164645.1046130885,13286.268446878421
2023-11,23037294.882181693,9674489.44141344,7058642.871654867,5001544.291785675,3419862.7810096797,12879.814513827436
2023-12,23720682.175044484,10026411.310715286,7668865.443570772,5131762.737800215,3537273.1050973306,13542.948265031004
2024-01,22778877.87659889,9758758.648692898,7252375.427308951,5016931.449572221,3482953.464512543,11458.377537628732
2024-02,22350364.587199897,9912063.711607585,7375095.656748487,4857802.890093232,3466858.3146473533,11832.432467474322
2024-03,22438271.035259962,10300931.944391362,7516898.450691413,4833495.855220901,3534264.334177186,11551.637866787378
2024-04,21773496.93360341,10254491.63865879,7378576.915172003,4848755.026866616,3420487.214915904,11636.734997459349
2024-05,21969338.264288086,10471391.932308234,7401202.514456056,5044824.444417527,3481377.784797784,10844.593974313775
,,,,,,
