date,privatbank,oschadbank,ukreximbank,ukrgasbank,sense,first investment bank
2020-01,44440.2988022388,48491.502998341624,12729.57903358209,13246.901863184079,29329.16839013267,713.9774158374794
2020-02,46003.58608373985,21546.558534146345,4297.064583333334,10277.606792276421,32595.940770325196,215.99326341463404
2020-03,70216.64469405529,45067.66166149186,17810.19718780765,14830.591106399092,44347.024814842865,304.0613388867853
2020-04,65047.61950955179,30925.000645481254,17515.698114254224,2942.5211531961795,21579.413266348278,446.6300220426158
2020-05,52970.868234986985,27121.45735248043,24081.694667288324,16331.730795598665,28282.35849645654,253.48582730324523
2020-06,351179.7384125795,32369.03698689631,25191.324411082,13518.889117933348,31911.527063272188,588.5837502807933
2020-07,52432.070556206476,51086.373229586214,7509.74617575978,11439.963525814735,28373.05541120467,200.9366927865252
2020-08,54649.197767078505,36123.52779723838,5705.411810683138,16699.379235828485,26350.015136264577,562.2608808139535
2020-09,50960.687511079304,36487.16960864899,12547.696984989294,14656.510211579689,33109.79562723371,607.1139345961401
2020-10,70371.49915748596,47745.33361687856,34476.55288347458,13814.19879943504,27325.428107344625,602.189782838983
2020-11,52673.32036524198,42941.88896714943,48931.23050759448,15000.971115506885,29222.06330060053,223.43631190392088
2020-12,166553.18906957752,109976.46695775643,62611.46829499468,33306.308643592456,28765.723884983974,736.2529371671992
2021-01,46295.56611941884,29947.128554571224,8283.106389085755,16907.17981467045,25409.59953649894,585.8374231041814
2021-02,49632.2867553802,17781.811568149213,4134.20830774749,17002.343789454808,22233.714444045905,568.4136111908178
2021-03,45157.96383021584,40361.521737769785,13968.118867985615,17903.406176618704,27074.595636330938,391.42117302158255
2021-04,61688.85672323665,46525.88229860365,60233.965678123874,17412.805449695665,28314.76729788759,537.731969924812
2021-05,60323.45251884058,39092.99422572463,2723.008311231894,18520.39635833333,26299.005414855066,756.5623967391305
2021-06,58350.04324339209,43839.956440895745,7273.510566079291,10672.086894273123,28145.536430616743,228.2847187958882
2021-07,62195.22439140021,56692.2911602352,11869.307466372658,10237.573873575911,23976.236660786464,720.6107048879089
2021-08,55265.496299103805,42700.026300970894,13085.602423450331,9882.253053024637,22806.96743764004,533.9704492158326
2021-09,48997.5384339693,30254.809219229322,13467.59003030303,5162.882307519631,33416.71633333333,2.030016460905392
2021-10,67041.73381835425,34917.171298824454,1480.4064273796084,-13043.0037804323,27236.19389988621,-1011.9753268866135
2021-11,67558.94034026469,52787.66341172018,11514.176976181468,-10204.833527788282,35932.900733459384,447.2762083175802
2021-12,-40036.37176589498,98007.33882984196,7259.328824329303,15424.170061742007,42031.00069864019,671.7480426313856
2022-01,49808.02293423874,41614.72341350965,1960.2632033595423,19620.39060686204,29051.92111186562,454.62300250178697
2022-02,78147.0976782823,66337.81910876451,17621.509935234073,24733.227553326295,45140.76172228089,381.12414607532554
2022-03,120758.22769264957,82731.44984205128,79423.65202769231,71958.9367791453,37418.05087692308,470.9832605128205
2022-04,137157.6236461539,111629.94471282052,9310.64472854701,50216.69549401713,41973.93053504271,158.40347384615393
2022-05,54385.35357538458,81533.00888820516,30236.336525811967,11429.075902222186,55038.286270427365,699.1062123076923
2022-06,194940.58788888896,54193.962491282095,92502.48630598291,65575.93548683761,119694.08752991453,599.576304273504
2022-07,91266.43028351643,126754.02458053369,52290.20704709574,30594.992041444257,90957.44290298274,400.9318310832025
