date,privatbank,oschadbank,ukreximbank,ukrgasbank,sense,first investment bank
2022-08,260760.58875170906,45507.82448974572,32873.50475663115,10445.628249658195,59376.20231337161,428.1295534591195
2022-09,63434.6483541155,62712.09508887069,100957.39685233799,14449.78095515447,7207.5707246377015,672.1917560842221
2022-10,77990.48414219295,55205.11414902924,15633.432711512136,26057.21091823905,44185.768077659275,217.79077276456093
2022-11,51945.141626743294,36561.85958271804,5151.9215974842655,19478.76679573421,48330.67438993715,231.8622280557842
2022-12,16305.0234405249,76116.61444243918,21080.47413508341,24334.408915777953,70493.81515039643,1702.3209455838119
2023-01,55209.98029887886,21307.634933552094,-843.2563475526388,10825.614890894176,14224.792804211102,131.9741692644244
2023-02,45229.98497812415,21686.641449548813,5872.711269619907,8359.942192780965,18383.325106644792,-1398.807986327591
2023-03,54949.94718403062,35056.722293136445,6821.813242821985,-7956.076865736941,12745.589163795466,284.7163412633306
2023-04,51365.88540771125,30642.360915231056,1654.9344101722736,8035.556558107739,17553.429421930545,246.834813234892
2023-05,71872.77958381183,26431.704565217373,3360.8553374350527,9591.23545638502,15578.260533497403,216.25759174186496
2023-06,47341.69755674051,21287.52066447912,3275.1421405523683,5534.400496855338,-6825.886041837578,232.56970959803115
2023-07,48956.88919797647,40576.09289034728,485.50780202351365,13930.632920700029,13837.350070002734,897.625313098168
2023-08,52562.89092917693,33475.151506425966,6615.163020782063,31125.973216024075,18922.578332239547,-45.030716434235735
2023-09,45595.41320098446,25468.853488651945,6282.695392945038,6953.345902105535,17574.92562865736,260.55992616899096
2023-10,59755.42987924425,37544.64448849943,10279.940159638547,9971.810667031761,22522.492959748095,78.82154846659373
2023-11,58898.52151327429,32287.528587389428,5862.519196073014,5025.606287610631,39298.76118805309,-518.5668534292037
2023-12,195726.57253410626,60595.27041385818,10251.744678349958,22831.01690860071,68944.27841601508,302.3680612024804
2024-01,61426.90627620809,20688.880599419066,-2656.6236527594406,1149.7825191444417,11788.182483760236,210.65857723791916
2024-02,97418.52442164868,35109.26808375033,-1399.5144284961816,9820.284141690809,21883.471313932052,127.98688095865161
2024-03,17423.934302121077,40467.21922814279,-44.020770046559704,11841.572411277808,2420.6842532333117,204.7572170201759
2024-04,59154.70704192074,27962.81407367885,8470.103732215446,7278.039406249995,15076.475691819105,217.22472256097566
2024-05,46196.42398337949,32432.964253840342,-8626.566869806094,14139.708976580208,16611.803794510197,205.25214807353302
,,,,,,
