Date,00,01,08,10,11,13,14,16,17,18,20,22,23,25,26,27,28,31,35,41,42,43,45,46,47,49,51,56,64,68,70,71,77,79,86,50,37,65,52,69,93,38,58,73,66,62,80,82,30,02,33,81,15,55,63,32,59,24,21
2020-11-01,46262.22549,469033.89506,36535.36804,7118.96175,1019.28791,2721.12738,30172.01406,910.41712,2811.34631,2408.97737,1327.64138,20340.12052,1015.34343,43012.91368,5163.6502,13833.51784,1006.60585,920.85523,695600.39634,123756.62677,307.19301,896.59265,49990.50945,1209419.24252,17532.89355,1876.49225,114589.17,752.61337,112685.93414,113970.4005,2896.81325,32453.96243,22487.3538,17766.9639,19170.29613,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,30509.10494,543505.90853,39954.92367,7103.98907,3958.9987,1362.27169,25152.10433,,1948.75836,2520.10225,1520.59478,12176.88761,1014.71243,41836.06446,3418.46496,13466.81197,1527.15308,971.80535,374009.53947,110360.45645,,1542.13846,52321.63082,1352755.43145,17592.26018,,111439.61691,,91739.2422,119233.50934,3000.97487,18775.8711,108.9403,17208.51379,14257.14186,41069.59147,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,30958.68381,503161.67214,44780.75676,7130.43716,1017.04657,2826.04407,25145.63836,,2909.42664,2493.15019,1523.34499,12191.33459,1014.92505,41522.84507,5534.99175,13363.17378,1978.53436,953.61642,405283.6009,204245.1231,,40086.55484,52369.93208,1236930.31455,17571.19175,,110619.44199,,92085.9973,117145.84301,2997.04183,24111.75241,9067.79054,17255.85628,18008.60959,38809.53181,1165.63146,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,46035.45546,468321.17822,46173.91469,7126.22951,2065.72599,2811.51364,25143.99628,768.3749,2885.00344,2450.1409,1327.64138,22217.44001,1014.54338,42772.44711,5134.86257,13760.46039,995.74688,936.93589,494163.57595,123435.94027,2.82309,1093.43031,52901.49713,1278816.6328,17544.01589,1881.69028,113951.56804,,95229.14378,115788.82931,2945.9144,26462.16262,24008.47146,17639.91509,19295.17282,,,25856.46757,,,,,,,,,,,,,,,,,,,,,
2020-12-01,46310.70287,429148.5221,33103.55327,7114.7541,3903.42238,2629.4813,30235.36711,726.75919,2737.02075,2364.92719,1327.64138,20360.12295,510.55603,43052.16757,10232.29001,13845.0078,21181.2936,1303.01456,646947.06477,123139.35972,0.79763,661.02378,50796.40763,1329433.86299,17856.1129,1854.4573,113720.9053,733.98208,109526.43406,111466.82275,2845.84907,43075.87214,25425.00376,17836.34239,19015.58419,,,,1674.02488,780.31345,3432.62583,,,,,,,,,,,,,,,,,,
2020-03-01,19648.8,433817.06962,,1.32397,1008.29324,,,,,,,12186.74026,1012.48819,41645.3499,1.07381,11914.66047,4065.83079,,302820.1426,336160.83634,,1521.32796,42533.58274,880001.58177,22637.28035,,98587.95322,,154354.73022,38503.33953,,883.34542,,15399.27304,,44081.50365,,,,4959.55142,,23498.21913,16.04111,1270.10746,,,,,,,,,,,,,,,
2020-07-01,21397.78558,571020.74711,,5107.83607,8060.1789,1385.79516,,,1980.90532,,493.05927,12198.91604,1013.91238,45010.66783,4028.07906,12975.98008,3319.51483,987.8121,369621.67943,98968.90859,,1809.83691,50623.75406,1328662.99142,17601.72441,,107347.28884,,88225.44096,113808.51053,1296.80264,6413.62084,4387.80519,19192.48146,11769.44005,41462.27682,,,,,,,,,2311.92945,,,,,,,,,,,,,,
2020-04-01,22449.2,474656.00565,,5084.79725,6139.02648,,,,,,,12224.22002,1013.87567,42330.28173,,13642.36481,4124.54398,,283410.4347,152857.66239,,2293.83866,51117.21141,1082861.92857,16309.26486,,112741.84362,,156825.22604,121675.93719,,1015.37698,,19965.24584,11825.91178,49548.52476,,3042.10768,,,,23522.33958,,,,,,,,,,,,,,,,,
2021-07-01,737391.77428,923295.64451,77404.47081,71010.62484,111.01473,1989.45597,30095.37278,3429.97073,7188.78775,2874.65582,1327.64138,39864.64347,,41040.8664,9743.04787,,124029.12425,1087.14378,776964.25348,124712.06106,146907.16437,,49026.21631,1446680.40772,3070.05883,2212.97651,109313.71133,587.41682,166914.14151,5607.08111,67614.65078,22861.83315,20652.17506,18227.32616,24706.14856,,,,71579.00995,456.32914,6923.42978,,,,,205.28889,1714.9509,19920.84335,,,,,,,,,,,
2021-06-01,332171.15938,729047.13936,78712.06499,67334.17746,2061.17047,2152.92006,29093.84357,3536.3187,7432.27108,2917.49003,1327.64138,30905.15611,,41539.6369,10072.86768,,122892.85721,1121.40638,784475.28529,123825.69344,66669.80208,86.97798,49722.14577,1497444.06928,2587.70158,1704.29821,110599.16169,610.02253,167266.88574,7282.75522,67696.31265,22874.15759,21423.59047,18413.5444,20881.78517,,,,71598.32477,496.69156,7056.38704,,,,,,1831.82117,,,,,,,,,,,,
2021-04-01,44665.33577,639528.54311,79717.22946,29616.93988,2064.01842,2262.86201,29081.25819,644.37474,7477.31085,3001.59904,1327.64138,20312.89297,1018.26027,42120.88098,9871.4455,,87086.22339,1189.30603,651579.1464,114807.72771,30156.63876,278.36164,47533.18384,1388250.3944,2544.00154,1703.26083,112053.26194,651.65868,131303.04376,10383.81479,67804.46052,22883.40092,22951.48994,18449.91822,18408.43311,,,,17022.97723,625.41142,7055.55973,,,,,,2051.56965,19960.14234,14225.25638,,,,,,,,,,
2021-05-01,86566.31816,626951.2102,71232.1102,23550.67982,2026.38699,2170.5773,29078.70564,3622.16717,7542.50978,2958.71251,1327.64138,26543.04161,,41907.25163,10147.06895,,108331.66815,1155.03826,777325.38105,120359.64643,32882.83723,182.60537,47400.54231,1388864.36615,2513.81186,1703.30665,111528.3489,606.88083,170059.01771,7282.75522,67714.94849,22861.83315,22180.65703,18545.4463,18252.21991,,,,71172.45693,528.75393,7013.44426,,,,,,1944.38839,10.84932,,,,,,,,,,,
2021-09-01,1193239.25952,892732.56323,94825.51873,80968.04704,1846.16196,1940.26007,30468.38859,3445.02152,6949.88073,2701.24268,1323.73687,43236.19247,,40573.02907,9562.65326,,120992.1198,1019.443,623545.66268,108710.64043,29129.96289,921.03004,49666.68054,1762479.98567,27115.64922,2685.6912,108159.82495,539.24415,156924.89738,6166.97021,2392.98559,23257.61365,64067.08848,17576.44885,23806.2742,,,,79061.59495,400.61616,6663.38497,,,,,171.57778,1508.19675,48.57626,,300.35556,905.95,1096.95086,,,,,,,
